rowid,kepid,is_exoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
8447,9592855,0,0.609662423,131.946514,0.799,4.24033,140920,110.14,3834,51214.99,3250.1,1,q1_q17_dr25_tce,7498,3.964,2.274,293.77014,46.23658,12.216
8448,11618798,0,42.9261364,138.5107,0.2964,2.578,378.4,1.84,490,13.65,8.6,1,q1_q17_dr24_tce,5628,4.503,0.953,295.65591,49.609348,15.395
8449,2708172,0,1.89114441,132.7545,1.088,8.724,49.9,6.57,932,177.97,16.7,1,q1_q17_dr25_tce,4267,4.637,0.627,290.29175,37.981079,13.814
8450,7032383,0,0.566797404,131.83652,0.119,4.109,69.4,0.64,1890,2993.84,18.8,1,q1_q17_dr25_tce,5313,4.51,0.784,291.40652,42.582218,15.354
8451,7947631,0,1.258274109,132.7042523,1.244,1.92467,14160,25.98,1207,502.19,669.1,1,q1_q17_dr25_tce,4937,4.669,0.587,286.76498,43.796329,15.179
8453,4356621,0,1.7317958,132.8964,0.445,2.924,60.6,1.19,1825,2628.3,10.5,1,q1_q17_dr25_tce,5691,4.095,1.508,289.20514,39.468441,15.019
8454,4445630,0,5.627911313,133.1491782,0.464,7.08223,434330,81.61,1167,438.81,2890.7,1,q1_q17_dr25_tce,6280,4.361,1.115,285.06241,39.57439,13.858
8455,4484312,0,2.24294107,133.47862,0.23,2.532,39.4,0.75,1654,1763.55,12.1,1,q1_q17_dr25_tce,6082,4.195,1.184,296.45139,39.59166,13.182
8456,4544623,0,2.189097,132.0841,1.246,5.768,3001,13.92,647,41.37,13.5,1,q1_q17_dr25_tce,3624,4.848,0.406,285.89905,39.690639,15.999
8457,8618226,0,5.882036054,131.7687637,1.183,5.16326,238520,119.09,1114,363.01,2168.4,1,q1_q17_dr25_tce,5837,4.282,1.187,289.33154,44.772579,13.781
8458,8690001,0,19.35954117,134.25201,0.328,12.8464,386980,101.44,942,186.12,3590.2,1,q1_q17_dr25_tce,6198,3.96,1.567,292.10843,44.846481,14.257
8459,8736245,0,2.534740757,133.477837,0.51,4.85013,364350,52.52,1230,541.27,675.7,1,q1_q17_dr25_tce,5810,4.56,0.781,283.43408,44.989731,13.798
8460,8784288,0,1.827558898,132.26554,0.093,4.72808,314680,118.28,2178,5331.71,920.8,1,q1_q17_dr25_tce,5977,3.854,2.077,301.3035,44.99966,13.661
8463,3230227,0,7.047106212,132.75015,1.077,3.16223,69626,119.64,1846,2744.25,548.5,1,q1_q17_dr25_tce,8162,3.973,2.321,290.11258,38.399872,9.002
8464,10732401,0,0.933747375,131.5199,1.063,5.974,198.9,8.93,2003,3820.18,35.9,1,q1_q17_dr25_tce,6224,4.454,1.024,292.32864,48.021519,14.74
8466,7198648,0,0.566799833,131.64094,0.851,5.543,198,1.27,1900,3084.6,54,1,q1_q17_dr25_tce,5488,4.584,0.789,291.28311,42.741859,15.524
8467,8210721,0,22.673145675,138.145641,0.605,6.6324,65411,30.92,684,51.67,912,1,q1_q17_dr25_tce,5619,4.269,1.153,281.0105,44.15377,14.274
8468,12353633,0,0.684496369,131.92125,0.501,2.263,28.4,1.12,2913,17099.5,16.3,1,q1_q17_dr25_tce,5800,3.866,2.053,289.5249,51.172005,13.181
8469,4948863,0,8.643550046,139.8333977,1.076,3.1273,67299,38.21,779,87.16,849.3,1,q1_q17_dr25_tce,5679,4.605,0.747,297.85007,40.068722,15.414
8470,5534702,0,1.025465924,131.6091403,0.88,3.71841,152680,106.84,2710,12744.17,1120.8,1,q1_q17_dr25_tce,6700,4.041,1.883,292.18344,40.707241,13.821
8471,8240109,0,2.30118753,132.193218,1.033,7.8216,87537,140.23,2783,14194.09,404.8,1,q1_q17_dr25_tce,7970,3.871,2.652,294.22354,44.135658,13.489
8472,9899153,0,1.33256167,132.0567,0.402,3.743,59.5,0.63,1326,727.84,13,1,q1_q17_dr25_tce,4895,4.502,0.828,295.14157,46.793919,14.877
8473,9971475,0,5.357409918,131.637601,0.804,4.28582,199160,124.05,1492,1172.13,936.1,1,q1_q17_dr25_tce,5768,3.809,2.057,298.99442,46.812408,13.166
8474,6629588,0,2.264471713,131.518805,0.81,7.1803,187430,102.12,2103,4637.68,873.7,1,q1_q17_dr25_tce,6782,4.014,1.752,297.75565,42.009071,13.983
8476,6806632,0,9.469191607,140.9753434,0.627,9.55999,63502,49.17,1679,1875.84,4419.3,1,q1_q17_dr25_tce,9454,4.244,1.832,298.89075,42.209862,13.292
8477,6863840,0,1.926366998,131.7468446,0.498,3.98088,399530,53.63,1204,497.84,1093.2,1,q1_q17_dr25_tce,5176,4.542,0.76,292.05487,42.334969,15.138
8478,10847907,0,0.535493486,131.743209,0.566,2.57,54,1.42,3181,24045.87,5.1,1,q1_q17_dr25_tce,6328,4.035,1.864,285.25192,48.286209,13.39
8479,10867017,0,0.876941133,132.26899,0.386,1.296,73.5,0.85,1938,3332.14,12.3,1,q1_q17_dr25_tce,6018,4.485,0.975,294.21442,48.258179,14.978
8480,10987439,0,10.67459836,138.8847317,1.255,3.82706,16676,68.58,1083,325.55,1845.6,1,q1_q17_dr25_tce,6496,4.212,1.485,296.82587,48.443378,10.81
8481,11073223,0,11.578946873,131.7977742,0.441,4.6373,299740,58.32,869,134.91,2456.3,1,q1_q17_dr25_tce,6028,4.355,1.014,285.71439,48.601822,15.003
8482,5809890,1,2.853133997,133.79678,0.698,1.465,277.1,1.36,1016,251.77,39.7,2,q1_q17_dr25_tce,5041,4.576,0.766,296.86099,41.09734,13.999
8483,3113266,0,0.995861402,132.346819,1.256,1.1507,4993.8,26.93,1477,1124.35,272,1,q1_q17_dr25_tce,5286,4.604,0.706,290.63943,38.28463,15.577
8484,6153201,0,0.530300102,354.985736,1.2507,2.8502,3040,35.73,2410,7972.18,207.4,,,6184,4.448,1.038,299.26038,41.420231,15.435
8486,7831264,1,13.07141889,144.44217,0.751,3.0946,251.1,2.47,964,203.87,32,2,q1_q17_dr25_tce,6122,4.173,1.439,294.74207,43.536831,13.717
8487,8703491,0,0.616343903,132.086508,0.042,0.7656,161.4,1.72,2513,9411.28,77.8,1,q1_q17_dr25_tce,6045,4.264,1.34,296.81982,44.869434,12.19
8488,7902719,0,368.70839,232.613,0.5958,6.08,957,2.87,267,1.21,12.2,1,q1_q16_tce,6409,4.523,0.887,295.66922,43.654781,15.417
8491,8016211,0,3.1748772,133.7621,0.94,7.089,1741,8.8,1410,933.1,98.6,1,q1_q17_dr25_tce,5116,3.994,1.619,286.69333,43.869961,14.395
8492,8939650,0,1.827660875,132.821298,1.026,3.986,46677,42.1,1664,1811.72,890.3,1,q1_q17_dr25_tce,6352,4.427,1.072,286.12524,45.276932,14.268
8494,4633434,0,22.271198511,134.7601462,0.775,4.58598,179040,39.79,515,16.62,2141.3,1,q1_q17_dr25_tce,5068,4.556,0.73,283.98602,39.784538,15.362
8495,4678171,0,15.288709179,132.8060911,0.372,5.00366,512470,54.56,509,15.84,1758.7,1,q1_q17_dr25_tce,4464,4.577,0.719,297.284,39.70768,15.993
8496,4740688,0,3.45423296,131.71294,0.893,2.965,149.8,0.95,743,71.74,10.2,1,q1_q17_dr25_tce,4186,4.662,0.635,289.96838,39.815739,15.726
8498,4840818,0,5.024768971,133.120142,1.038,3.82433,53046,42.15,1159,425.9,696.5,1,q1_q17_dr25_tce,6322,4.444,0.989,293.27969,39.91576,14.355
8499,8938628,0,3.431126546,133.593104,1.161,2.7986,40248,47.48,1251,580.05,308.5,1,q1_q17_dr25_tce,5815,4.349,0.969,285.6626,45.21772,13.681
8501,9024857,0,35.026564845,160.6019871,0.777,2.90121,120250,34.88,489,13.56,1607.2,1,q1_q17_dr25_tce,5546,4.575,0.81,292.87848,45.344372,15.496
8502,9098810,0,8.258181993,131.5010463,0.61,3.9122,311860,58.19,809,101.33,2981.6,1,q1_q17_dr25_tce,5306,4.445,0.888,295.26965,45.476009,13.448
8503,9164788,0,2.66811113,133.5071,0.9911,22.49,48.3,1.53,1792,2439.28,32.5,2,q1_q17_dr24_tce,6593,4.164,1.561,295.69476,45.529202,13.688
8504,5695904,0,0.423854275,132.19107,0.449,1.0198,235.3,0.58,1062,301.79,33.3,1,q1_q17_dr25_tce,3553,4.887,0.368,288.71979,40.986141,15.586
8505,7186259,0,4.23965309,132.9703967,,3.29,,,,,,1,q1_q17_dr24_tce,,,,286.94995,42.741459,14.125
8507,10621666,0,14.5862195,135.2746,0.0133,2.733,202.2,1.17,702,57.32,9.3,2,q1_q17_dr24_tce,5904,4.565,0.819,299.06693,47.895191,14.598
8509,6962018,0,0.634946497,132.074576,0.442,2.40541,426550,52.75,1475,1123.92,541.4,1,q1_q17_dr25_tce,4446,4.567,0.737,295.54373,42.428429,14.791
8510,7031948,0,0.566800113,131.81731,0.751,3.315,104,0.58,1180,455.05,18.1,1,q1_q17_dr25_tce,3844,4.721,0.526,291.26016,42.584019,15.765
8511,11182260,0,1.291964282,132.63733,0.461,1.8378,28640,10.97,1249,572.64,45.8,1,q1_q17_dr25_tce,4995,4.624,0.638,287.26074,48.846512,13.238
8512,11228612,0,2.980479588,134.40206,0.479,3.72527,375340,70.52,1370,833.83,1737.7,1,q1_q17_dr25_tce,6065,4.377,1.047,282.60721,48.96825,14.647
8515,11401869,0,2.16146908,131.8342,0.41,3.643,84.8,0.95,1487,1155.45,11.8,1,q1_q17_dr25_tce,6047,4.422,1.013,291.30954,49.242439,15.535
8517,3862246,0,4.702495974,136.308468,1.303,2.3421,4787.3,37.24,981,219.08,101.1,1,q1_q17_dr25_tce,5408,4.476,0.878,294.51746,38.956341,14.916
8518,11303815,0,1.705782214,133.15607,0.709,1.007,278,1.82,1455,1060.41,11.5,1,q1_q17_dr25_tce,5387,4.38,1.009,295.06241,49.049278,15.272
8519,11968463,0,0.646745436,132.02582,0.942,1.188,115.6,1.49,2373,7468.24,14.3,5,q1_q17_dr25_tce,6325,4.409,1.112,294.33847,50.33654,15.212
8520,7681230,0,0.962590772,132.421278,1.236,1.2569,1021.6,31.51,2026,3989.37,90.4,1,q1_q17_dr25_tce,6274,4.434,1.062,291.36423,43.385921,14.843
8521,9079587,0,364.33929,183.3173,0.934,13.486,1944,4.4,228,0.64,15.9,1,q1_q17_dr25_tce,5606,4.557,0.8,287.71542,45.436329,15.616
8523,9847239,0,28.507877538,132.793009,1.025,3.13331,24372,27.79,613,33.32,449,1,q1_q17_dr25_tce,6131,4.497,0.945,297.74112,46.660488,14.876
8525,9049697,0,1.3274511,131.59052,0.245,3.465,123.6,0.66,1009,243.87,16.6,1,q1_q17_dr25_tce,4137,4.646,0.61,299.82376,45.334881,15.158
8526,9941550,0,476.727302,496.4298,0.008,9.327,1035.7,23.42,530,18.64,17.9,1,q1_q17_dr25_tce,5068,2.827,7.417,286.90347,46.816341,13.587
8527,4862332,0,0.8903331,131.5337,0.322,2.643,134.1,20.96,5714,251387.46,10.8,1,q1_q17_dr25_tce,4981,2.437,18.374,298.16129,39.90097,13.915
8528,4912589,0,34.188302705,132.1423013,0.957,3.01179,118440,74.5,660,44.91,2594.9,1,q1_q17_dr25_tce,5757,4.134,1.345,288.3205,40.000523,12.869
8529,4940201,0,4.408295716,134.280413,1.159,3.62479,37964,35.68,942,186.23,386.1,1,q1_q17_dr25_tce,5496,4.607,0.743,295.98352,40.061661,14.984
8531,5098757,0,2.954598,134.3663,1.3662,24.79,337.8,89.95,2148,5028.39,18.1,1,q1_q17_dr24_tce,6955,3.885,2.161,291.65561,40.253944,12.734
8532,9286728,0,3.04459739,132.4989,0.385,7.638,66.1,0.62,1076,317.36,18.2,1,q1_q17_dr25_tce,5525,4.603,0.753,294.15503,45.70723,14.567
8533,9304561,0,1.219049953,132.09455,0.0517,1.477,53.5,2.48,2948,17862.9,10.1,1,q1_q17_dr24_tce,5742,3.521,3.374,299.68271,45.71133,13.92
8535,9392702,0,3.909314318,131.8944811,0.776,5.36124,97123,42.54,1364,819.78,1587.6,1,q1_q17_dr25_tce,6425,4.341,1.143,286.06958,45.900581,14.618
8538,7185487,0,0.53482911,131.7369,0.3597,0.996,704,0.54,753,75.82,9.8,1,q1_q17_dr24_tce,3229,5.08,0.201,286.61896,42.778561,16.67
8540,7362534,0,0.566789763,131.81846,0.6376,4.008,25.4,0.4,1984,3662.84,15.4,1,q1_q17_dr24_tce,5799,4.6,0.758,291.70813,42.96941,13.767
8541,7376982,0,2.31610674,132.3383,0.404,3.347,33.6,0.7,1559,1393.98,13,1,q1_q17_dr25_tce,6025,4.3,1.193,295.82541,42.941639,13.608
8542,7431665,0,281.509095,171.52715,0.626,40.963,5948.7,85.77,685,52.05,182.5,1,q1_q17_dr25_tce,4797,2.632,10.709,287.37662,43.009491,10.974
8543,11502179,0,3.98855869,135.129,0.1671,1.467,214.1,2.4,1447,1036.21,10.5,1,q1_q17_dr24_tce,5791,4.057,1.646,289.08099,49.420315,13.035
8545,11662440,0,13.639480425,144.531439,1.033,3.12422,81103,44,680,50.51,664.1,1,q1_q17_dr25_tce,5461,4.517,0.846,292.21732,49.707901,15.852
8546,11757422,0,1.81993557,132.52714,0.768,2.43,109.1,0.66,907,159.62,10.1,1,q1_q17_dr25_tce,4205,4.668,0.578,288.5928,49.968361,15.435
8547,11854636,0,37.0200232,131.8379,0.308,1.421,581,2.14,507,15.66,6.6,1,q1_q17_dr25_tce,5685,4.537,0.886,286.10281,50.126541,15.424
8552,5084171,1,153.979362,165.491,0.036,9.028,792.5,2.53,330,2.82,16.1,1,q1_q17_dr25_tce,5858,4.502,0.903,286.69522,40.291809,15.672
8553,8234889,0,116.301793,168.3304,0.4631,2.253,649,2.18,336,3.01,6.3,1,q1_q16_tce,5593,4.552,0.842,292.38724,44.13007,15.503
8554,8307489,0,421.98194,226.9386,0.1494,13.799,173.1,2.02,334,2.96,15,1,q1_q16_tce,6760,4.193,1.515,294.61761,44.216881,12.338
8555,9153246,0,243.954706,221.2717,0.1207,2.562,291.7,1.35,257,1.03,5.2,1,q1_q16_tce,5578,4.578,0.794,291.27625,45.568192,14.43
8558,5196851,0,0.541396363,131.5974,0.0783,2.384,181,2.04,3204,24909.05,20.4,2,q1_q17_dr24_tce,7118,4.212,1.489,294.54105,40.308029,12.509
8559,5269407,0,0.958871144,131.6864267,0.533,2.74361,232350,45.91,1743,2174.51,1191.2,1,q1_q17_dr25_tce,5530,4.425,0.892,290.09079,40.46183,14.164
8560,5298620,0,12.4239677,141.676,0.007,16.01,162.4,0.87,606,31.93,12.8,1,q1_q17_dr25_tce,4995,4.58,0.698,297.6394,40.490452,15.706
8561,5347784,0,9.58405667,138.8710106,0.798,6.82752,119630,99.66,1212,510.85,2595.9,1,q1_q17_dr25_tce,5605,3.813,2.275,286.82251,40.513222,13.094
8562,5389184,0,1.06995136,132.30469,0.176,1.322,54.8,0.9,1991,3730.45,10.8,1,q1_q17_dr25_tce,5869,4.274,1.221,298.40009,40.58567,14.174
8563,9529294,0,2.51690133,133.49353,0.093,2.521,59.6,0.97,1430,986.6,10,1,q1_q17_dr25_tce,5403,4.201,1.284,293.013,46.166561,14.587
8564,9541163,0,0.5366497,131.71771,0.042,2.887,105.4,0.92,2142,4982.76,10.6,1,q1_q17_dr25_tce,5822,4.529,0.898,297.29395,46.102341,15.449
8565,9630640,0,3.661895766,132.5316735,2.959,35.6374,35477,374.78,1708,2012.26,291.7,1,q1_q17_dr25_tce,6793,4.101,1.589,281.63019,46.321152,13.658
8567,8590776,0,33.8938177,135.3496,0.332,2.012,205.1,1.22,527,18.27,6.8,1,q1_q17_dr25_tce,5818,4.554,0.848,301.16556,44.664108,14.517
8568,9657636,0,542.52829,278.392,0.3252,11.06,75.2,1.07,266,1.19,11.2,1,q1_q17_dr24_tce,6099,4.204,1.212,295.19278,46.37188,11.253
8569,8487838,0,1.061937837,131.7269,0.125,2.31,52,0.68,1757,2252.16,16.3,1,q1_q17_dr25_tce,5893,4.505,0.941,288.95825,44.577999,14.171
8570,7821010,0,24.238241803,136.6165689,0.426,4.16665,461960,102.31,793,93.68,1126.4,1,q1_q17_dr25_tce,6457,4.259,1.365,291.31985,43.59547,10.816
8573,7630658,0,1.075577069,131.558551,0.886,4.11779,140580,69.11,2094,4551.51,1589.6,1,q1_q17_dr25_tce,6011,4.217,1.267,297.91519,43.256203,13.893
8574,7691527,0,4.800232532,135.7829072,0.669,3.57105,277000,48.67,941,184.84,893.6,1,q1_q17_dr25_tce,5591,4.59,0.756,294.7326,43.349522,15.431
8576,11923819,0,33.159475806,159.8126411,0.768,9.01353,222170,146.47,1068,307.53,3733.6,1,q1_q17_dr25_tce,7967,4.001,2.379,296.46429,50.286152,11.562
8577,11970288,0,20.7106853,134.03192,1.252,42.737,1003,89.55,1246,570.64,154.4,1,q1_q17_dr25_tce,6956,3.738,2.888,295.21255,50.31691,11.308
8578,12105785,0,31.953038766,142.708054,0.907,8.0461,17703,47.96,864,131.55,1364.9,1,q1_q17_dr25_tce,5524,3.693,2.734,288.4874,50.675461,13.032
8579,8625732,0,31.97181,133.8728,0.532,12.277,117.4,0.95,521,17.43,11.1,1,q1_q17_dr25_tce,5632,4.554,0.853,292.14804,44.70414,14.817
8580,8377197,0,1.215181097,131.50904,0.1356,1.295,39.7,0.87,2230,5844.41,11.8,1,q1_q17_dr24_tce,6717,4.268,1.365,295.85498,44.301601,13.516
8581,8295671,0,0.981399749,132.12493,0.408,0.5051,158.3,1.21,1820,2602.14,16.2,1,q1_q17_dr25_tce,6038,4.524,0.898,290.3602,44.273361,14.652
8583,3438976,0,2.97599368,132.9759,0.243,4.023,55,0.79,1395,894.1,13,1,q1_q17_dr25_tce,6202,4.394,1.055,290.12021,38.534821,14.11
8584,7416306,0,137.396194,158.9242,0.525,17.61,155.4,3.38,517,16.87,13.2,1,q1_q17_dr25_tce,5425,3.704,2.655,280.52133,43.077068,13.668
8585,8414914,0,100.303613,176.75827,0.388,10.578,488040,78.77,421,7.41,354.7,1,q1_q17_dr25_tce,6060,4.397,1.046,284.52087,44.455078,17.908
8586,10132908,0,386.59946,221.2945,0.2307,3.305,380.7,1.89,259,1.06,5.8,1,q1_q16_tce,6137,4.487,0.963,288.50931,47.120701,14.79
8588,8499922,0,45.680876,142.3574,0.206,2.293,350.3,14.5,1215,514.91,3.7,1,q1_q16_tce,4835,2.608,7.917,293.66245,44.527512,13.409
8590,5479973,0,1.795273026,131.870391,0.935,7.3232,125420,55.26,1642,1714.88,877.8,1,q1_q17_dr25_tce,6363,4.456,1.012,299.38046,40.694759,14.889
8591,5534476,0,1.02547271,131.6002,0.651,1.996,27,0.94,2657,11800.82,10.9,2,q1_q17_dr25_tce,6862,4.114,1.712,292.11362,40.792179,12.407
8592,5622250,0,16.294213708,143.1937219,0.612,6.01687,174010,68.05,929,176.22,7486.2,1,q1_q17_dr25_tce,6237,4.145,1.508,292.51321,40.82756,14.203
8595,9790965,0,0.82206761,132.243022,1.216,3.8281,26190,91.21,2941,17747.85,486.3,1,q1_q17_dr25_tce,6531,3.962,1.921,298.91162,46.586578,13.388
8596,9906489,0,8.9648813,137.5394,1.208,61.23,454.5,28.97,1040,276.3,109.9,1,q1_q17_dr25_tce,6543,4.382,1.159,297.52359,46.703129,12.039
8597,10020423,0,7.448375935,137.694513,0.35,4.23892,152670,34.37,871,136.18,1837.9,1,q1_q17_dr25_tce,5636,4.489,0.867,295.29791,46.920471,15.178
8598,10031409,0,2.071939672,132.8368962,0.806,4.45367,198770,75.64,1696,1953.33,2409.8,1,q1_q17_dr25_tce,6140,4.247,1.254,298.68484,46.94997,13.553
8599,4843592,0,0.967073359,131.604602,1.222,2.4875,773.5,28.15,1867,2870.56,92.4,2,q1_q17_dr25_tce,5755,4.402,1.022,294.02347,39.92408,15.12
8600,3858919,0,25.9522913,154.8689,0.142,10.977,557.8,2.03,567,24.49,14,2,q1_q17_dr25_tce,5692,4.547,0.866,293.70291,38.956291,15.999
8603,7816680,0,4.292599454,131.7702811,0.89,4.73293,140030,64.04,1319,715.83,1329.6,1,q1_q17_dr25_tce,6467,4.377,1.174,289.92133,43.508221,15.573
8604,7960295,0,2.10413487,132.63638,0.611,4.2269,321240,67.03,1421,963.4,86.4,1,q1_q17_dr25_tce,5780,4.438,1,291.89343,43.730251,19.485
8605,8007675,0,2.352446342,131.9380482,0.755,1.6802,32.5,1.24,2173,5269.29,7.2,1,q1_q17_dr25_tce,6749,3.941,2.003,282.15485,43.867352,12.047
8606,8098300,0,4.305917719,132.3501939,0.549,5.61993,361390,71.49,1266,607.76,6104.8,1,q1_q17_dr25_tce,6502,4.44,1.037,292.05872,43.925228,12.817
8607,12302391,0,25.321698729,139.687525,0.954,4.45367,119590,56.62,655,43.39,673.3,1,q1_q17_dr25_tce,6109,4.455,1.029,288.40378,51.073761,15.128
8608,12367310,0,8.627475562,139.9908385,1.141,4.65505,36784,188.55,1446,1031.92,1157.5,1,q1_q17_dr25_tce,5146,3.475,4.063,296.34995,51.12344,13.835
8609,12504353,0,498.68845,556.5161,0.1119,17.88,548.3,2.44,246,0.87,9.4,1,q1_q17_dr24_tce,6184,4.448,1.038,287.86331,51.488522,15.166
8610,3123418,0,563.94854,145.5541,0.0504,15.631,872.9,2.55,209,0.45,16.3,1,q1_q17_dr24_tce,5853,4.544,0.868,293.02545,38.213261,14.574
8611,2576224,0,2.21701025,131.80305,0.0662,2.148,29.4,1.16,2371,7467.21,11.7,1,q1_q17_dr24_tce,7524,4.067,2.092,291.54626,37.817749,12.734
8612,7281484,0,0.566800593,131.8233,0.2,3.909,12.3,0.48,2783,14091.55,10.4,1,q1_q17_dr25_tce,6476,4.255,1.353,291.61011,42.810459,12.318
8613,12108293,0,0.705455349,131.67764,0.447,2.469,74.9,0.64,1693,1936.09,18,1,q1_q17_dr25_tce,5383,4.614,0.736,289.94019,50.652771,14.837
8615,3962684,0,25.949641315,148.9825267,0.945,11.6411,67.8,2.06,753,76.14,7.6,1,q1_q17_dr25_tce,5109,3.873,1.922,293.68207,39.01112,13.956
8616,8761550,0,224.591055,208.7904,0.768,3.232,125.2,2.17,392,5.56,8.2,2,q1_q17_dr25_tce,5786,3.992,1.771,294.86639,44.980991,12.238
8618,4068391,0,289.490952,363.4177,0.1458,3.91,773,2.87,290,1.66,6.6,1,q1_q16_tce,5978,4.408,1.032,294.40005,39.171589,15.14
8619,4077252,0,0.534109403,131.80501,0.476,0.9513,78.3,2.28,5513,217941.01,37,1,q1_q17_dr25_tce,10747,4.1,2.432,296.30716,39.117119,12.314
8620,5440651,0,0.502807253,131.6152743,1.2503,1.01493,4658.7,26.81,1825,2623.68,240,1,q1_q17_dr24_tce,5109,4.564,0.715,289.39078,40.654781,15.341
8621,1297263,0,153.521361,281.2973,0.1485,3.893,255.2,3.09,493,13.99,5.7,1,q1_q16_tce,6233,3.951,1.921,291.94852,36.95208,13.636
8622,11444974,0,76.37924,205.0612,0.7333,0.645,276.3,1.73,406,6.41,5.7,1,q1_q16_tce,5451,4.404,0.936,285.82983,49.39431,13.717
8624,5735878,0,16.832079803,133.1746947,0.218,7.79748,48375,61.35,1243,565.17,5156.6,1,q1_q17_dr25_tce,6300,3.646,2.755,299.16174,40.92701,13.125
8626,5952457,0,0.905672916,132.20453,0.033,1,110.4,0.76,1468,1096.04,12.1,1,q1_q17_dr25_tce,4949,4.552,0.741,289.29977,41.278751,15.283
8627,5977541,0,1.14073528,132.5852,0.768,2.394,13.5,0.68,3190,24512.67,7.8,1,q1_q17_dr25_tce,8847,4.2,1.685,296.47546,41.241116,12.5
8628,6029130,0,12.591656377,134.7421233,0.629,5.53385,302580,49.21,642,40.23,3990.5,1,q1_q17_dr25_tce,5293,4.604,0.756,287.03979,41.328869,14.832
8629,8686761,0,374.93999098,137.9851608,0.64,17.0849,235.1,4.67,381,4.99,8.4,1,q1_q17_dr25_tce,5382,3.645,2.909,290.87735,44.861591,13.917
8631,10098534,0,41.81145,166.5262,0.0121,2.208,302,1.4,483,12.88,5.9,1,q1_q17_dr24_tce,5593,4.478,0.812,299.58353,47.022888,15.017
8632,10274244,0,13.68369259,135.2108067,0.089,4.22504,185510,30.6,635,38.37,3641.6,1,q1_q17_dr25_tce,5359,4.566,0.708,291.9364,47.309689,11.544
8633,10292465,0,1.35337091,131.936954,0.579,2.2396,104560,26.69,1444,1031.53,303,1,q1_q17_dr25_tce,5426,4.511,0.784,298.13632,47.384529,14.956
8634,10332789,0,18.74072534,135.2072208,0.203,5.19791,125480,35.61,717,62.46,2964.7,1,q1_q17_dr25_tce,6122,4.471,0.996,289.0368,47.46595,15.861
8635,4753561,0,4.944927575,131.61124,1.215,3.4648,1028.7,19.43,728,66.56,62.5,1,q1_q17_dr25_tce,4428,4.59,0.701,293.73715,39.825859,14.928
8636,5470960,0,12.4227918,141.7972,0.979,27.29,202.6,1.44,634,38.29,15.5,1,q1_q17_dr25_tce,5279,4.62,0.72,297.5343,40.653389,15.955
8637,10843203,0,4.429633087,355.143546,1.264,3.0257,6120.1,32.12,950,192.62,166.3,1,q1_q17_dr25_tce,5344,4.545,0.809,282.23273,48.271198,15.91
8638,11176166,0,4.2742605,133.0463,0.089,2.687,263.8,1.88,1326,730.69,11.4,2,q1_q17_dr25_tce,6477,4.361,1.148,283.06863,48.802078,14.496
8639,2012722,0,2.32539968,132.12985,1.004,16.791,288.1,9.76,2501,9234.82,79.9,2,q1_q17_dr25_tce,7046,3.831,2.724,291.01147,37.43364,11.661
8640,2438061,0,2.442941283,132.011468,1.164,4.1847,37338,48.18,1352,788.17,229.7,1,q1_q17_dr25_tce,5780,4.438,1,290.27701,37.79097,
8644,8192861,0,0.552141897,131.77199,1.091,4.985,105.6,10.04,2206,5602.43,42.8,1,q1_q17_dr24_tce,5952,4.486,0.904,299.71408,44.037189,13.866
8647,4380560,0,0.705816203,131.94499,1.133,5.55,149,15.33,2109,4650.24,19.6,1,q1_q17_dr25_tce,6106,4.487,0.966,295.3815,39.453732,15.062
8648,6508734,0,480.03759,318.4745,0.2596,16.25,717.4,1.14,109,0.03,9,1,q1_q17_dr24_tce,3622,4.826,0.43,287.08438,41.95406,15.644
8649,7032568,0,0.566792936,131.8166,0.467,2.846,23,0.79,3114,22251.32,14.3,1,q1_q17_dr25_tce,6432,4.018,1.603,291.46033,42.581261,13.831
8651,10253638,0,7.4539297,137.33196,,14.21,,,,520.65,,1,q1_q17_dr25_tce,,,,281.63889,47.314121,13.272
8652,8873450,0,24.2783801,154.51325,0.717,4.564,714.4,2.03,432,8.27,13.6,6,q1_q17_dr25_tce,4450,4.583,0.707,286.74857,45.158741,14.164
8653,7889486,0,24.2382519,136.62118,0.82,2.703,465.5,2.19,597,29.92,11.3,2,q1_q17_dr25_tce,5763,4.527,0.904,291.28296,43.608238,15.752
8654,9291039,0,8.80854183,134.02712,0.993,34.7564,174.7,2.69,1000,236.05,137.3,1,q1_q17_dr25_tce,6017,4.3,1.21,295.71942,45.747559,12.239
8656,9827596,0,1.45728997,131.5882,0.749,3.582,71.3,0.93,1665,1818.19,15.5,1,q1_q17_dr25_tce,6063,4.476,1.012,290.36142,46.661331,14.561
8657,3343281,0,21.8660922,138.517,0.057,2.03,301.6,1.88,730,67.15,9.2,1,q1_q17_dr25_tce,6309,4.402,1.077,291.73026,38.411461,15.019
8659,6599305,0,42.02646,172.228,0.7156,2.553,190,1.5,561,23.47,6,1,q1_q16_tce,6158,4.431,1.016,289.72461,42.00605,14.519
8660,2163226,0,452.10093,460.4884,0.1063,12.69,464,2.08,254,0.99,6.2,1,q1_q16_tce,6276,4.456,0.956,292.10245,37.56691,15.107
