rowid,kepid,is_exoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
8230,8285970,0,0.562498925,131.750623,0.971,0.6743,420.1,2.88,2129,4880.5,44.1,1,q1_q17_dr25_tce,5638,4.437,0.933,285.95874,44.254719,14.792
8231,8294484,0,1.012694226,132.44896,0.534,3.6017,108500,42.51,2230,5846.79,185.1,1,q1_q17_dr25_tce,6487,4.292,1.233,289.94028,44.225719,14.713
8232,8301013,0,2.214029545,133.1692046,0.371,5.64264,349110,94.23,1894,3041.8,2680.5,1,q1_q17_dr25_tce,6604,4.178,1.526,292.29675,44.280571,13.3
8233,8302455,0,2.441988077,132.1323834,0.888,3.94526,95344,90.39,1993,3721.74,1174.5,1,q1_q17_dr25_tce,6078,3.874,2.059,292.8627,44.22105,11.535
8235,9205993,0,1.219736039,132.12417,0.229,4.89465,611520,135.43,2611,10982.55,1037.2,1,q1_q17_dr25_tce,7358,4.171,1.637,285.72537,45.666431,14.871
8236,9210828,0,0.82820657,131.581313,0.94,2.70353,118530,35.67,1473,1109.75,548.3,1,q1_q17_dr25_tce,5033,4.611,0.655,288.44455,45.612671,13.221
8238,9266285,0,5.61386908,132.572901,1.07,5.07753,57386,34.24,714,61.43,1253.6,1,q1_q17_dr25_tce,4504,4.582,0.709,284.31046,45.76955,14.072
8239,10026136,0,9.080194398,136.8170208,0.614,8.18777,324570,76.4,1013,248.49,3481.8,1,q1_q17_dr25_tce,6461,4.396,1.131,297.17203,46.953949,15.163
8240,10026457,0,9.93442075,132.874989,1.117,7.8219,55965,34.03,679,50.35,529,1,q1_q17_dr25_tce,5382,4.654,0.669,297.25931,46.989681,15.39
8241,10031526,0,8.5893644,132.0467,0.791,6.975,179.3,1.21,792,93.09,9.8,1,q1_q17_dr25_tce,5602,4.571,0.817,298.72095,46.933891,15.687
8242,10031808,0,8.589644815,132.0206787,0.686,9.49469,269520,140.07,1412,940.15,5324.6,1,q1_q17_dr25_tce,6331,3.813,2.194,298.79758,46.930244,9.557
8246,11144439,0,0.609125246,132.08281,0.242,0.655,139.2,0.96,1896,3049.07,10.9,1,q1_q17_dr25_tce,5595,4.581,0.796,295.0618,48.798168,15.64
8248,11147276,0,1.566528935,132.537255,1.033,3.2593,92511,49.66,1551,1371.7,485,1,q1_q17_dr25_tce,5883,4.471,0.905,296.14212,48.702141,13.984
8249,2852941,0,11.57958162,135.5195336,,2.47,,,,,,1,q1_q17_dr24_tce,,,,291.54343,38.048759,13.458
8252,9597729,0,0.87630504,131.95622,1.207,1.11,170.9,22.24,1911,3156.02,25.2,1,q1_q17_dr25_tce,6032,4.508,0.929,295.54755,46.287682,14.84
8255,3830820,0,15.582794732,135.112903,0.759,3.76683,52760,14,397,5.86,439.3,1,q1_q17_dr25_tce,3849,4.703,0.546,284.62024,38.969501,15.368
8257,3834364,0,2.908454772,132.315694,1.113,2.6005,64325,40.85,1153,416.75,252.8,1,q1_q17_dr25_tce,5631,4.518,0.764,286.0722,38.972229,14.661
8258,3836413,0,1.540396094,131.996172,1.093,2.8044,55123,48.81,1576,1455.18,340.4,1,q1_q17_dr25_tce,5780,4.438,1,286.94046,38.923927,13.76
8259,3836439,0,1.540395674,131.9963513,1.072,2.80168,70615,117.33,2850,15595.35,997.9,1,q1_q17_dr25_tce,7394,3.897,2.283,286.94843,38.928219,7.57
8260,3838004,0,2.344138713,131.57589,0.104,0.4495,110.8,2.43,1797,2469.65,8.6,1,q1_q17_dr25_tce,5313,3.835,2.095,287.55768,38.912231,13.419
8261,9595956,0,316.950146,280.9211479,,5.33,,,,,,1,q1_q17_dr24_tce,,,,294.91272,46.264839,16.923
8262,9655792,0,589.74851,241.6495,0.3597,12.74,462.4,2.03,217,0.53,11.5,1,q1_q17_dr24_tce,6003,4.507,0.932,294.4686,46.34129,14.839
8263,9970396,0,235.2976173,219.44696,0.2758,87.013,23053,82.92,585,27.65,210.7,1,q1_q17_dr24_tce,4894,2.968,5.568,298.70981,46.833031,11.447
8265,10267121,0,36.136968,137.0578,0.296,15.42,152,1.3,600,30.69,10.4,2,q1_q17_dr25_tce,6258,4.442,1.046,288.91046,47.396709,15.44
8266,10407271,0,0.93376738,132.4404,0.714,4.036,55.4,0.63,1678,1879,16.5,1,q1_q17_dr25_tce,5611,4.53,0.787,292.86078,47.57457,14.985
8267,10471167,0,0.93374073,131.5337,0.009,4.296,147.6,0.84,1371,831.95,13.4,1,q1_q17_dr25_tce,4753,4.585,0.717,292.19189,47.690102,13.007
8268,10471174,0,0.93369659,131.5867,0.57,4.444,81.4,0.78,1680,1891.43,10.8,1,q1_q17_dr25_tce,5619,4.558,0.838,292.19583,47.661518,15.983
8269,10471345,0,0.9337473,132.4461,0.385,3.446,64.6,0.6,1625,1652.84,9.5,1,q1_q17_dr25_tce,5649,4.606,0.741,292.26321,47.643478,15.759
8270,11621897,0,21.6817115,137.009,0.27,7.18,73.5,0.89,713,60.99,6.9,1,q1_q17_dr25_tce,6297,4.448,1.031,296.82455,49.68491,14.491
8271,12253534,0,466.08101,166.4321,0.0964,23.69,180.1,2.13,305,2.05,14.1,1,q1_q17_dr24_tce,6098,4.097,1.59,288.66644,50.982529,12.159
8272,12304202,0,0.66573903,131.6585795,,1.27,,,,,,1,q1_q17_dr24_tce,,,,289.52319,51.069191,13.362
8274,9291039,0,3.796383639,135.2015074,0.649,8.6711,31.1,0.71,1323,724.17,24.5,3,q1_q17_dr25_tce,6017,4.3,1.21,295.71942,45.747559,12.239
8275,10155321,0,0.71059239,132.08465,0.9638,4.92,280.6,3.92,3318,28640.03,22.8,2,q1_q17_dr24_tce,7454,4.107,1.853,296.77271,47.158539,13.362
8276,4953173,0,3.36379289,132.9065,1.159,23.7,136.3,44.77,1840,2712.28,36.9,1,q1_q17_dr25_tce,5947,3.814,2.407,298.74335,40.07214,13.931
8278,6363560,0,0.907818056,131.91608,0.037,1.679,29.5,0.55,2012,3871.99,13.2,1,q1_q17_dr25_tce,6210,4.456,1.014,291.6535,41.741772,13.532
8279,7539174,0,297.71402,315.5437,0.8328,13.413,1374.5,45.69,706,58.76,16.3,1,q1_q17_dr24_tce,4916,2.572,10.801,295.00153,43.171341,12.218
8280,10535708,0,0.93373761,131.53,0.041,3.303,58.7,1,2073,4359.29,9.7,1,q1_q17_dr25_tce,5534,4.17,1.326,292.11447,47.729462,15.609
8281,11453930,0,0.687739345,131.73999,0.4062,0.1866,37.6,1.53,2837,15318.29,11,1,q1_q17_dr24_tce,6823,4.212,1.493,291.14532,49.365318,13.127
8282,5955321,0,11.637858887,136.885517,0.473,11.8851,427950,77.01,895,151.54,2637,1,q1_q17_dr25_tce,6360,4.433,1.058,290.18271,41.21664,15.385
8283,6182093,0,50.900813,150.314465,,3.3,,,,,,3,q1_q17_dr24_tce,,,,282.71991,41.519379,9.666
8285,4862625,0,541.742985,374.45854,0.041,10.47,1038.6,3.39,248,0.9,25.9,3,q1_q17_dr25_tce,6373,4.438,1.047,298.21509,39.955101,13.718
8286,5211470,0,0.938074536,132.26984,1.196,1.9618,575.9,417.01,5718,251840.36,36.1,2,q1_q17_dr25_tce,4697,2.204,17.032,297.70847,40.30759,13.094
8287,6665064,0,0.698359996,131.7023,1.247,1.4959,774.1,28.97,1990,3702.25,26.1,1,q1_q17_dr25_tce,5761,4.492,0.956,281.64999,42.132061,15.183
8288,3458687,0,0.98376204,132.28418,1.01,10.052,55,12.44,4203,73867.88,25.2,1,q1_q17_dr25_tce,6431,3.276,5.294,295.08774,38.562061,12.745
8290,4074294,0,0.892988877,131.56303,0.71,2.4428,85,2.94,3285,27545.43,43.8,1,q1_q17_dr25_tce,6228,3.668,2.975,295.72275,39.183449,13.013
8291,4384652,0,374.51648,430.92524,0.0139,6.088,907420,73.1,220,0.55,105.8,1,q1_q17_dr24_tce,5714,4.627,0.711,296.17712,39.439419,13.967
8292,7697568,0,10.3482112,136.63763,0.093,2.089,255.1,1.29,724,64.97,8.4,2,q1_q17_dr24_tce,5383,4.543,0.822,296.52243,43.363369,15.911
8293,4662363,0,321.24194284,451.2907139,,10.16,,,,,,1,q1_q17_dr24_tce,,,,293.87805,39.789089,13.964
8294,4851195,0,374.514471,430.92258,1.0492,6.629,440520,139.55,295,1.79,130.3,1,q1_q17_dr24_tce,6446,4.381,1.155,295.82941,39.912182,14.505
8296,5024414,0,1.525924746,132.69258,0.208,1.955,74.1,8.86,3786,48691.77,11.9,1,q1_q17_dr25_tce,5000,2.81,10.533,295.31638,40.18652,12.705
8297,5268955,0,12.82252496,137.3868282,0.706,18.8,19268,20.12,915,165.54,13.7,1,q1_q17_dr25_tce,5845,4.178,1.352,289.96063,40.479839,11.863
8300,5598645,0,0.648772102,131.74503,0.368,2.614,31.1,2.6,3758,47393.05,15,1,q1_q17_dr25_tce,4973,3.208,4.708,283.78003,40.818779,11.693
8301,5696518,0,0.96391996,132.3687769,,3.01,,,,,,1,q1_q17_dr24_tce,,,,288.92908,40.917622,14.002
8303,5908086,0,0.93705132,132.0238,0.773,4.808,51.5,6.09,5094,159426.96,17.3,1,q1_q17_dr25_tce,6691,3.088,7.781,299.64996,41.113209,11.674
8304,6307243,0,451.86579,254.8061,0.379,13.47,80,1.85,464,10.97,12,1,q1_q17_dr24_tce,9024,4.154,2.005,297.67926,41.613731,11.02
8305,6350522,0,491.52571,248.9249,0.4713,12.43,457.3,1.43,159,0.15,8.8,1,q1_q17_dr24_tce,4541,4.608,0.669,286.88757,41.75547,15.043
8306,6385302,0,411.54039644,185.353922,,17.33,,,,,,1,q1_q17_dr24_tce,,,,297.55707,41.78577,15.352
8308,6527050,0,0.87985197,131.7662713,,1.3,,,,,,1,q1_q17_dr24_tce,,,,293.2829,41.969261,15.867
8310,6628740,0,0.532854237,131.93754,0.618,3.231,50.9,1.21,3042,20292.47,27.9,1,q1_q17_dr25_tce,6266,4.067,1.613,297.58078,42.061459,13.644
8312,7031126,0,0.566802672,131.81511,0.128,3.545,31.7,1.08,2791,14458.31,14.3,1,q1_q17_dr25_tce,5102,3.787,1.961,290.98584,42.595551,13.945
8313,7031742,0,0.566785459,131.82998,0.588,2.893,63.8,0.84,2280,6410.46,16.5,1,q1_q17_dr25_tce,6063,4.476,1.012,291.19305,42.556541,15.329
8314,7032687,0,0.5668004,131.81997,0.593,3.813,93.2,0.88,2222,5739.87,18.3,1,q1_q17_dr25_tce,6215,4.543,0.872,291.49487,42.53331,15.77
8315,7116282,0,0.566798676,131.81422,0.01,2.777,59.9,0.68,2051,4160.07,12.8,1,q1_q17_dr25_tce,5490,4.436,0.887,291.3284,42.643028,15.591
8316,7133286,0,38.51077573,155.594831,0.467,38.8558,84633,18.68,352,3.64,3567.5,3,q1_q17_dr25_tce,4374,4.626,0.635,296.05859,42.669567,13.035
8317,7214090,0,0.577910513,131.79797,0.367,1.362,144.1,1.1,2081,4429.84,18.1,1,q1_q17_dr25_tce,5730,4.503,0.908,295.69482,42.756962,15.733
8318,7281694,0,0.566807725,131.7888,0.155,2.16,31.5,0.94,2524,9645.51,12.3,1,q1_q17_dr25_tce,5018,3.953,1.734,291.68167,42.809319,13.903
8319,7362450,0,0.566807422,131.81547,0.985,5.148,26.1,1.13,2680,12227.82,28.8,1,q1_q17_dr25_tce,5616,4.04,1.547,291.68283,42.932812,12.9
8320,8007262,0,1.345078434,132.04218,0.9526,10.19,3025,12.16,2324,6894.58,27.7,1,q1_q17_dr24_tce,6664,4.141,1.675,281.88489,43.860657,12.583
8327,8649876,0,10.4212788,140.6517,1.151,28.4832,148,36.9,1235,549.92,31,1,q1_q17_dr25_tce,6183,3.908,2.073,299.53748,44.71151,12.556
8329,8846809,0,0.778705577,131.64448,1.1716,6.445,54.5,59.33,4233,75864.33,104.9,1,q1_q17_dr24_tce,7846,3.743,3.066,300.63303,45.07666,10.152
8331,8572936,0,27.795762425,136.179877,0.483,15.5056,420330,81.48,655,43.51,1969.5,1,q1_q17_dr25_tce,5915,4.329,1.13,296.43582,44.64156,14.875
8332,5473556,0,11.258825027,134.7384085,0.805,8.9592,196280,87.18,1080,322.25,6395.7,1,q1_q17_dr25_tce,6217,4.052,1.464,298.15009,40.65617,13.545
8333,6504534,0,28.162612575,143.7174718,0.952,3.19576,37750,23.52,470,11.52,912.7,1,q1_q17_dr25_tce,4936,4.54,0.761,285.16711,41.967079,14.216
8334,5652983,0,9.0584662,133.2317,0.154,6.376,61.8,2.46,1310,695.41,17.9,2,q1_q17_dr24_tce,5198,3.614,3.207,299.67615,40.856491,12.193
8335,9092897,0,3.9169155,132.2130377,,2.11,,,,,,1,q1_q17_dr24_tce,,,,293.34308,45.444969,12.94
8336,9292130,0,362.747593,368.2357,0.3185,16.45,132.4,2.51,384,5.13,13,1,q1_q17_dr24_tce,6176,3.885,2.16,296.06937,45.703098,10.662
8337,9541144,0,0.536650344,131.7073,0.7718,2.878,25.8,1.57,3380,30860.16,7,1,q1_q17_dr24_tce,5490,3.681,2.825,297.28665,46.139839,13.921
8339,9236858,0,2.537081943,134.005172,0.451,4.80903,245320,67.96,1712,2032.57,2434.8,1,q1_q17_dr25_tce,6735,4.307,1.309,298.12146,45.651131,13.04
8340,9818732,0,45.035589512,132.633531,0.499,9.8341,404840,82.4,600,30.66,1763.5,1,q1_q17_dr25_tce,6484,4.386,1.153,285.47278,46.69873,14.529
8343,8676061,0,428.1186,243.23,0.1377,6.56,443.8,2.18,260,1.09,7.3,1,q1_q16_tce,6225,4.45,1.031,285.75574,44.85244,15.26
8344,10551346,0,1.42796645,132.604851,1.305,12.8653,6012.3,39.76,1637,1700.47,347.6,1,q1_q17_dr25_tce,6099,4.511,0.919,297.61914,47.767921,13.731
8345,9489348,0,3.34465934,134.7267,0.005,10.796,57.6,1.17,1559,1396.11,24.3,1,q1_q17_dr25_tce,5966,4.069,1.551,299.84818,46.068039,13.596
8347,11623629,0,117.761,175.5599,0.2505,3.454,53.9,0.62,337,3.06,7.1,2,q1_q16_tce,5564,4.522,0.85,297.48691,49.623451,11.195
8349,10659313,0,15.249335907,143.662829,1.077,3.82224,34565,45.92,875,138.77,635.5,1,q1_q17_dr25_tce,6385,4.316,1.189,289.22275,47.913891,13.593
8350,10122538,1,37.6333868,158.8156,0.338,4.49,1661.7,2.25,299,1.88,18.6,4,q1_q17_dr25_tce,3891,4.718,0.564,283.33606,47.174541,16.279
8352,8288719,0,0.755049082,132.1942347,1.225,2.09643,26068,30.47,1551,1372.84,683.7,1,q1_q17_dr25_tce,5242,4.64,0.622,287.35971,44.294991,13.276
8353,8302473,0,2.44200193,132.1295,0.124,3.146,128.6,0.95,1217,518.48,9.6,1,q1_q17_dr25_tce,5587,4.556,0.851,292.8685,44.23616,15.617
8354,8378656,0,3.62944008,134.701164,0.253,5.94104,130080,40.08,1351,787.91,5131.4,1,q1_q17_dr25_tce,6284,4.355,1.093,296.29739,44.333,12.789
8356,7282008,0,0.56679797,131.841,0.176,4.503,72.6,0.65,1799,2467.38,14,1,q1_q17_dr25_tce,5230,4.594,0.777,291.77713,42.845871,15.877
8357,7886329,0,0.567493852,131.9916219,1.275,1.35349,7984,65.47,3024,19665.18,1219.8,1,q1_q17_dr25_tce,6370,4.053,1.548,290.23407,43.66206,13.205
8358,8039925,0,20.2594232,141.4275,0.707,19.27,82.6,1.23,837,116.05,23.7,1,q1_q17_dr25_tce,6602,4.301,1.269,295.54422,43.878342,13.618
8359,4548011,0,4.32744048,132.7835,0.2789,4.539,22,0.58,1254,585.32,8,3,q1_q17_dr24_tce,5888,4.275,1.227,287.37125,39.603569,12.4
8362,6041511,0,0.97705114,132.1871,0.603,2.33,20.1,0.77,2501,9261.1,7.4,1,q1_q17_dr25_tce,6527,4.162,1.631,291.53125,41.389069,13.566
8363,6109688,0,14.086776961,140.287018,0.603,10.1279,106840,65.6,1197,485.09,1856.9,1,q1_q17_dr25_tce,7138,4.062,1.89,286.91357,41.48151,12.271
8364,6206751,0,1.245342215,132.220019,0.728,4.40308,234090,90.34,2341,7120.27,1178.5,1,q1_q17_dr25_tce,6967,4.25,1.476,292.40631,41.513039,12.142
8367,10341787,0,0.93373716,132.46828,0.793,5.015,144.9,1.14,1666,1811.1,16,1,q1_q17_dr25_tce,5390,4.479,0.852,292.72198,47.4548,15.926
8368,10407430,0,0.933759404,131.50294,0.712,3.491,114.9,0.99,1763,2289.8,18.9,1,q1_q17_dr25_tce,5766,4.514,0.866,292.93396,47.514751,15.619
8371,10965963,0,6.64024496,132.775862,0.756,6.03491,224330,74.4,1114,364.44,2941,1,q1_q17_dr25_tce,6085,4.293,1.215,286.61066,48.479729,13.881
8372,9246715,0,342.55315723,337.516722,0.797,73.8068,192890,830.99,738,70.22,8248.4,1,q1_q17_dr25_tce,4857,2.422,14.219,300.95135,45.604118,9.266
8373,9959093,0,19.1644498,141.3045,0.525,3.553,63.8,1.83,988,225.26,8.9,1,q1_q17_dr25_tce,5877,3.86,2.234,295.04248,46.863991,13.314
8374,3659940,0,0.89627093,131.668052,1.062,2.2033,66994,43.47,1733,2129.33,152.9,1,q1_q17_dr25_tce,5551,4.493,0.861,295.00464,38.775478,15.261
8375,5017058,0,1.161947482,132.2121368,0.815,4.46886,129900,68.69,2174,5300.4,2435.4,1,q1_q17_dr25_tce,6225,4.204,1.457,293.53088,40.15049,13.14
8376,7421876,0,4.50279037,134.1343,,6.72,,,,1017.15,,1,q1_q17_dr25_tce,,,,283.18817,43.01564,11.606
8379,8358008,0,10.064687893,135.251088,1.261,3.59854,10088,30.11,679,50.11,585.4,1,q1_q17_dr25_tce,5185,4.571,0.705,288.9664,44.35693,14.674
8380,6042663,0,30.971766472,151.5322506,0.763,8.31171,228680,51.72,523,17.73,3245.9,1,q1_q17_dr25_tce,5633,4.558,0.829,291.89954,41.305889,15.596
8381,10198109,0,17.918743061,146.3929572,0.252,4.36387,118360,56.94,942,186,4696.8,1,q1_q17_dr25_tce,5870,3.903,1.63,287.49353,47.224659,13.776
8382,6364195,0,5.2439542,132.6525,0.223,9.82,143.8,0.81,778,86.51,14.2,1,q1_q17_dr25_tce,4920,4.636,0.691,291.8703,41.768002,15.924
8383,10855545,0,37.537859,159.7364,0.058,6.513,269,1.77,583,27.38,8.2,1,q1_q17_dr25_tce,6095,4.429,1.082,289.21732,48.204311,15.769
8384,5737869,0,26.2402438,151.5242,0.36,3.024,174,1.16,583,27.36,7.9,1,q1_q17_dr25_tce,5649,4.45,0.875,299.55539,40.996132,14.68
8385,8364119,0,7.73591011,137.9876592,0.613,5.01919,315130,50.46,806,99.92,3786.7,1,q1_q17_dr25_tce,5623,4.596,0.763,291.27377,44.371239,12.408
8386,7668648,0,27.81892382,158.10282,0.606,8.3777,238220,50,610,32.75,156.8,1,q1_q17_dr25_tce,6126,4.513,0.915,286.27698,43.339142,15.325
8387,9357375,0,1.58826263,132.19139,0.021,2.655,78.9,0.47,862,130.67,8.5,1,q1_q17_dr25_tce,3931,4.717,0.544,297.23355,45.843262,15.455
8389,7700578,0,1.507100589,132.09322,0.336,5.8097,497660,131.16,2378,7555.78,711.8,1,q1_q17_dr25_tce,6919,4.099,1.748,297.26019,43.306358,14.15
8390,8757213,0,328.0485,301.5126,0.329,13.75,398,2.22,292,1.72,6.9,1,q1_q17_dr25_tce,6268,4.429,1.1,293.2709,44.919102,15.619
8391,9540675,0,3.55643514,133.5696,0.146,8.529,45.8,0.75,1297,669.38,13.4,1,q1_q17_dr25_tce,5831,4.289,1.109,297.16602,46.199188,13.874
8392,11560431,0,0.527673075,131.8234533,0.134,1.3693,26.1,0.42,1970,3535.35,2.3,3,q1_q17_dr25_tce,5367,4.514,0.828,292.56583,49.535721,9.694
8393,4352168,0,10.643743766,134.9422857,0.353,6.29783,436510,47.87,675,49.06,3167.9,1,q1_q17_dr25_tce,5282,4.578,0.694,287.71497,39.442711,14.343
8394,7009828,0,5.321224925,135.125071,1.003,7.48973,98872,40.62,958,199.25,1203.4,1,q1_q17_dr25_tce,5787,4.544,0.758,282.42773,42.593639,15.013
8395,8880003,0,1.72128752,132.5489,0.449,2.366,58.5,0.65,1415,944.49,7.7,2,q1_q17_dr25_tce,5813,4.561,0.833,289.77744,45.153191,15.178
8396,8423903,0,12.4964346,132.0358,1.17,84.32,271.7,55.34,1397,899.44,141.5,1,q1_q17_dr25_tce,6821,3.805,2.73,289.2308,44.412483,13.054
8397,8445775,0,13.254134073,136.3679147,1.051,4.34991,44980,58.51,990,227.51,2281,1,q1_q17_dr25_tce,6175,4.111,1.436,296.95325,44.46423,13.876
8398,8488876,0,5.801881299,136.9821453,0.81,4.21133,34470,62.9,2001,3784.87,3642,1,q1_q17_dr25_tce,7259,3.739,3.009,289.40515,44.51548,12.368
8399,8553907,0,42.032096076,133.581119,0.519,11.6768,391260,79.17,622,35.34,2164.4,1,q1_q17_dr25_tce,6618,4.393,1.117,289.47922,44.631371,12.694
8400,8604993,0,6.570421193,134.01948,0.939,4.4698,60118,33.99,946,189.25,712.6,1,q1_q17_dr25_tce,5812,4.484,0.908,282.23996,44.73114,15.299
8401,2856960,0,204.280255,164.7235,0.875,37.2,10579,8.99,236,0.73,35.1,2,q1_q17_dr25_tce,4907,4.582,0.727,292.38132,38.076649,15.615
8402,6285397,0,5.2438269,132.6874,0.228,8.235,128.6,0.76,743,72.18,11.3,1,q1_q17_dr25_tce,4634,4.597,0.689,291.92297,41.630718,15.914
8403,10601579,0,8.098754149,134.775324,1.467,5.62354,56616,123.02,1176,452.03,5402,1,q1_q17_dr25_tce,6328,4.16,1.45,292.49185,47.83535,11.587
8404,11763910,0,0.612888148,131.96372,0.534,2.822,43.1,0.93,2796,14401.76,15.9,1,q1_q17_dr25_tce,6720,4.276,1.368,292.29239,49.955441,13.725
8405,3098194,0,30.476518853,136.972882,0.6,10.2264,326630,71.42,592,28.96,1347.9,1,q1_q17_dr25_tce,5527,4.315,1.073,286.00308,38.285721,13.901
8406,4725292,0,1.15495063,132.34528,,2.31,,,,340.77,,2,q1_q17_dr25_tce,,,,283.70551,39.870491,14.785
8407,8807057,0,97.991569,134.675,0.711,4.665,126.8,1.41,467,11.21,9,1,q1_q17_dr25_tce,6499,4.378,1.169,286.55365,45.002338,13.65
8409,8953296,0,0.784294574,132.2265109,0.764,4.18831,212530,87.26,2651,11702.6,1751.1,1,q1_q17_dr25_tce,6576,4.171,1.455,291.93869,45.222198,13.901
8410,12004689,0,2.5212708,132.8596,0.3286,2.706,163.3,0.81,1003,238.81,7.8,1,q1_q17_dr24_tce,5110,4.674,0.637,286.43137,50.40144,15.894
8412,12217907,0,43.204596783,146.5978539,0.399,15.0402,202490,43.15,519,17.15,4750.2,1,q1_q17_dr25_tce,6003,4.507,0.932,296.27115,50.886292,14.291
8413,3437739,0,1.89134156,132.6518,0.739,5.891,68.4,0.99,1673,1856.23,10.3,1,q1_q17_dr25_tce,6387,4.41,1.105,289.79056,38.52906,15.343
8414,8906676,0,8.209514329,134.0632157,1.079,4.14104,141390,149.52,1371,834.79,6579.3,1,q1_q17_dr25_tce,6258,3.882,2.111,298.44855,45.104176,12.121
8415,9637299,0,1.882438182,132.7396834,0.395,3.50695,344200,74.77,1818,2589.75,2051.3,1,q1_q17_dr25_tce,6322,4.211,1.213,285.76071,46.367008,13.68
8416,8179747,0,17.946328114,136.9472719,0.774,8.15905,102990,66.65,845,120.63,3497.6,1,q1_q17_dr25_tce,5228,3.906,1.722,296.41702,44.04821,14.933
8417,8891684,1,374.878133,491.064,0.626,10.556,914.6,4.27,282,1.49,21.9,1,q1_q17_dr25_tce,5636,4.218,1.354,294.0434,45.139778,14.508
8418,6311637,0,1.620813697,132.727367,0.636,5.9968,121320,43.95,1733,2127.67,680.4,1,q1_q17_dr25_tce,5757,4.209,1.177,298.70334,41.633961,13.242
8420,6449291,0,5.7768734,133.6218,0.994,5.762,71,3.13,1399,905,10.1,1,q1_q17_dr25_tce,5473,3.796,2.162,293.87863,41.856449,13.712
8421,6591789,0,5.08840787,134.3553111,0.513,4.77204,386680,55.3,937,181.75,3095,1,q1_q17_dr25_tce,5618,4.583,0.791,287.04648,42.000519,15.353
8422,6606282,0,1.053573674,132.428012,1.308,1.70116,3063,299.87,4319,81969.77,445.3,1,q1_q17_dr25_tce,5838,3.038,7.385,291.87244,42.030499,12.97
8424,10649230,0,0.447820618,131.833123,0.317,0.4199,58.3,1.42,3141,23149.06,28.4,1,q1_q17_dr25_tce,5927,3.988,1.607,283.89807,47.933487,12.77
8426,10809677,0,3.521050679,134.218545,1.266,3.5323,4879.8,256.2,2434,8306.9,337.2,1,q1_q17_dr25_tce,5149,3.109,6.619,296.47855,48.14616,13.942
8428,4680745,0,1.463148937,132.34802,1.0653,11.04,168,15.82,2371,7470.01,66.6,1,q1_q17_dr24_tce,6525,3.993,1.805,297.77371,39.739441,11.614
8429,5177065,0,1.25383162,132.6237,0.2204,7.68,12.9,0.47,2109,4677.63,9.7,3,q1_q17_dr24_tce,6472,4.271,1.299,288.81137,40.361938,12.005
8430,8868686,0,4.44709107,133.9044,0.988,16.79,40.5,0.96,1228,537.35,22.6,1,q1_q17_dr25_tce,6137,4.357,1.076,284.41647,45.138889,13.51
8431,9837578,0,20.733748565,132.8465918,0.479,6.28773,417340,69.8,661,45.06,2236.7,1,q1_q17_dr25_tce,5620,4.363,0.974,294.49698,46.689758,15.726
8432,5024372,0,0.561524348,131.79593,0.4172,3.336,34.1,0.43,2050,4173.47,15.7,1,q1_q17_dr24_tce,5919,4.55,0.715,295.31177,40.19759,14.564
8433,5286786,0,9.948701373,138.55412,1.277,3.2922,2749.5,29.19,704,57.93,103.1,1,q1_q17_dr25_tce,5152,4.517,0.786,295.08017,40.4771,15.456
8434,9644683,0,0.585940879,131.705742,1.254,4.6979,1943.6,26.57,1873,2897.54,189.9,1,q1_q17_dr25_tce,5459,4.583,0.797,289.99408,46.304871,15.912
8435,5616489,0,410.88527,202.8127,100.196,24.1,2059.6,200346,774,84.63,21.5,1,q1_q17_dr24_tce,5015,2.34,18.489,290.72864,40.866501,12.962
8436,9953736,0,0.50818743,131.63064,0.779,3.433,54.9,1.26,3274,27312.92,29.1,1,q1_q17_dr25_tce,7141,4.243,1.56,292.85281,46.85136,13.313
8437,10156064,0,2.427967843,133.598772,0.954,4.7847,126980,108.33,2275,6328.22,472.8,1,q1_q17_dr25_tce,7652,4.104,1.921,296.99341,47.146648,10.367
8439,5871918,0,12.643303542,139.7603975,0.739,5.48853,236720,34.94,443,9.07,2907.6,1,q1_q17_dr25_tce,3977,4.697,0.562,290.34891,41.137829,15.701
8440,6781535,0,9.12208711,138.8352077,1.104,4.62417,58790,52.66,904,157.73,1599.1,1,q1_q17_dr25_tce,5857,4.396,1.039,293.07452,42.280258,13.666
8441,8749844,0,361.51099,249.7333,0.443,4.868,235.9,6.85,733,68.36,9.3,1,q1_q17_dr25_tce,9492,3.619,4.298,290.40793,44.96394,12.973
8442,6859813,0,10.88242209,132.6767451,0.788,5.51934,206810,63.14,894,150.98,4284.2,1,q1_q17_dr25_tce,6200,4.422,1.045,290.8067,42.343929,12.068
8443,7798259,0,1.734221252,132.833439,0.553,2.4577,289820,42.06,1114,363.79,542.2,1,q1_q17_dr25_tce,4765,4.584,0.702,280.34384,43.596142,15.726
8444,11409698,0,10.26782676,139.1769796,0.277,6.02685,247180,73.59,1136,393.02,5758.7,1,q1_q17_dr25_tce,6664,4.176,1.44,295.14685,49.28241,13.691
8446,8559796,0,0.619303759,131.5539456,1.013,6.6038,74.5,4.71,3232,25737.02,3.5,1,q1_q17_dr25_tce,7138,4.137,1.684,291.70581,44.618542,13.154
