"rowid","kepid","kepoi_name","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_steff","koi_slogg","koi_srad","predict","CONFIRMED","FALSE POSITIVE"
320,10482160,"K01170.01",7.34373964,137.29873999999998,0.185,1.1784000000000001,574.4,1.84,839,117.5,32.2,5757,4.597,0.762,"CONFIRMED",0.745948332368621,0.254051667631379
327,11180361,"K00971.01",0.533059312,171.2274419,1.2630000000000001,1.8621,1495.8000000000002,133.56,5862,277887.7,179.60000000000002,8523,3.559,4.051,"FALSE POSITIVE",1.4950635863764106E-6,0.9999985049364136
342,10287723,"K01174.01",129995.77840000001,393.59961999999996,0.7127,9.408000000000001,1474.9,2.99,25,0.0,35.7,4500,4.572,0.726,"FALSE POSITIVE",0.0,1.0
345,11013201,"K00972.01",13.118962443000001,261.53943399999997,0.042,4.3045,372.20000000000005,8.25,1768,2310.43,267.40000000000003,7221,3.488,4.24,"FALSE POSITIVE",0.30812251660232215,0.6918774833976779
348,9414417,"K00974.01",53.5057611,172.98304,0.46,10.5616,195.60000000000002,2.52,675,49.160000000000004,71.2,6247,4.016,1.762,"CONFIRMED",0.6204453555121756,0.3795546444878244
354,6131236,"K01051.01",6.79685353,138.11324,0.62,3.1702000000000004,393.1,2.0100000000000002,985,222.91,29.8,6061,4.486,0.97,"CONFIRMED",0.5115990503578434,0.4884009496421566
361,2307199,"K00151.01",13.4471791,132.830555,0.9630000000000001,3.0454000000000003,1428.2,5.24,848,122.34,105.30000000000001,6276,4.405,1.041,"FALSE POSITIVE",0.4782319463292618,0.5217680536707382
367,11192141,"K00977.01",1.3537718920000001,261.43662,1.203,7.0120000000000005,1349.1000000000001,430.99,4903,136609.48,76.7,4283,2.012,15.76,"FALSE POSITIVE",6.72807649926277E-7,0.9999993271923501
379,3109930,"K01112.01",37.8102649,158.35799,0.061000000000000006,8.733,570.3000000000001,2.33,566,24.27,35.2,6085,4.4510000000000005,0.973,"CONFIRMED",0.7520031602930495,0.24799683970695052
391,1161345,"K00984.01",4.2874666800000005,262.06245,0.374,1.5693000000000001,790.1,2.29,942,186.31,19.400000000000002,5296,4.5760000000000005,0.8150000000000001,"CONFIRMED",0.6770128860237763,0.32298711397622365
403,2853446,"K01118.01",7.37290344,137.60990999999999,0.993,2.172,205.20000000000002,2.67,1004,240.11,19.1,5973,4.371,1.07,"FALSE POSITIVE",0.4441129756982328,0.5558870243017672
405,3942446,"K01193.01",119.06248819999999,149.22223,0.9680000000000001,3.1188000000000002,5372.3,10.4,366,4.26,71.60000000000001,5697,4.392,0.92,"FALSE POSITIVE",0.351514627969585,0.648485372030415
416,6124941,"K01058.01",5.670155713000001,136.201739,1.2670000000000001,0.9361,536.7,5.8500000000000005,341,3.21,37.300000000000004,3337,5.126,0.183,"CONFIRMED",0.5590933644514634,0.4409066355485366
429,4061149,"K01201.01",2.757584622,133.05016999999998,0.093,0.9267000000000001,563.1,1.01,615,33.79,19.6,3683,4.84,0.424,"CONFIRMED",0.8472953731799159,0.15270462682008412
433,10743597,"K00989.03",16.15811112,143.00233,1.8572000000000002,6.049,2319.8,86.13,660,44.83,52.800000000000004,5619,4.5360000000000005,0.874,"FALSE POSITIVE",0.19842920401698116,0.8015707959830188
443,8218274,"K01064.01",1.187352427,133.465454,1.222,4.9990000000000006,20703.0,67.35,2251,6067.3,717.4000000000001,6424,4.186,1.489,"FALSE POSITIVE",0.005734521090512756,0.9942654789094872
453,3859628,"K01191.01",8.17242644,361.20157,0.926,3.902,864.3000000000001,3.29,858,127.95,37.0,5705,4.499,0.905,"CONFIRMED",0.5351332147165483,0.4648667852834517
454,3644071,"K01192.01",1295.3622149999999,176.10646,1.3935,28.297,8708.0,57.82,169,0.19,164.0,5609,4.346,1.048,"FALSE POSITIVE",8.692586650482781E-10,0.9999999991307413
456,1431122,"K00994.01",4.2989201,132.86186999999998,0.9720000000000001,2.7470000000000003,237.60000000000002,2.12,1046,283.62,20.0,5300,4.385,0.986,"FALSE POSITIVE",0.4439731416702053,0.5560268583297947
462,8260218,"K01066.01",5.714817603,355.00831,0.096,3.1412600000000004,12295.0,9.290000000000001,943,187.27,537.7,5695,4.526,0.842,"CONFIRMED",0.6212906001046402,0.3787093998953598
467,6359320,"K01127.03",2.83668931,353.81531,0.33,3.031,166.10000000000002,1.19,1242,562.48,12.100000000000001,5831,4.517,0.921,"CONFIRMED",0.5231664860888368,0.4768335139111633
477,3447722,"K01198.04",1.00861677,132.109479,,0.91,,,,,,,,,"FALSE POSITIVE",0.05685916883295905,0.943140831167041
484,12105051,"K00141.01",2.624234833,132.30498799999998,0.781,1.3874000000000002,2607.0,5.11,1164,434.31,361.1,5340,4.514,0.899,"FALSE POSITIVE",0.4051204317765287,0.5948795682234713
487,8240904,"K01070.03",92.77779000000001,367.6112,0.017400000000000002,6.640000000000001,359.0,1.92,410,6.7,5.2,5888,4.444,1.0190000000000001,"CONFIRMED",0.7630311119406663,0.23696888805933372
498,3756801,"K01206.01",422.91767799999997,448.49647999999996,0.7887000000000001,31.274,1367.7,5.89,292,1.73,61.7,5796,4.12,1.444,"FALSE POSITIVE",0.0022832766238193303,0.9977167233761807
508,10232123,"K01075.01",1.3437677970000002,133.275862,0.891,1.9405000000000001,4702.6,18.66,2654,11675.380000000001,269.8,6324,3.8000000000000003,2.312,"FALSE POSITIVE",0.01845356412370347,0.9815464358762965
512,8397675,"K01140.01",0.553261874,133.446605,1.246,0.8875000000000001,1038.1000000000001,97.36,3689,43709.08,202.20000000000002,5679,3.565,3.142,"FALSE POSITIVE",0.0012012855393358501,0.9987987144606641
536,8313667,"K01145.01",30.587215299999997,162.8842,0.013000000000000001,5.369800000000001,464.8,2.32,621,35.08,33.1,5944,4.38,1.082,"CONFIRMED",0.8247563082537659,0.1752436917462341
540,9595686,"K00944.01",3.108251172,170.244566,0.9,2.5048000000000004,1867.7,4.43,1096,340.69,156.5,5330,4.495,0.847,"FALSE POSITIVE",0.39853930700394125,0.6014606929960588
541,9605514,"K00945.01",25.847495799999997,188.874,0.054,5.985,537.4,2.4,672,48.230000000000004,27.3,6297,4.448,1.031,"CONFIRMED",0.773693012171957,0.226306987828043
542,9605514,"K00945.02",40.715561,146.36485,0.008,6.894,680.9000000000001,2.7,578,26.34,28.900000000000002,6297,4.448,1.031,"CONFIRMED",0.7649489069913605,0.23505109300863947
551,10141900,"K01082.01",6.50327035,135.26657,0.08,2.591,418.3,1.67,804,98.81,19.0,4999,4.49,0.843,"CONFIRMED",0.8186546222964716,0.18134537770352846
552,10141900,"K01082.02",4.09667624,133.09833,0.14200000000000002,2.1900000000000004,302.3,1.42,938,182.9,16.2,4999,4.49,0.843,"CONFIRMED",0.7578550456208345,0.24214495437916553
562,5297298,"K00130.01",34.193600311000004,155.2966351,0.625,5.41382,13715.0,21.95,778,86.74,1405.6000000000001,6129,3.991,1.786,"CONFIRMED",0.6012682769481987,0.3987317230518013
564,9772531,"K00950.01",31.201692472,183.40761369999998,0.001,2.1566300000000003,34514.0,8.31,286,1.59,607.4,3748,4.796,0.449,"FALSE POSITIVE",0.44940249895603634,0.5505975010439637
573,4649305,"K00143.01",22.65117451,140.337593,0.925,3.6895000000000002,2250.0,7.62,855,126.57000000000001,170.10000000000002,6968,4.3100000000000005,1.333,"FALSE POSITIVE",0.4285681894009735,0.5714318105990265
575,10118816,"K01085.01",7.71790675,139.15725,0.112,1.84,306.8,0.9,502,15.01,12.600000000000001,3975,4.753,0.509,"CONFIRMED",0.8794455257447159,0.12055447425528411
581,10295951,"K01154.01",6.810823723,136.04667,0.5700000000000001,7.985740000000001,14447.0,26.060000000000002,1626,1656.16,1441.9,7226,3.967,2.079,"FALSE POSITIVE",0.13711691340244703,0.862883086597553
597,3247268,"K01089.02",12.21828097,140.32109499999999,0.778,2.6969000000000003,1843.4,5.1000000000000005,835,114.59,90.10000000000001,5822,4.351,1.081,"CONFIRMED",0.5924226209691459,0.40757737903085406
603,10354039,"K01159.01",64.617518,166.14425,0.9,5.796,2486.6000000000004,5.4,383,5.09,61.900000000000006,5043,4.47,0.881,"CONFIRMED",0.5538027197127651,0.4461972802872349
613,2164169,"K01029.01",32.3122867,133.867,0.934,6.569000000000001,677.8000000000001,4.84,699,56.49,33.6,5821,4.108,1.494,"CONFIRMED",0.5698687781002953,0.43013122189970465
614,2574338,"K01030.01",9.22961384,138.43961,0.067,2.2350000000000003,492.1,2.79,1021,257.11,19.3,6320,4.347,1.252,"CONFIRMED",0.7098908548914574,0.2901091451085426
619,3329204,"K01095.01",51.59809554,203.97991399999998,0.251,2.0153000000000003,5869.200000000001,6.57,449,9.61,79.7,5681,4.551,0.859,"CONFIRMED",0.7282453789210868,0.27175462107891324
620,3230491,"K01096.01",1500.0,315.33083,0.9243,7.109000000000001,9592.0,9.8,139,0.09,62.5,5606,4.597,0.76,"FALSE POSITIVE",3.0299718289938937E-10,0.9999999996970028
630,1026957,"K00958.01",21.76129812,166.540438,0.12300000000000001,1.243,1300.7,2.5300000000000002,486,13.18,60.0,4859,4.612,0.72,"CONFIRMED",0.874803932730633,0.12519606726936708
631,10002261,"K00959.01",12.713794177,175.07256769999998,0.48500000000000004,2.4409300000000003,36719.0,2.31,181,0.26,2981.3,2661,5.283,0.116,"CONFIRMED",0.5150230890013656,0.4849769109986343
633,2162635,"K01032.01",1500.1406772,176.08226,0.9131,25.727000000000004,4129.900000000001,18.35,206,0.42,83.30000000000001,5009,3.755,2.283,"FALSE POSITIVE",2.478441896158756E-10,0.9999999997521558
646,10337517,"K01165.01",7.053934488,136.357253,0.899,1.7244000000000002,511.5,2.36,840,117.33,56.300000000000004,5357,4.498,0.863,"CONFIRMED",0.5651903842534094,0.43480961574659066
648,10351231,"K01166.01",7.6746614,133.22431,0.9390000000000001,1.9374000000000002,503.0,2.8000000000000003,957,198.67000000000002,20.8,6063,4.47,1.0010000000000001,"FALSE POSITIVE",0.43888931727971814,0.5611106827202819
662,7102227,"K01360.03",0.7640175530000001,132.2214,0.442,1.103,128.20000000000002,0.86,1589,1503.79,13.200000000000001,5142,4.602,0.755,"FALSE POSITIVE",0.25314932627526476,0.7468506737247352
664,6837146,"K01362.01",20.51360192,357.49424,0.7030000000000001,3.4769,1174.1000000000001,2.58,540,20.150000000000002,32.300000000000004,5310,4.6080000000000005,0.704,"CONFIRMED",0.7328166141130132,0.2671833858869868
666,11122894,"K01426.03",150.01895109999998,224.685714,1.252,4.382300000000001,4319.7,32.6,325,2.62,106.2,5618,4.46,0.897,"FALSE POSITIVE",0.19355886223558272,0.8064411377644173
669,11030711,"K01429.01",205.912735,252.74129,0.196,9.992,2378.8,4.68,298,1.85,49.400000000000006,5644,4.457,0.969,"FALSE POSITIVE",0.26044141622952177,0.7395585837704782
671,6607286,"K01239.01",0.7832761730000001,355.94865,0.041,1.6735000000000002,264.7,1.98,2149,5056.88,46.900000000000006,5640,4.247,1.233,"FALSE POSITIVE",0.2224065284127137,0.7775934715872863
672,6607286,"K01239.02",3.17405898,357.05776,0.42200000000000004,2.3156000000000003,282.2,2.09,1348,780.46,29.200000000000003,5640,4.247,1.233,"CONFIRMED",0.5553395543318447,0.4446604456681554
690,11075279,"K01431.01",345.15893539999996,318.30771899999996,0.87,7.5646,5087.900000000001,7.79,241,0.8,197.9,5597,4.515,0.931,"FALSE POSITIVE",0.01889978630799205,0.981100213692008
692,6607447,"K01242.01",99.6442783,283.236289,0.9660000000000001,5.1772,3215.6000000000004,8.48,415,6.98,163.20000000000002,6102,4.447,1.016,"FALSE POSITIVE",0.3903483946261025,0.6096516053738975
712,6441738,"K01246.01",19.03723442,148.55057,0.033,3.3882000000000003,401.3,5.74,1051,288.04,25.3,5248,3.523,2.892,"CONFIRMED",0.8510974087372348,0.14890259126276514
720,10713616,"K01311.01",83.5781976,202.45864999999998,0.544,7.2487,630.8000000000001,6.63,655,43.62,54.900000000000006,6056,3.7880000000000003,2.562,"CONFIRMED",0.5753818687908634,0.42461813120913666
736,8454250,"K01254.01",5.082722475000001,137.26075,0.019,5.913900000000001,1974.1000000000001,4.4,1059,296.94,95.5,5780,4.438,1.0,"CONFIRMED",0.631082506823278,0.36891749317672196
740,10928043,"K01315.01",6.84639884,133.76181,0.9,3.4919000000000002,149.70000000000002,1.9000000000000001,1132,387.84000000000003,36.300000000000004,6065,4.251,1.31,"FALSE POSITIVE",0.4048064015492018,0.5951935984507982
741,10794087,"K01316.01",7.64970832,138.33113,0.898,6.625000000000001,55.400000000000006,1.43,1144,404.99,28.5,5855,4.125,1.613,"FALSE POSITIVE",0.370063374166823,0.629936625833177
742,10794087,"K01316.02",12.37679312,143.3787176,,3.8500000000000005,,,,,,,,,"FALSE POSITIVE",0.03885774506066042,0.9611422549393396
745,7287415,"K01369.01",3.0161820130000003,133.88395,0.732,2.8349,222.5,2.25,1449,1044.49,31.900000000000002,5611,4.144,1.4000000000000001,"FALSE POSITIVE",0.34759988064296365,0.6524001193570363
752,11599038,"K01437.01",7.01733571,133.90591999999998,0.5810000000000001,3.567,255.5,1.61,984,221.46,15.5,6052,4.456,0.967,"CONFIRMED",0.535417720671445,0.46458227932855495
759,8630788,"K01258.03",148.272013,138.00557,0.883,4.192,1707.4,4.3,321,2.5100000000000002,21.8,5717,4.538,0.884,"FALSE POSITIVE",0.27457565724449773,0.7254243427555023
766,6766634,"K01375.01",321.21243649999997,206.930556,0.873,4.0120000000000005,2358.6,7.25,310,2.17,81.7,6018,4.257,1.286,"FALSE POSITIVE",0.04353366834501138,0.9564663316549886
780,8678594,"K01261.02",15.19423359,142.73422,0.906,3.1060000000000003,367.8,3.69,893,150.25,18.1,5588,4.047,1.593,"CONFIRMED",0.6203453948867423,0.3796546051132577
803,8813698,"K01268.01",268.9410974,360.070904,0.765,5.4434000000000005,9010.2,13.57,321,2.52,120.4,5798,4.224,1.306,"FALSE POSITIVE",0.07205481816743042,0.9279451818325696
807,4274548,"K01331.01",6.800820320000001,359.17999,0.597,1.9883000000000002,699.9000000000001,1.8800000000000001,697,55.83,25.5,4805,4.633,0.6880000000000001,"CONFIRMED",0.7531951558165608,0.2468048441834392
816,11336883,"K01445.02",54.325573999999996,142.236,0.154,9.860000000000001,44.2,0.76,545,20.85,7.7,6343,4.4110000000000005,1.137,"CONFIRMED",0.66089387076144,0.33910612923856004
817,11336883,"K01445.03",20.01959599,150.8362184,,7.000000000000001,,,,,,,,,"FALSE POSITIVE",0.027318236896288428,0.9726817631037116
821,9705459,"K01448.01",2.4865861700000003,134.110364,0.079,2.7189,42122.0,24.39,1461,1077.69,91.60000000000001,5892,4.3500000000000005,1.198,"FALSE POSITIVE",0.025283668634469847,0.9747163313655302
825,8631160,"K01271.01",162.0479502,278.88057299999997,0.663,9.897400000000001,4840.5,11.52,437,8.65,370.20000000000005,6309,4.16,1.567,"FALSE POSITIVE",0.2510986631419132,0.7489013368580868
838,9202151,"K01393.01",1.694740233,355.35754299999996,0.671,1.6864000000000001,1446.8000000000002,2.12,797,95.14,92.30000000000001,3764,4.739,0.527,"CONFIRMED",0.6844294974260492,0.3155705025739508
846,8804283,"K01276.01",22.79020351,138.68515,0.036000000000000004,5.0394000000000005,617.9000000000001,2.57,634,38.27,47.7,5478,4.354,1.053,"CONFIRMED",0.84876065036512,0.15123934963487998
847,8804283,"K01276.02",13.26079792,139.09879999999998,0.22,3.9120000000000004,199.4,1.47,760,78.79,17.6,5478,4.354,1.053,"CONFIRMED",0.8000930902230686,0.19990690977693137
853,4077526,"K01336.04",4.45814897,134.39742999999999,0.754,2.8670000000000004,188.10000000000002,1.61,1212,511.6,14.3,6100,4.376,1.083,"FALSE POSITIVE",0.38095415780172026,0.6190458421982797
855,8935810,"K01395.01",6.230334999999999,181.29566,0.808,1.6493000000000002,1449.2,3.7,875,138.33,31.6,5477,4.557,0.865,"CONFIRMED",0.529633345616559,0.470366654383441
859,9427402,"K01397.01",6.247030799,356.90972,0.039,1.4848000000000001,1496.6000000000001,1.8900000000000001,512,16.23,44.800000000000004,3821,4.764,0.487,"CONFIRMED",0.9083787974044162,0.09162120259558383
861,3962440,"K01208.01",700.00298217,249.44205,0.14300000000000002,7.652500000000001,3245.9,6.43,238,0.76,60.300000000000004,6487,4.397,1.118,"FALSE POSITIVE",2.5621075539694615E-4,0.999743789244603
862,3534076,"K01209.01",272.08683529999996,378.13721,0.3629,2.7145,5572.0,5.95,251,0.93,21.5,5587,4.548,0.791,"FALSE POSITIVE",0.13943095142883077,0.8605690485711692
874,4466677,"K01338.02",42.0370662,178.25006,0.672,6.282000000000001,266.8,1.6600000000000001,527,18.16,14.700000000000001,5823,4.4270000000000005,0.96,"CONFIRMED",0.6484845978266396,0.3515154021733604
875,4466677,"K01338.03",21.0112068,132.6336,0.8530000000000001,4.507000000000001,163.60000000000002,1.4000000000000001,663,45.79,10.200000000000001,5823,4.4270000000000005,0.96,"CONFIRMED",0.6023024828785993,0.39769751712140067
877,9269281,"K01398.01",5.82348911,354.99602,0.877,2.2441,888.7,3.0,955,196.33,38.1,5774,4.526,0.864,"CONFIRMED",0.5172305733600981,0.48276942663990186
878,9100484,"K01399.01",8.75059775,358.24233,0.33,2.8288,881.9000000000001,2.27,682,51.0,28.3,4942,4.599,0.779,"CONFIRMED",0.807258797889838,0.192741202110162
892,8742590,"K01281.01",49.4781446,141.82465,0.048,2.4930000000000003,496.6,1.8800000000000001,462,10.73,20.400000000000002,5776,4.554,0.849,"CONFIRMED",0.8275995739589328,0.17240042604106715
904,9150827,"K01408.01",14.53410833,145.42642999999998,0.766,3.3094,510.6,1.36,420,7.34,32.5,3957,4.6930000000000005,0.553,"CONFIRMED",0.7643049602234679,0.235695039776532
940,6631721,"K00160.01",13.73808249,134.43787,0.9570000000000001,3.354,660.7,3.84,912,163.52,68.4,6375,4.292,1.178,"FALSE POSITIVE",0.48662952440354335,0.5133704755964567
962,10971674,"K01296.01",2.3808626320000004,135.32521169999998,0.664,4.204160000000001,32634.0,21.650000000000002,1480,1133.0,2590.6000000000004,5821,4.297,1.129,"FALSE POSITIVE",0.10751121148316511,0.8924887885168349
965,7363829,"K01356.01",384.02570682,335.816169,,14.56,,,,,,,,,"FALSE POSITIVE",7.283299153892919E-5,0.9999271670084611
966,6719086,"K01357.01",3.014330766,357.37948,0.01,2.4747000000000003,975.3000000000001,2.87,1124,377.79,57.300000000000004,5209,4.446,0.9530000000000001,"CONFIRMED",0.7465009920140708,0.2534990079859292
967,7376983,"K01358.01",5.644914154,356.73699,0.445,2.2599,1397.9,2.66,744,72.38,63.900000000000006,4769,4.622,0.714,"CONFIRMED",0.764642664798816,0.23535733520118396
970,11026304,"K01420.01",13.35151248,363.08674199999996,0.5730000000000001,3.6045000000000003,3308.8,4.44,585,27.77,107.9,4843,4.562,0.754,"CONFIRMED",0.7639328790651512,0.23606712093484888
971,11342550,"K01421.01",1693.6636225,524.27995,0.5283,22.604000000000003,9515.300000000001,10.23,157,0.14,122.80000000000001,5923,4.445,1.0210000000000001,"FALSE POSITIVE",1.1864287330354273E-11,0.9999999999881357
984,7376983,"K01358.02",8.74292005,358.59286,0.025,2.6277000000000004,779.5,1.92,643,40.33,30.700000000000003,4769,4.622,0.714,"CONFIRMED",0.8804212428952277,0.11957875710477227
985,7376983,"K01358.03",3.64830183,355.39128,0.063,1.9985000000000002,371.70000000000005,1.33,860,129.44,19.900000000000002,4769,4.622,0.714,"CONFIRMED",0.8210426334903275,0.17895736650967253
986,7376983,"K01358.04",2.345863002,354.11185,0.035,1.6795000000000002,316.70000000000005,1.23,997,233.38,19.6,4769,4.622,0.714,"CONFIRMED",0.7773814785335909,0.22261852146640917
987,6946199,"K01359.01",37.1011418,370.4803,0.41000000000000003,5.5556,1357.5,3.19,532,18.95,55.2,5986,4.527,0.85,"CONFIRMED",0.7449539695295044,0.2550460304704956
988,6946199,"K01359.02",104.8205868,374.83153999999996,0.918,4.4794,3920.1000000000004,6.45,376,4.74,76.60000000000001,5986,4.527,0.85,"FALSE POSITIVE",0.4056408088680097,0.5943591911319903
1003,10867062,"K01303.01",34.296636299999996,143.66728,0.7110000000000001,19.718,696.6,3.29,584,27.6,66.7,5490,4.263,1.167,"FALSE POSITIVE",0.42328134277398033,0.5767186572260197
1005,4860678,"K01602.01",9.97716876,137.2361,0.002,5.908,252.9,2.5300000000000002,1028,263.89,21.8,5557,4.037,1.616,"CONFIRMED",0.7833397521607214,0.2166602478392786
1010,9836959,"K01715.01",105.0145774,228.94455,0.9540000000000001,7.426000000000001,296.0,2.29,406,6.44,33.9,5868,4.363,1.042,"FALSE POSITIVE",0.4125862134781596,0.5874137865218404
1015,9823487,"K01489.01",16.00460392,140.47981,0.49000000000000005,3.9475000000000002,831.9000000000001,2.24,583,27.41,34.300000000000004,5180,4.597,0.769,"CONFIRMED",0.7315152518903945,0.26848474810960554
1029,10015937,"K01720.01",59.6585348,168.08764,0.9560000000000001,5.514,1043.8,3.59,393,5.66,21.200000000000003,5243,4.547,0.8310000000000001,"CONFIRMED",0.5330790961994136,0.46692090380058643
1035,11821363,"K01494.01",8.19596647,136.68735999999998,0.252,2.8240000000000003,792.8000000000001,2.04,672,48.2,20.200000000000003,4723,4.557,0.747,"CONFIRMED",0.8120505872958731,0.1879494127041269
1054,11820830,"K01728.01",12.7319385,138.73144,1.278,4.4157,11449.0,70.11,1145,405.75,69.9,7238,4.221,1.568,"FALSE POSITIVE",0.09346811248150766,0.9065318875184923
