kepid,kepoi_name,P (Exoplanet) – Logistic Regression,P (Exoplanet) – Random Forest,P (Exoplanet) – Gradient Boosting Machine
10663738,K04698.01,0.5942609635,0.2680099311,0.1723616508
7891294,K04699.01,0.1928723705,0.2857530564,0.0651321887
9413156,K04700.01,0.6434275312,0.5055841706,0.1395547734
5431027,K04558.01,0.7708488945,0.8171433221,0.7476484394
6070337,K04632.01,0.5414052265,0.1219705808,0.0048800027
5954001,K04633.01,0.629719748,0.8859496883,0.992036684
8196226,K04634.01,0.5381534928,0.4591168827,0.0096188718
9002538,K03196.01,0.6304561913,0.7862579886,0.9036761285
5642688,K04705.01,0.3804185948,0.3555978497,0.0868664442
5552562,K04495.01,0.668868596,0.6789877787,0.9527670304
6186182,K04496.01,0.6842986233,0.4127121374,0.113127108
4073017,K07681.01,0.7320512188,0.1741906487,0.0212404108
10585749,K04563.01,0.5556958668,0.4478680474,0.9088794894
9579208,K03165.01,0.3790818597,0.4735963524,0.9573632529
9773270,K04636.01,0.2716358245,0.3203617124,0.0388254793
9457728,K04637.01,0.2218019363,0.29333509,0.2158695482
2303903,K04709.01,0.6893345315,0.5914878217,0.701029657
9278216,K04710.01,0.5279614633,0.3988555391,0.0606343293
8355131,K04711.01,0.6179143294,0.2830597417,0.0717740462
12645057,K04497.01,0.7487647657,0.4625196721,0.5615696889
4844367,K04498.01,0.442168741,0.1460583137,0.114002595
10937749,K04499.01,0.5533420872,0.5076464153,0.5429027446
8332521,K04567.01,0.3746680904,0.1293453418,0.0056299221
4060229,K04570.01,0.661220193,0.7973160261,0.8893987141
4735826,K03184.01,0.5593670177,0.7295987361,0.9132025594
8443527,K03197.01,0.781197328,0.2149329521,0.0134858694
8395860,K04724.01,0.7906031193,0.5486909628,0.099754056
7778621,K04725.01,0.5961205875,0.5779533679,0.995360357
9100953,K04500.02,0.6891014757,0.6224541461,0.7498355092
10907132,K04503.01,0.6378442074,0.6043679003,0.9410376157
6520753,K04504.01,0.7133292523,0.43412349,0.0079416816
9893468,K04575.01,0.1500521392,0.2654751845,0.1737032575
11655826,K04643.01,0.7106420496,0.4085298325,0.0324708663
1721157,K04644.01,0.590819477,0.3955086548,0.1590985962
9947653,K04647.01,0.7039786839,0.4225978294,0.3910745825
9002538,K03196.02,0.4987290805,0.6200202283,0.4654126714
5253802,K04713.01,0.4482211125,0.5737259505,0.6505565478
12554634,K04714.01,0.4794843413,0.2713300682,0.0382269986
6264750,K04715.01,0.6262059912,0.5284021732,0.0697744131
11290515,K04716.01,0.7026106039,0.5534221538,0.4600653759
6520753,K04504.02,0.7864985518,0.3859684925,0.0463084667
8493354,K04505.01,0.776889138,0.8134923174,0.9790145405
4545570,K04506.01,0.709332495,0.4291485263,0.2151781608
5457326,K04508.01,0.5628955696,0.5278396377,0.8783613287
10610039,K04577.01,0.4796502296,0.2479513382,0.0150755237
8628761,K04580.01,0.3280076655,0.1285385348,0.0017996573
4750669,K04649.01,0.6339745593,0.5163921903,0.6559633323
9824928,K04650.01,0.6329917443,0.0972079463,0.0001398411
6717252,K04651.01,0.3854935064,0.3817136824,0.4949586934
11350118,K04509.01,0.8848307006,0.5730286589,0.5372513503
2572029,K04581.01,0.6533437613,0.3603398089,0.0035266578
7905106,K04582.01,0.4275144559,0.3115656611,0.002508219
9007151,K04583.01,0.113904835,0.010646253,0.000090941
4450844,K03168.01,0.6009964918,0.6198469577,0.9442962815
11181260,K04653.01,0.707267275,0.5510337801,0.5547814965
2558163,K04655.01,0.6173010923,0.2357031159,0.0146820688
8107611,K04656.01,0.159232208,0.1910367602,0.0143557205
8752940,K04730.01,0.8465992002,0.5005746792,0.3864383446
4384909,K07693.01,0.7226543656,0.4681057896,0.0165078519
11506654,K04586.01,0.8287829524,0.7136285853,0.9294196858
5687700,K04587.01,0.6701427746,0.1976844483,0.1189383619
8806985,K04588.01,0.5742721814,0.3137475959,0.0351670337
6527078,K04657.01,0.7363991058,0.5584334569,0.825368939
2857607,K04659.01,0.5292858088,0.5344719619,0.8809465332
5962262,K04661.01,0.8450270089,0.4611920597,0.4764893515
10120548,K04451.01,0.6337145111,0.2559638288,0.0595894061
4474462,K04452.01,0.6641622853,0.9252455484,0.9823348634
4141593,K07685.02,0.5222125232,0.3720177299,0.1444379289
10003058,K04519.01,0.5446380265,0.1428137931,0.0688054303
9031703,K04520.01,0.5535286805,0.58803556,0.5372707394
12204137,K04590.01,0.8402382869,0.5971041279,0.1167502853
5389956,K04591.01,0.3241509617,0.0143106759,0.0002550442
10662202,K00750.02,0.632146081,0.4427128647,0.2561622423
3934657,K07676.01,0.4271865349,0.1872454013,0.0009113573
7515336,K04663.01,0.7268013615,0.4599306483,0.1043249942
3557560,K04456.01,0.518122794,0.6706777936,0.9013948423
12109267,K04457.01,0.4490311005,0.4924943518,0.6219483947
8700895,K04523.01,0.7245266573,0.4329289409,0.1419586108
5003670,K04524.01,0.4771676675,0.7063464125,0.5826138589
5003670,K04524.02,0.5204797555,0.4281665755,0.133367198
12265786,K04595.01,0.2518671135,0.1673971766,0.0070358802
10873178,K04597.01,0.5164725126,0.1466770584,0.0001146484
11337012,K04666.01,0.5630395106,0.4808689025,0.2647121654
8359569,K04667.01,0.4461659763,0.1663501989,0.0952737561
9837828,K04670.01,0.2461296067,0.1333766234,0.6652959764
8652577,K04458.01,0.0358570259,0.0178468564,0.0004234336
9947389,K04460.01,0.1071542838,0.1716976033,0.665461669
3765917,K04526.01,0.8192939282,0.9402578813,0.9880140506
7833305,K04528.01,0.5102003161,0.1978599386,0.5594711461
12647577,K04530.01,0.7640886746,0.5004879001,0.7625163333
11153476,K04601.01,0.7097856248,0.332673123,0.2330698527
6144039,K04602.01,0.3374318493,0.5037079512,0.5227596018
5985713,K03190.01,0.5550770001,0.7824353877,0.9654456549
6839010,K04674.01,0.4130515348,0.4587676586,0.2286962171
9775385,K04462.01,0.567491331,0.2454771282,0.0006676071
6197344,K04463.01,0.3806100685,0.1724680416,0.4095180096
11357664,K04464.01,0.8512197718,0.6310526298,0.1005039484
7272132,K04466.01,0.2238604802,0.3133446486,0.0412554091
8430053,K04603.01,0.7436075515,0.1821766043,0.0047390744
12458605,K04605.01,0.4367922325,0.3225174953,0.0036546104
4953173,K04676.01,0.5511451425,0.3876809116,0.0083599862
5352640,K04467.01,0.5320007181,0.6007194721,0.8965662754
3547760,K04535.01,0.8186717024,0.1821296725,0.0215788484
4048898,K07678.01,0.8027828473,0.271080188,0.0057811426
4587135,K04680.01,0.7387732838,0.467756393,0.7588380326
5511659,K04541.01,0.6447229564,0.8624731016,0.9825871153
10220837,K04613.01,0.4702443388,0.2838238464,0.5701507491
7583650,K04614.01,0.3218315022,0.3380322257,0.0586074594
3867794,K04685.01,0.0642662768,0.04705543,0.0086004549
5819801,K04686.01,0.5690993196,0.4214183801,0.7658613498
6276791,K04477.01,0.6229140382,0.6150133786,0.9376553544
6276791,K04477.02,0.7987383422,0.593334646,0.5297757157
8636600,K04478.01,0.8427918842,0.6420730578,0.9744006316
5033823,K04546.01,0.0023736472,0.0116708011,8.09558641376995E-05
3223433,K04548.01,0.5143633158,0.3718089737,0.4718663126
8803757,K04904.01,0.6830283515,0.4582765095,0.1317928939
9479306,K04906.01,0.6424845389,0.2997587153,0.0052550051
5437762,K04907.01,0.4383235766,0.2145313649,0.0002156659
4996057,K07712.01,0.5426127853,0.2367548188,0.0290670363
8349399,K04763.01,0.5334758193,0.6980312403,0.8035719819
6043562,K04764.01,0.8384646513,0.3920573209,0.0213433933
4919550,K04766.01,0.7359068849,0.6874661599,0.9571924644
5645170,K04837.01,0.7194164335,0.1947726834,0.0030775945
8216763,K04838.01,0.648563263,0.243300697,0.0090291194
9110610,K04839.01,0.7553549842,0.2716292532,0.0498396412
5208962,K04912.01,0.0757916332,0.0451766256,0.0002972782
8301878,K03301.01,0.7235975736,0.3887611496,0.1106755653
10221505,K04768.01,0.7447607695,0.5829826555,0.0608194054
11658036,K04771.01,0.5495235606,0.1811159951,0.0068121352
8397947,K04772.01,0.5216227544,0.6424800602,0.8405781938
6665860,K04840.01,0.732368401,0.815890875,0.9139129327
7983117,K03214.01,0.4079195171,0.7366248489,0.9934556252
5769810,K04913.01,0.429029004,0.0854731823,0.0004703752
12071754,K04914.01,0.4249724926,0.657194272,0.3626554088
10384298,K03224.01,0.5011513602,0.2759604409,0.0049826169
3109550,K03225.01,0.7390850075,0.3619052171,0.0474202467
6131130,K03307.01,0.8087483848,0.5780305375,0.2724605834
8397947,K04772.02,0.6668485548,0.1837296408,0.0006461398
7906892,K04773.01,0.427737508,0.6550434973,0.4048071671
4277304,K04774.01,0.7208225216,0.575193129,0.7844590974
8626325,K04775.01,0.4967630843,0.3873471265,0.2932118692
3098605,K04844.01,0.1748729224,0.0563238456,0.0010429375
9005321,K04848.01,0.0325718864,0.0298866506,0.000103526
9569711,K03232.01,0.6427205624,0.526774948,0.942097941
5563300,K03309.01,0.8011742184,0.7412624092,0.9819468604
12253769,K03310.01,0.6038416944,0.8468480194,0.985556707
8054719,K04776.01,0.4838760469,0.3945691535,0.0120698549
6592335,K04777.01,0.555947518,0.2974792628,0.5989668225
5651829,K04778.01,0.0110840273,0.0071402778,0.0001473209
4762283,K07706.01,0.8539789345,0.27649582,0.0038338352
2976017,K04849.01,0.619291414,0.2335021609,0.0454964795
6786224,K04850.01,0.5820409284,0.3640303381,0.0202979284
11072016,K04852.01,0.3842279055,0.2472731934,0.0113660175
3245969,K01101.02,0.727341808,0.5710558111,0.7982712851
7902003,K03236.01,0.5872373326,0.2161950163,0.00032192
11905409,K03312.01,0.7070336586,0.4953445937,0.4251624716
9571186,K03313.01,0.5798310621,0.0940193866,0.0576227609
5612697,K03206.01,0.7647919914,0.5299441751,0.1919047425
8973285,K04782.01,0.6934062326,0.3549510236,0.0117239459
3758922,K04853.01,0.7962507434,0.3234197987,0.1497719685
8360041,K04854.01,0.4776546376,0.3531973175,0.3064766975
9782748,K04856.01,0.490473369,0.7476249355,0.8606183114
2860656,K04857.01,0.5001895049,0.2419886775,0.0067788411
7094944,K04859.01,0.7642054442,0.3360621515,0.1050920797
6425597,K04861.01,0.808765236,0.3819351641,0.046898123
10917433,K03248.01,0.5788735392,0.5283849678,0.7174977256
5091479,K07715.01,0.5003545385,0.2362041286,0.0011555047
8331612,K03318.01,0.475853752,0.5121442667,0.3846082866
8874090,K01404.02,0.8939146697,0.6644547853,0.4926547322
8331612,K03318.02,0.5556845708,0.4004482297,0.0042566926
5965819,K03319.01,0.6759889839,0.9766649024,0.9990866193
8328916,K04790.01,0.5844037385,0.5196660107,0.2236416316
10155029,K03208.01,0.505776851,0.403856306,0.9687077779
11618569,K04792.01,0.5588713026,0.2311473511,0.0101787576
11973517,K04862.01,0.6054274546,0.2300031369,0.0057558249
7345248,K04864.01,0.5674227229,0.6673683198,0.1656459165
5193659,K03323.01,0.7264184381,0.9009913481,0.9457767581
6220312,K04793.01,0.462550449,0.1655610468,0.0001813008
6358937,K04794.01,0.8253574825,0.4380175905,0.0295276862
7771181,K04797.01,0.8097363811,0.2318062201,0.0078303842
4366323,K03258.01,0.817504855,0.4928849419,0.0852092885
2853029,K03259.01,0.8128521428,0.4817969027,0.2572154399
6955671,K03329.01,0.4576842549,0.6310165748,0.9370932039
5097856,K07716.01,0.0027005347,0.0717446588,0.000004617
8278073,K04799.01,0.771732986,0.6340040918,0.8237549368
10810859,K04801.01,0.5036320232,0.3119334551,0.0677870479
7017274,K03209.01,0.5688878176,0.6513427732,0.9946063433
6767227,K04871.01,0.4260490481,0.2546587024,0.0056683049
2986833,K04875.01,0.714609745,0.2057209549,0.0158466065
11853130,K03263.01,0.2334976886,0.3548818214,0.7738465386
9345933,K03264.01,0.6711108516,0.5320948253,0.8003651757
9021075,K04733.01,0.8098720832,0.6126461294,0.9749590421
11338056,K04735.01,0.6949726034,0.256415663,0.3379835622
10676750,K04804.01,0.6627940551,0.2515448923,0.0006062665
9822284,K04807.01,0.2013369832,0.1166319463,7.42958630967072E-05
9581589,K04877.01,0.3278952939,0.3043902663,0.0106751562
11804437,K04878.01,0.0086994642,0.0431882546,0.0001319471
8280511,K01151.04,0.7722652252,0.7036838516,0.8764891331
8620402,K03267.01,0.5336594647,0.6613323167,0.8763548898
8379021,K03268.01,0.4917661876,0.0628798108,0.0098083139
4813793,K07708.01,0.6622566985,0.184478545,0.0001140717
7266212,K04737.01,0.633701598,0.2280083362,0.5248668633
9419020,K04808.01,0.7572778801,0.5267976089,0.6749132864
4270799,K04810.01,0.3561527154,0.3979626297,0.1151413417
8811490,K04811.01,0.5519858189,0.9181846185,0.9965751971
8094120,K04881.01,0.5035394397,0.2975429945,0.5058705885
9935642,K04885.01,0.5648462031,0.3649302348,0.4908968449
7285757,K03271.01,0.6580197103,0.6057890696,0.6660622819
7285757,K03271.02,0.7877515022,0.3501566612,0.0318302087
4262040,K03202.01,0.6971327943,0.2376833334,0.2044379483
6468904,K04743.01,0.4755413772,0.0901897954,0.000432597
5709906,K04744.01,0.5327748801,0.137417827,0.0001528943
4840672,K04813.01,0.8517458488,0.1963487666,0.0017729615
7287677,K04815.01,0.6006917164,0.330716539,0.051733291
7692248,K04886.01,0.466984331,0.0904004011,0.0002806501
6691169,K04890.01,0.3211933724,0.1771395161,0.0033593224
8280511,K01151.05,0.7869708331,0.6185139466,0.7064010885
11513486,K04748.01,0.6570924134,0.4328558543,0.770351319
6520519,K04749.01,0.4871146571,0.1823113534,0.0253045656
9459162,K04818.01,0.2416189335,0.2391176594,0.0022815078
9969287,K04820.01,0.7402901977,0.4224751969,0.025027362
10747501,K04891.01,0.5555908229,0.55490792,0.7000206005
10586744,K04892.01,0.7895199955,0.5897170122,0.3641274122
11970050,K04893.01,0.6910065579,0.3011476166,0.0129554866
3544640,K03279.01,0.8126576222,0.8404365543,0.9570653303
5308296,K04750.01,0.7640085487,0.4122409186,0.1471207756
3122872,K03203.01,0.6307542762,0.4530559007,0.9573268879
9702945,K04822.01,0.2433121727,0.2934398525,0.0023251882
11401253,K04823.01,0.5136038464,0.1167702034,7.15704845852816E-05
10549902,K04826.01,0.1892567312,0.1593109428,0.1477490618
12416597,K04895.01,0.8346051544,0.414032972,0.321651013
11135694,K04896.01,0.6744189815,0.2389745466,0.0136213901
10065053,K04898.01,0.0168812707,0.0107924866,1.13414653769572E-05
10291589,K04754.01,0.6077493226,0.4071160732,0.3484655427
5695615,K04756.01,0.2103973235,0.0901222222,4.87014756170856E-05
5651846,K04827.01,0.8379619601,0.5858258498,0.9044665566
12401132,K04829.01,0.7525928593,0.4091387015,0.1071000124
6424561,K04900.01,0.6717451268,0.2606627449,0.0163608661
10000162,K04902.01,0.0230568221,0.0308818285,0.0026131107
7949593,K04759.01,0.5872274475,0.4828925489,0.3878894794
7098255,K04762.01,0.8480091862,0.6115434899,0.6946628887
11456279,K03204.01,0.0026225734,0.0180666667,0.0057265866
4670361,K07700.01,0.0002155138,0.2079703574,0.095441259
10584140,K04833.01,0.5315385695,0.6674285488,0.3035244903
8233326,K04834.01,0.341160084,0.2151770411,0.017137296
4940203,K07711.01,0.0709976173,0.0267182904,0.0016140583
6368175,K03503.01,0.5744725709,0.2508281483,0.0003870584
6268648,K01613.02,0.60242748,0.3387091335,0.7122796347
10935993,K03367.01,0.771941936,0.2596099436,0.0160357939
5257082,K03368.01,0.6552022807,0.4677868682,0.37797484
8628665,K03434.01,0.6970209082,0.4422201467,0.6157398641
5881307,K07746.01,0.0105337575,9.36783514916897E-05,8.26063880683403E-05
4645174,K03437.02,0.5969595769,0.7561257985,0.4227332624
6124137,K07764.01,0.0896169173,0.1141702703,0.00311109
11657614,K03370.01,0.8035071492,0.2750697304,0.0030246508
5687986,K07735.01,0.0299799367,0.006,0.0001080749
11125797,K03371.01,0.824393855,0.6318491834,0.7265713412
9785921,K03372.01,0.6710480151,0.771252868,0.9632314042
3757590,K03520.01,1.84385839929746E-12,0.018,0.0002740581
6543893,K01627.03,0.4263232293,0.2804665607,0.0071251708
6705026,K03374.02,0.7231425642,0.7031735286,0.8549766022
6779726,K03375.01,0.7279425383,0.6523507468,0.4291401659
5553959,K03377.01,0.8851296788,0.5354218699,0.6745563336
5384713,K03444.01,0.9095773749,0.5529757982,0.4376345153
5384713,K03444.03,0.8683015152,0.1605329863,0.0151127998
12021387,K03522.01,0.0018817472,0.0233333334,2.95967195522717E-05
8078502,K03383.01,0.8227288723,0.7204603498,0.8232737611
8644365,K03384.01,0.485053472,0.2509027445,0.2912551121
5888187,K07749.01,0.6475714656,0.1120775903,0.0583769318
3348216,K03448.01,0.7445466982,0.7715787174,0.6158522721
10793576,K03451.01,0.7085651368,0.4507816097,0.6675960396
7047922,K01899.02,0.485427415,0.356718451,0.3205255471
6947668,K03455.01,0.7757421325,0.5410434868,0.8953058041
10290666,K00332.02,0.5805323354,0.6784043871,0.7369655132
3848966,K03389.01,0.5075870973,0.6085399219,0.5537661264
9452897,K03391.01,0.8652951166,0.6396780872,0.8787310688
2717158,K03459.01,0.4966960293,0.566162407,0.6443050015
6209677,K01750.02,0.5529894923,0.5341183093,0.9745151687
9664276,K03460.01,0.6623429621,0.7485437433,0.9149780227
7748487,K03394.01,0.584551337,0.5780299696,0.7882870025
3219037,K03395.01,0.7560677092,0.4974907055,0.2322903941
5710069,K03396.01,0.5773217045,0.5360961262,0.8596741778
9967009,K03462.01,0.7497831056,0.8324908431,0.9657604367
9967009,K03462.02,0.7292063836,0.5890304145,0.4445064777
8868364,K03541.01,4.01512885556121E-05,0.036,4.04271737762807E-05
6200810,K03397.01,0.7899963031,0.5771177635,0.903434774
3561464,K03398.02,0.6424504863,0.5307994375,0.9974577783
3561464,K03398.03,0.2273990453,0.1089502027,0.0146775712
4844470,K03469.01,0.583009775,0.7879871259,0.9905411195
11551692,K01781.03,0.5484013343,0.6574736862,0.9437554771
9995771,K03470.01,0.769175937,0.8349908537,0.8309432923
9966219,K03401.01,0.5517207801,0.7922893997,0.8989373184
6231721,K07773.01,0.5827267101,0.2044746986,0.0019420205
9536108,K03472.01,0.6909555784,0.2648457889,0.0227844875
8905246,K03473.01,0.7567251884,0.4290073169,0.8684920647
5213230,K03474.01,0.7704978422,0.8656964604,0.9829669674
1871483,K06256.01,0.8508644366,0.2894886738,0.0099339021
10922659,K03335.01,0.7833278416,0.7741903667,0.9470292622
7869917,K01525.02,0.2368080426,0.3142544525,0.1665243724
11754430,K03403.02,0.4872694017,0.7309778857,0.3925937499
11922778,K03408.01,0.7211841596,0.7015390028,0.9507055705
11853878,K01833.02,0.654004618,0.7126932368,0.9911242521
7692093,K03337.01,0.771643089,0.6952080245,0.7414097197
7772914,K03339.01,0.6282550992,0.8680398944,0.9532145105
3529290,K03340.01,0.5202695259,0.5379100176,0.461640173
5531953,K01681.03,0.5526861481,0.1562372573,0.1580946271
6277410,K07774.01,0.7247392058,0.2227887811,0.0003183706
9843517,K03480.01,0.8019715401,0.2097346175,0.001577159
8812045,K03481.01,0.6349104597,0.62694451,0.4841577571
7288444,K03482.01,0.5947170062,0.9210581352,0.9961920013
3101923,K03483.01,0.7122120456,0.6989202206,0.7387088329
5621333,K03341.01,0.5899088359,0.9069984113,0.9769024474
5621333,K03341.02,0.6293824622,0.8866591668,0.8907668439
3236705,K03343.01,0.8426978309,0.480075207,0.5398400792
11810124,K03344.01,0.8163877918,0.9239676318,0.9882919411
2849140,K03416.01,0.5268852611,0.3702544724,0.0256978604
8121328,K03486.01,0.4494370056,0.3220708699,0.1954359879
4743508,K03572.01,2.8196778245615E-11,0.0264518782,0.0001608009
6043538,K07759.01,0.3675856879,0.3884413377,0.383596523
8824737,K03347.01,0.748009867,0.8116475299,0.9517532246
7289338,K03420.02,0.6982905216,0.7458740005,0.7811980769
6278670,K07775.01,0.8644835363,0.1280804597,0.000205207
8880123,K03493.01,0.7301648691,0.7829961729,0.9362116203
9474756,K03495.01,0.5351190682,0.6956184602,0.7502533897
5308663,K01562.02,0.5401894339,0.7261069532,0.9221584481
3745559,K03423.01,0.7974191881,0.3546562113,0.0318081231
9117416,K03425.01,0.7213020218,0.7933244807,0.9932025078
6356400,K07776.01,0.0004466022,0.2647459029,0.0177400342
9117416,K03425.02,0.3811623634,0.5789664285,0.9945453053
9474756,K03495.02,0.4307668592,0.5415263781,0.1497582186
7517261,K03496.02,0.3328933527,0.2758524725,0.0163262984
5877292,K07744.01,0.7023590938,0.1887928471,0.0003893591
9845909,K03354.01,0.7173667181,0.4647834777,0.0603886352
9221528,K03355.01,0.6155268886,0.5694178964,0.6968384187
9230021,K03429.01,0.7047554661,0.6534681259,0.4775576705
6058816,K03500.01,0.6284524854,0.4300722223,0.8885571391
6058816,K03500.02,0.2236823531,0.2356446055,0.0606892675
4263529,K03358.01,0.5613939494,0.5420758647,0.57447388
6619815,K03361.01,0.6599662096,0.7634663231,0.9887356052
7697103,K03430.01,0.822036349,0.3730478935,0.0134866441
7093401,K03433.01,0.5218886397,0.030125,3.28251791811285E-05
4820550,K03823.01,0.1736510555,0.2110834188,0.4082711397
6525946,K02093.02,0.0016532904,0.0230804598,0.0034539858
9025971,K03680.01,0.3981677222,0.6111666667,0.9218964958
9973109,K02018.02,0.8287770017,0.3791891327,0.0181190639
3128552,K02055.03,0.5651694424,0.7241220955,0.9925306665
10363115,K03908.01,0.7443209115,0.6243759287,0.9524660216
5966810,K03909.01,0.1204585362,0.568619629,0.9971884786
6863158,K07793.01,0.6055678829,0.089157065,3.99511051951684E-06
2581316,K03681.02,0.4499036957,0.7897035843,0.9929397869
10281221,K03913.01,0.0217817263,0.0082273675,5.65748958314405E-06
6525946,K02093.03,2.44230376111876E-06,0.0323333333,0.0009611531
7017372,K03689.01,0.2686828182,0.4414371941,0.3789180776
3128552,K02055.04,0.4405490501,0.3385091686,0.0932324189
10788461,K03925.01,0.5147447939,0.8494009939,0.9979458952
5903301,K03692.01,0.0173876162,0.0145528882,0.0003468231
5008245,K03770.01,0.1950300346,0.2343095238,0.0733467393
10555365,K03771.01,0.1975981201,0.2697911715,0.07261807
8949316,K03849.01,0.0200166426,0.0459019608,0.0006422236
9489524,K02029.03,0.7022979235,0.1957096483,0.0198211842
12301181,K02059.02,0.5636039762,0.1935536662,0.0082419118
5397166,K03856.01,0.0131818284,0.0091555233,3.14386766012697E-05
9533489,K03783.01,0.0836256578,0.1004583334,5.8994940653756E-06
8257205,K01986.02,0.7968115718,0.8012731563,0.941147586
6891124,K07796.01,0.5330840537,0.3045947893,0.083604852
9489524,K02029.04,0.6995040697,0.2000301186,0.0102410056
4164922,K03864.01,0.360038289,0.3623266254,0.6416314387
12061969,K02061.02,0.3218619629,0.1597881689,0.0336268663
4164922,K03864.02,0.7977538684,0.7027074739,0.941367763
8827930,K03801.01,0.0667481685,0.3166666667,0.1339682859
3440118,K03876.01,0.6861354108,0.8397501638,0.9944159242
6790592,K07791.01,0,0.0422,7.53071012371542E-06
6508221,K00416.03,0.6780043131,0.5716533504,0.6212818548
6952971,K07798.01,0.0268337272,0.0080232558,0.0007011707
2994092,K06301.01,0.6999307694,0.3981365128,0.044628669
4638237,K03811.01,0.0777322678,0.2339393939,0.1311851926
12154526,K02004.03,0.2115939985,0.181267374,0.0179972919
5386904,K03813.01,0.2165528402,0.2327075646,0.0060441778
6507433,K03815.01,0.3070178102,0.3509630293,2.50638863259489E-05
8564976,K03890.01,0.0477073076,0.086,0.0001760516
5195172,K01671.01,0.3100988745,0.5547518168,0.9965858466
7778664,K07849.01,0.643081571,0.1536648149,0.0051979609
5211199,K02158.02,0.3977123577,0.368474784,0.1872359291
7834712,K07850.01,0.7449591565,0.4287604637,0.0704819343
8189801,K02480.01,0.3606518447,0.6947651397,0.9851142708
6699368,K01694.01,0.2430422648,0.074637037,0.0001225712
10028352,K01957.01,0.0155573249,0.0320034013,9.85623213584086E-05
9205938,K02162.02,0.3740423593,0.4292416169,0.7215066261
6750902,K03980.01,0.0234413841,0.0563498274,0.0003808561
10614012,K01807.01,0.0151936027,0.105,0.0003545786
7762723,K02663.01,0.6836904017,0.5832064601,0.6004177787
9655129,K01714.01,0.0110858266,0.003037037,1.21745049330713E-06
10917681,K01963.01,0.4994869396,0.6450949376,0.4386724688
11246161,K02796.01,0.101300075,0.1171925547,0.0682045301
12253474,K01947.01,0.6815337968,0.7019258687,0.1770824464
9602613,K02612.01,0.7393449408,0.7273370694,0.9751178884
6603756,K01729.01,0.0942071963,0.076,7.81649353664982E-06
5709889,K02783.01,0.5159673224,0.3598918542,0.0476382216
7601665,K07842.01,0.2975833281,0.1217961872,2.94649136588498E-05
9149789,K02874.01,0.0809742806,0.1362113004,0.0054196873
5773121,K04002.01,0.1591765708,0.311349239,0.0965172423
4814502,K04004.01,0.4192686063,0.8642731461,0.9927975026
7613620,K07843.01,0.1463337701,0.190438671,0.0016129314
11705004,K02199.01,0.7033593544,0.8135136733,0.9552990119
11244682,K03933.01,0.6846252769,0.8214512291,0.9528114298
7287028,K07832.01,0.480812742,0.1762622754,0.000664065
8376848,K04007.01,0.2907261017,0.0205861244,0.0001478041
4173026,K02172.02,0.51874496,0.3416885591,0.0035822501
4945877,K01936.01,0.0022585514,0.0203333333,0.0012186798
4947556,K03936.02,0.6722877165,0.5815310809,0.7766473336
9593528,K03939.01,0.0713170605,0.0769739867,0.0448397964
11969988,K04011.01,0.1159743914,0.1217275076,0.0252444475
9009953,K04014.01,0.0765956316,0.4063633295,0.9422157111
9904006,K02135.02,0.635803828,0.8626200033,0.9758348515
7679812,K03943.01,0.5752134189,0.2982030312,0.1263935607
5942093,K01995.01,0.4470931073,0.01,0.0011029915
5992270,K01855.01,0.5524831018,0.5190455164,0.2229321013
7296438,K00364.01,0.0041459171,0.0038983528,0.0007406933
8435247,K01131.01,0.0374986887,0.0431501611,5.88132943601938E-06
9425139,K01411.01,0.0554908891,0.2706060606,0.558386215
7810483,K01943.01,0.7766049152,0.8138693645,0.8009458461
7671950,K07846.01,0.417946841,0.2228226411,0.0009209747
7747103,K07847.01,0.0080338425,0.0604229866,0.000477573
6342333,K02065.01,0.5103738219,0.9135472444,0.9958383162
10674871,K02068.01,0.4701236216,0.049125,0.0002509015
11518201,K03104.01,0.1505956041,0.2392455668,0.2552167816
9758032,K03137.01,0.4660141343,0.1962312824,0.064926403
6974658,K02925.01,0.0800544362,0.1467043159,0.0301851338
9634821,K02037.02,0.8161188029,0.6958151719,0.9754730414
9602613,K02612.02,0.6998760271,0.3584509721,0.3391206519
9758089,K01871.02,0.6620633816,0.941981884,0.9985515167
10005758,K01783.02,0.0619987658,0.4100776257,0.6186524642
10904004,K02957.01,0.8130931308,0.6122004086,0.9568612289
8758136,K03006.01,0.1305918524,0.0431681263,0.002750845
2715695,K03077.01,0.600252793,0.5744687431,0.6923220108
12352520,K03094.01,0.829738074,0.8638255319,0.9950570647
9605552,K03102.01,0.8799105494,0.2143923505,0.0028132755
5474613,K01599.02,0.409522559,0.0399800638,0.0299036958
2715695,K03077.02,0.7043932159,0.3551279211,0.0373388203
10587105,K00339.03,0.4987721778,0.8603146544,0.8020786157
5283728,K05149.01,0.6381774991,0.1516793466,0.0106197697
5374838,K05155.01,0.1376193532,0.4490060606,0.9327342177
6368905,K05276.01,0.2928231886,0.1522109589,0.0145554686
6372194,K05278.01,0.0443980297,0.3110666667,0.6211971897
6387557,K05279.01,0.7373075644,0.353429803,0.1478377987
5294945,K03463.01,0.594347637,0.4678253047,0.0068599059
7742408,K03478.01,0.7176956925,0.7101539366,0.7857476475
3968809,K05030.01,0.0197807127,0.004513523,1.38550949496663E-05
3974928,K05033.01,0.8036225819,0.0342,2.76075323467628E-05
5390913,K05156.01,0.0008520623,0.006,1.73798436277073E-05
5391911,K05157.01,6.75998035326586E-09,0.0204,9.29112225256379E-06
