rowid,kepid,kepoi_name,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
4804,5553959,K03377.01,10.0100312,131.61434,0.07,1.35,375.8,0.99,506,15.56,12.4,4338,4.731,0.508
4807,5384713,K03444.01,12.67143692,137.50707,0.047,2.498,215.8,0.76,404,6.31,13.7,3705,4.721,0.529
4809,5384713,K03444.03,2.63595435,132.31984,0.005,1.309,93.7,0.5,682,51.07,9.2,3705,4.721,0.529
4814,12021387,K03522.01,241.07074582,223.9933126,0.418,9.88863,70292,76.53,699,56.58,4257.4,9414,3.883,2.777
4825,8078502,K03383.01,37.8862977,133.03141,0.026,5.218,672.2,2.09,479,12.46,14.4,5513,4.551,0.818
4826,8644365,K03384.01,10.54841329,139.06402,1.017,1.872,102.9,3.89,899,154.84,11.7,6047,4.387,1.092
4827,5888187,K07749.01,133.6348207,236.35163,0.438,1.584,420.9,1.89,317,2.38,10.8,5202,4.434,0.918
4829,3348216,K03448.01,32.510844,136.62491,0.421,3.254,361.9,2.62,680,50.56,12.6,6074,4.244,1.358
4833,10793576,K03451.01,10.90752977,136.60797,0.147,2.764,186,1.58,955,196.51,11.8,6414,4.377,1.147
4844,7047922,K01899.02,10.5226374,140.0656,0.806,3.864,68.9,1.08,976,213.96,8.9,6327,4.327,1.175
4854,6947668,K03455.01,14.0545718,133.0972,0.121,4.066,274.3,1.45,711,60.49,11.6,5783,4.539,0.88
4858,10290666,K00332.02,6.86674226,135.3543,0.405,4.216,47.2,0.79,1018,254.1,12.3,5914,4.396,1.135
4870,3848966,K03389.01,29.7681831,155.5003,0.739,9.425,159.9,3.98,917,167.51,13.2,5640,3.679,2.916
4873,9452897,K03391.01,36.7662364,157.14332,0.164,3.305,579.5,1.28,336,3.02,12.6,4342,4.699,0.54
4876,2717158,K03459.01,13.2226149,144.295,0.943,4.337,261.7,1.75,740,71.11,12.6,5931,4.545,0.863
4877,6209677,K01750.02,2.53742164,132.34623,0.285,1.563,104.5,0.93,1220,525.68,12.8,5447,4.481,0.917
4878,9664276,K03460.01,62.596544,185.9931,0.246,11.477,223.1,2.25,559,23.01,15.5,5934,4.173,1.509
4893,7748487,K03394.01,15.5764061,135.9482,0.565,5.382,257.1,1.79,793,93.42,14.1,6214,4.442,1.076
4894,3219037,K03395.01,10.00506974,136.83029,0.148,3.481,143.3,1.11,849,122.48,11.4,5912,4.453,0.924
4896,5710069,K03396.01,36.2580749,146.8338,0.786,5.917,380.3,1.82,516,16.7,12.5,5818,4.554,0.848
4897,9967009,K03462.01,12.4326997,142.1049,0.212,7.81,240.3,1.88,839,117.17,11.5,5480,4.22,1.229
4898,9967009,K03462.02,30.9902997,141.441,0.397,9.454,321.5,2.21,619,34.68,10.7,5480,4.22,1.229
4902,8868364,K03541.01,421.42848194,262.2889053,0.356,8.60447,96654,54.16,335,2.97,3162,6235,4.034,1.708
4914,6200810,K03397.01,35.8754482,147.5086,0.026,3.972,366.7,2.35,668,47.15,12.6,6559,4.357,1.218
4916,3561464,K03398.02,35.8007112,144.92169,0.043,8.219,417.4,7.97,991,227.68,25,5745,3.499,3.955
4917,3561464,K03398.03,4.32710579,131.5891,0.025,3.872,84.1,3.58,2004,3805.87,9.5,5745,3.499,3.955
4921,4844470,K03469.01,60.532988,134.57461,0.618,7.086,467.5,1.91,420,7.36,23.8,5631,4.557,0.847
4922,11551692,K01781.03,58.0198583,151.85007,0.951,5.348,1286.6,3.46,354,3.7,66,4920,4.62,0.72
4923,9995771,K03470.01,15.0617835,140.1111,0.114,6.31,196.6,1.61,794,94.08,12.1,5806,4.321,1.158
4936,9966219,K03401.01,17.9559673,139.0347,0.979,6.237,137,1.96,750,74.61,11.9,5641,4.258,1.195
4943,6231721,K07773.01,2.69339974,131.9006,0.279,1.936,147.5,1.04,1151,415.96,8.7,5355,4.511,0.863
4944,9536108,K03472.01,10.43003118,133.2962,0.283,2.029,120,1.14,906,159.58,10.6,6277,4.449,1.031
4945,8905246,K03473.01,27.63714708,143.93342,0.669,1.7277,735.5,6.96,816,104.6,27.4,5214,3.766,2.427
4946,5213230,K03474.01,52.6095103,158.6253,0.102,8.202,203.7,1.83,553,22.13,15.3,5881,4.259,1.294
4954,1871483,K06256.01,14.137062,136.69826,0.2133,2.264,393,1.37,568,24.62,7.5,4861,4.574,0.709
4955,10922659,K03335.01,31.2543238,155.047,0.019,5.662,438,2.29,635,38.54,14.7,6246,4.433,1.092
4958,7869917,K01525.02,11.8061737,138.2641,0.905,4.472,88.1,2.87,1407,926.72,10.1,6900,3.843,2.599
4959,11754430,K03403.02,6.15828666,135.4969,0.595,6.329,57.7,1.2,1212,510.35,16.4,5710,4.073,1.524
4963,11922778,K03408.01,65.427645,176.2733,0.004,9.404,319,1.65,453,9.94,15.6,6014,4.504,0.926
4976,11853878,K01833.02,7.68433346,133.36007,0.951,1.4346,1175,2.58,583,27.35,28.5,4402,4.682,0.572
4977,7692093,K03337.01,11.16622885,134.96951,0.176,3.389,353.9,1.56,725,65.16,13.6,5552,4.562,0.836
4980,7772914,K03339.01,23.1334494,154.45296,0.954,3.602,456.3,2.55,638,39.2,21.6,5712,4.382,0.932
4981,3529290,K03340.01,8.9539656,132.8453,0.656,4.898,70.4,0.84,923,171.51,12.2,6168,4.452,0.947
4985,5531953,K01681.03,3.53105835,134.3171,1.213,1.778,310.8,10.61,558,22.83,11.7,3638,4.844,0.42
4987,6277410,K07774.01,6.32589574,133.27081,0.181,1.383,192.5,1.14,901,156.27,8.8,5749,4.568,0.818
4988,9843517,K03480.01,11.9378354,133.2612,0.036,4.652,246,1.15,671,47.91,9.6,5469,4.611,0.738
4989,8812045,K03481.01,32.715906,135.9204,0.25,10.79,135.7,3.68,902,156.74,13.1,5527,3.627,3.192
4990,7288444,K03482.01,15.3317719,142.5217,0.802,5.467,179.2,1.91,821,107.44,13.3,5726,4.228,1.285
4991,3101923,K03483.01,82.331756,133.0814,0.027,8.664,283.2,2.08,474,11.96,11.9,5997,4.304,1.242
5000,5621333,K03341.01,27.0965146,139.3521,0.769,8.42,208.4,2.13,700,56.79,16.4,5775,4.193,1.352
5001,5621333,K03341.02,11.5474983,139.9777,0.495,6.684,115.5,1.48,930,176.97,12.3,5775,4.193,1.352
5003,3236705,K03343.01,83.2664103,194.23925,0.029,2.813,620,2.89,439,8.78,10.9,5538,4.266,1.18
5005,11810124,K03344.01,11.6044881,139.05603,0.118,3.409,267.6,1.88,841,118.5,14.5,5533,4.275,1.166
5008,2849140,K03416.01,11.8237228,139.4199,0.698,8.518,212.7,1.25,703,57.62,14.2,5559,4.578,0.803
5011,8121328,K03486.01,19.0689513,145.7515,0.98,12.462,169.3,1.63,627,36.63,19.1,5418,4.436,0.889
5022,4743508,K03572.01,2.086076372,133.416141,13.376,2.4032,58858,1543.74,1645,1728.2,159.3,6124,4.265,1.119
5026,6043538,K07759.01,6.2253374,133.0882,0.692,4.388,108.6,1.92,1378,851.73,11.8,6263,4.024,1.726
5027,8824737,K03347.01,12.90235874,139.15105,0.382,2.446,354.4,1.49,675,48.99,15.7,5530,4.586,0.788
5030,7289338,K03420.02,12.5014905,142.55934,0.43,3.882,220.1,2.24,952,194.3,10.8,5821,4.127,1.492
5032,6278670,K07775.01,89.945828,133.5634,0.171,2.286,335.6,3.46,509,15.86,6.6,5115,3.819,1.924
5039,8880123,K03493.01,46.7162336,145.5064,0.266,7.259,345.5,2.03,531,18.74,15.4,5856,4.386,1.092
5040,9474756,K03495.01,17.6062701,147.1894,0.923,6.134,146.2,1.72,753,75.96,10.4,5808,4.326,1.159
5052,5308663,K01562.02,20.0679247,150.7703,0.849,5.236,482.2,2.25,662,45.49,13.8,5997,4.522,0.904
5053,3745559,K03423.01,30.2541186,136.63873,0.122,2.134,576.3,2.8,660,44.87,12.3,6277,4.402,1.161
5055,9117416,K03425.01,20.034708,145.4541,0.193,6.49,124.4,2.24,967,207.16,22.9,6120,3.934,2
5056,6356400,K07776.01,541.92452,326.8745,0.95,21.4,1504.2,3.15,144,0.1,18.1,4378,4.64,0.614
5057,9117416,K03425.02,3.15722086,131.69915,0.001,3.762,49.7,1.41,1791,2436.47,17.4,6120,3.934,2
5059,9474756,K03495.02,6.685438,132.3184,0.853,5.09,89.2,1.25,1040,276.02,9.7,5808,4.326,1.159
5061,7517261,K03496.02,8.5433774,137.9895,0.748,6.149,75.1,1.58,1260,595.97,10.3,6602,4.108,1.685
5068,5877292,K07744.01,11.7201693,136.1871,0.292,2.399,154.4,1.34,870,135.43,7.5,6193,4.434,1.067
5072,9845909,K03354.01,11.5706005,136.28577,0.416,3.073,211.9,1.33,771,83.39,9.6,5718,4.479,0.9
5073,9221528,K03355.01,16.2953228,144.7982,0.587,4.882,229.1,1.6,773,84.23,12.9,6187,4.432,1.013
5078,9230021,K03429.01,15.8283833,144.3927,0.623,3.643,227.5,1.8,758,78.2,9.8,5596,4.298,1.145
5086,6058816,K03500.01,73.7502765,188.52221,0.127,13.309,233.1,3.78,677,49.76,33.9,6056,3.797,2.481
5087,6058816,K03500.02,4.7482669,135.8003,0.673,4.947,35.6,1.57,1690,1927.62,12.1,6056,3.797,2.481
5093,4263529,K03358.01,10.10404351,132.892841,0.951,1.0022,1322.4,4.05,752,75.32,39.5,5530,4.541,0.831
5095,6619815,K03361.01,65.9407869,231.97155,0.332,7.776,580.4,2.33,454,10.04,19.8,5982,4.493,0.96
5099,7697103,K03430.01,13.9248005,142.04732,0.021,5.016,195.2,0.9,588,28.27,11.2,5271,4.669,0.648
5103,7093401,K03433.01,34.08429351,152.06766,1.28,1.3521,3746,36.05,506,15.46,28.7,5252,4.428,0.922
5130,4820550,K03823.01,202.1168173,292.05064,0.906,4.683,2701.2,5.8,286,1.59,56.3,5536,4.498,0.917
5156,6525946,K02093.02,2.508116,133.98497,0.472,2.504,188.1,12.28,3662,42618.46,18.3,5096,2.435,8.769
5165,9025971,K03680.01,141.2415405,256.205347,0.12,6.7645,12990,11.49,352,3.62,380.9,5705,4.397,1.017
5167,9973109,K02018.02,16.0988294,131.8764,0.017,5.686,160.2,1.14,705,58.53,10.9,5657,4.401,0.911
5178,3128552,K02055.03,2.50475282,133.63645,0.13,2.376,181.1,1.48,1369,828.59,18.9,5509,4.308,1.116
5179,10363115,K03908.01,59.3627946,184.14711,0.001,13.972,233.6,2.23,566,24.33,51.5,5786,4.106,1.471
5180,5966810,K03909.01,247.891041,133.92838,0.002,18.363,956.6,4.74,367,4.27,34.6,6121,4.163,1.536
5184,6863158,K07793.01,1.99469354,131.5639,0.643,5.297,75.1,0.46,758,78.2,8.9,3799,4.738,0.51
5185,2581316,K03681.02,10.51421162,134.56738,0.877,3.877,85.4,1.25,943,187.06,21.6,6259,4.385,1.167
5202,10281221,K03913.01,0.582895412,131.621083,1.011,1.0528,587.5,5.87,2347,7152.6,87,6263,4.46,1.009
5203,6525946,K02093.03,0.496069986,132.28138,0.269,1.5568,128.8,10,6285,369989.68,22.1,5096,2.435,8.769
5211,7017372,K03689.01,5.24088367,136.02877,0.65,3.3656,8531.2,12.74,1320,716.85,385.7,6452,4.241,1.305
5221,3128552,K02055.04,6.13074243,131.85782,0.9407,2.84,146.1,1.26,916,166.78,9.9,5741,4.556,0.833
5222,10788461,K03925.01,9.2075634,135.801,0.898,3.365,1243.1,5.5,972,211.08,43.4,5678,4.215,1.303
5230,5903301,K03692.01,1.160153553,132.145331,1.258,2.16452,12302,60.47,2183,5363.78,552.8,6200,4.161,1.382
5236,5008245,K03770.01,2.60720833,131.84844,0.644,2.6452,3149.7,7.31,1561,1403.43,185.3,6366,4.352,1.236
5237,10555365,K03771.01,5.80184753,131.77347,0.478,3.9551,22143,14,989,225.81,118.1,5687,4.426,0.921
5242,8949316,K03849.01,0.604358764,131.68577,1.197,1.0423,38731,23.28,997,235.63,236.8,3569,4.82,0.427
5255,9489524,K02029.03,6.8873113,132.0711,0.489,2.214,85.3,0.72,788,90.91,8.1,5208,4.563,0.772
5265,12301181,K02059.02,2.18565886,132.45418,0.394,1.966,35.6,0.44,1087,329.49,11.1,4997,4.598,0.746
5266,5397166,K03856.01,1.811966339,132.27828,1.24,3.792,408.1,95.19,2573,10360.38,36.3,5904,3.602,3.348
5283,9533489,K03783.01,197.1455327,300.176978,1.251,2.1145,5664,72.16,498,14.53,56.8,7214,4.093,1.935
5296,8257205,K01986.02,7.12766417,136.00586,0.125,2.491,229.2,1.21,784,89.24,16,5159,4.548,0.821
5298,6891124,K07796.01,3.52364689,134.1864,0.004,3.439,74.2,0.94,1330,739.8,8.5,6269,4.412,1.085
5303,9489524,K02029.04,4.78850084,135.4574,0.343,2.099,66.5,0.63,889,147.95,7.2,5208,4.563,0.772
5310,4164922,K03864.01,1.210693626,132.39306,0.597,1.434,159.1,0.99,1351,784.51,41.6,5014,4.559,0.756
5311,12061969,K02061.02,1.090011003,131.58066,0.531,1.5,174.8,1.04,1402,911.28,12.6,5081,4.596,0.77
5312,4164922,K03864.02,18.2572722,134.44527,0.412,3.434,157.5,0.94,547,21.16,17.3,5014,4.559,0.756
5374,8827930,K03801.01,288.3128666,374.79958,0.525,5.419,11181,13.21,300,1.93,96.8,5672,4.252,1.22
5378,3440118,K03876.01,19.57783279,131.71421,0.694,1.9857,432.6,1.96,621,35.14,37.2,5620,4.533,0.884
5383,6790592,K07791.01,106.18732,180.796,0.027,10.29,266.1,231.85,2660,11829.18,8.6,3287,0.114,152.969
5387,6508221,K00416.03,9.74765878,139.16424,0.658,2.62,102,0.78,679,50.3,11.6,5176,4.612,0.738
5389,6952971,K07798.01,309.89103,259.0588,0.569,16.4,321.3,2.15,314,2.3,10.7,6450,4.386,1.155
5419,2994092,K06301.01,50.271927,160.466,0.205,6.073,574.5,2.94,589,28.51,9.3,6520,4.375,1.215
5420,4638237,K03811.01,290.1401717,307.250618,0.935,2.1583,4836,11.58,304,2.02,69.1,5631,4.212,1.263
5435,12154526,K02004.03,1.72110057,132.76068,0.767,1.922,29.7,0.7,1607,1575.2,9.3,5700,4.327,1.176
5441,5386904,K03813.01,4.8591441,132.6666,0.932,3.8588,2183.6,6.9,1303,681.41,81.6,6586,4.361,1.207
5444,6507433,K03815.01,4.7425521,133.13755,0.851,1.11,3583,7.27,1159,426.49,10.9,6161,4.454,1.053
5447,8564976,K03890.01,152.8255989,197.41339,0.409,22.688,2173.5,34.85,734,68.47,98.9,4991,2.933,7.506
5482,5195172,K01671.01,1.480283464,134.37254,0.058,2.486,60.5,0.97,1822,2597.27,21.3,5897,4.25,1.259
5486,7778664,K07849.01,5.0263815,135.5595,0.185,4.384,77.2,0.84,1065,305.12,8.5,5783,4.418,0.962
5496,5211199,K02158.02,6.68231249,132.18853,0.892,3.251,48.7,2.09,1350,784.74,12.3,5343,3.764,2.506
5509,7834712,K07850.01,66.119119,145.2356,0.256,3.086,862,3,452,9.89,9.8,5828,4.462,1.028
5518,8189801,K02480.01,0.66682654,133.041202,0.856,0.7847,511.6,1.49,1183,461.55,33.4,3993,4.696,0.554
5529,6699368,K01694.01,3.690317047,131.542094,1.151,1.3784,465.5,20.23,1280,634.09,43,6120,4.395,1.054
5534,10028352,K01957.01,1.38680229,132.532038,1.115,1.7065,242.3,29.33,2530,9703.01,84.4,6823,4.04,2.037
5545,9205938,K02162.02,199.66876,131.609,0.046,8.996,251.9,1.45,305,2.06,13.9,5678,4.409,0.921
5548,6750902,K03980.01,0.469334634,131.736456,0.95,0.8864,340.4,2.4,2432,8264.27,49.1,5888,4.394,1.008
5559,10614012,K01807.01,132.1331011,149.17288,0.606,26.715,7956.2,75.08,809,101.41,284.3,5067,2.877,8.121
5564,7762723,K02663.01,9.88736642,139.52781,0.383,4.23,68,0.68,768,82.32,14.6,5693,4.57,0.816
5578,9655129,K01714.01,2.743978797,133.76412,1.138,6.442,39994,38.11,1136,392.49,56.5,5334,4.492,0.81
5580,10917681,K01963.01,12.89623554,136.82697,0.973,2.625,426.6,2.55,783,89.02,32.9,6072,4.51,0.923
5588,11246161,K02796.01,0.5374094,131.49675,0.17,1.2039,94.2,0.96,2208,5646.82,21.9,5749,4.457,0.988
5603,12253474,K01947.01,6.422943288,135.55302,0.198,1.0815,261.4,1.66,1034,269.8,30.6,6102,4.447,1.016
5610,9602613,K02612.01,4.61225043,133.86134,0.012,2.695,29.1,0.51,1032,268.27,13.7,5495,4.442,0.961
5623,6603756,K01729.01,5.204286663,135.885314,0.272,6.2598,35221,16,934,180.12,153,5332,4.471,0.86
5633,5709889,K02783.01,0.526887517,131.86561,0.292,0.8971,119.9,0.58,1238,550.37,20.6,3945,4.721,0.519
5640,7601665,K07842.01,3.11141514,132.4992,0.46,3.074,28.4,0.7,1530,1296.58,8.3,6450,4.297,1.273
5653,9149789,K02874.01,0.352515897,132.01659,0.26,1.0525,168.2,1,2194,5534.14,38,5465,4.598,0.766
5657,5773121,K04002.01,0.524175803,131.60105,0.318,0.7648,236.8,1.27,1891,3049.23,22.4,5278,4.576,0.815
5659,4814502,K04004.01,4.94330596,135.57568,0.928,2.9334,126.2,1.41,1058,296.74,27.7,5661,4.415,1.008
5661,7613620,K07843.01,0.619023176,131.92817,0.387,1.496,77.9,0.79,1885,2985.06,8.9,5395,4.536,0.891
5672,11705004,K02199.01,9.03326435,137.17738,0.455,2.857,610.7,1.96,729,66.89,18.3,5311,4.588,0.788
5674,11244682,K03933.01,3.490785878,133.10269,0.116,1.4513,336.8,1.32,1010,245.65,32.7,5496,4.618,0.725
5678,7287028,K07832.01,3.6092231,132.463,0.364,2.8,52.4,0.68,1192,477,4.4,6032,4.508,0.929
5680,8376848,K04007.01,11.4927112,133.3086,1.212,7.764,291.5,25.01,858,127.97,18.7,6198,4.464,1.005
5682,4173026,K02172.02,116.583183,246.6275,0.586,5.8,819,2.91,371,4.47,8.7,5738,4.426,0.981
5688,4945877,K01936.01,1.339670241,132.16786,0.602,1.895,28.6,1.27,3448,33385.02,21.7,8867,3.988,2.245
5695,4947556,K03936.02,13.0267964,139.14777,0.93,0.785,356.6,2.08,643,40.51,11.4,5083,4.512,0.844
5698,9593528,K03939.01,1.88665445,132.3531,1.269,1.343,2098,43.81,1794,2453.86,15.8,6296,4.247,1.249
5701,11969988,K04011.01,2.19068738,132.01727,0.594,4.41,66.3,1.68,2017,3913.33,44.1,6208,3.973,1.975
5704,9009953,K04014.01,234.240739,210.8122,0.944,12.925,464.1,3.41,329,2.77,27.7,5814,4.269,1.248
5717,9904006,K02135.02,20.1890396,142.19429,0.541,6.251,112.1,1.39,794,93.89,15,6178,4.269,1.267
5720,7679812,K03943.01,38.5763483,167.85725,0.015,19.861,282.1,2.05,619,34.77,76.3,6167,4.333,1.221
5733,5942093,K01995.01,14.38724729,131.85133,1.262,1.9078,1914.1,29.24,725,65.41,43.5,5830,4.479,0.859
5734,5992270,K01855.01,58.4302648,168.30179,0.948,7.18,1849.5,3.45,300,1.91,34.1,4338,4.643,0.609
5747,7296438,K00364.01,173.92851338,223.7546088,,2.64,,,,,,,,
5756,8435247,K01131.01,0.696125302,354.767068,1.219,2.0054,14966,28.44,1645,1739.43,177.2,5245,4.594,0.674
5758,9425139,K01411.01,305.0762469,294.06794,0.695,6.255,4042.8,7.82,284,1.53,113.4,5716,4.348,1.155
5763,7810483,K01943.01,29.92208104,146.00807,0.38,2.7716,345.3,3.09,782,88.52,37.6,6127,4.055,1.637
5781,7671950,K07846.01,10.5994606,134.8329,0.671,9.484,128.8,1.28,896,152.67,11.2,6194,4.445,1.069
5806,7747103,K07847.01,399.37587,300.0792,0.556,21.25,552.2,3.93,326,2.66,11.9,6098,4.069,1.618
5812,6342333,K02065.01,80.2321467,162.39301,0.911,4.656,888.7,3.24,380,4.91,24.9,5436,4.505,0.888
5813,10674871,K02068.01,41.88970036,172.00102,1.285,1.35,1304.4,32.16,515,16.66,20.9,5952,4.519,0.907
5828,11518201,K03104.01,1.236866732,132.1776,0.982,1.242,187.2,1.75,1569,1439.3,14.2,5621,4.514,0.879
5834,9758032,K03137.01,1.332035996,131.58386,0.137,1.391,136.8,0.85,1365,823.09,12.6,5376,4.616,0.73
5846,6974658,K02925.01,0.716531851,131.7213,0.887,0.655,78.9,1.11,2034,4063.57,17.9,5552,4.349,1.03
5851,9634821,K02037.02,5.47715718,352.84857,0.244,1.3849,568.4,2.17,892,149.23,16.7,5029,4.429,0.93
5856,9602613,K02612.02,7.57299816,131.94317,0.411,2.645,30.2,0.53,875,138.36,10.9,5495,4.442,0.961
5858,9758089,K01871.02,32.376183,150.41557,0.896,4.4639,745.4,2.26,392,5.61,34.2,4580,4.641,0.675
5859,10005758,K01783.02,284.063137,200.83619,0.888,8.297,1628.1,6.36,321,2.51,53.5,5791,4.185,1.336
5866,10904004,K02957.01,4.64490141,133.67436,0.058,2.456,106.4,0.76,832,113.62,11.7,4786,4.54,0.77
5871,8758136,K03006.01,0.998212785,131.81898,0.436,2.489,118.8,1.1,1888,2998.77,18.8,6072,4.47,0.988
5880,2715695,K03077.01,4.09578199,131.61992,0.752,1.704,405.5,1.64,851,124.3,11.9,4791,4.577,0.742
5884,12352520,K03094.01,4.5770016,132.09921,0.327,0.949,710,1.33,567,24.38,18,3805,4.767,0.497
5887,9605552,K03102.01,9.3210841,138.09946,0.0815,1.81,294.2,0.61,394,5.67,6.1,3773,4.925,0.35
5890,5474613,K01599.02,13.6164547,140.93263,1.19,5.175,376.1,22.29,755,76.81,22.6,5823,4.472,0.972
5892,2715695,K03077.02,7.55842923,137.9981,0.619,2.91,361.1,1.46,694,54.85,10.3,4791,4.577,0.742
5893,10587105,K00339.03,35.8656484,135.92374,0.963,8.035,250.9,2.44,633,37.92,26.2,6078,4.29,1.189
5896,5283728,K05149.01,43.681309,168.9218,0.257,12.37,258,1.33,473,11.86,9.8,5726,4.564,0.829
5901,5374838,K05155.01,230.180357,230.05245,0.102,13.436,3689.3,7.57,347,3.41,64,6313,4.364,1.246
5906,6368905,K05276.01,220.720142,303.8527,0.113,8.186,862.5,2,235,0.72,12,5150,4.634,0.696
5908,6372194,K05278.01,281.5921577,261.81786,0.641,5.673,9312,7.22,225,0.61,76,5330,4.627,0.713
5909,6387557,K05279.01,103.722152,176.0727,0.017,6.061,296.9,1.95,414,6.92,9.4,5784,4.33,1.143
5914,5294945,K03463.01,32.5474295,133.6742,0.709,6.945,157.1,1.42,618,34.42,11.3,6068,4.384,1.061
5915,7742408,K03478.01,33.4969115,163.7638,0.961,4.833,163.5,2.97,630,37.3,13.2,4928,3.966,1.688
5916,3968809,K05030.01,411.8969,379.0087,0.4026,6.203,502.8,2.61,279,1.43,8.5,6362,4.408,1.144
5919,3974928,K05033.01,127.671711,227.0906,0.2999,2.637,450.1,5.52,519,17.13,8,4985,3.534,2.633
5923,5390913,K05156.01,1.680254289,131.898828,0.7314,12.585,51633,30.88,1996,3753.6,178.7,6423,4.121,1.246
5924,5391911,K05157.01,0.782068488,131.8940201,0.279,1.239,115.7,21.02,6169,343029.57,4.1,4475,2.113,20.237
5925,5394585,K05158.01,151.13008,278.463,0.0529,3.49,358,4.41,578,26.4,4.6,6768,3.844,2.302
5932,6425377,K05281.01,263.90141,203.1723,0.9585,4.303,807.1,23.91,562,23.6,11,5094,3.126,6.247
5934,6442735,K05283.01,18.7821603,147.8508,0.1986,5.573,77.2,0.83,681,50.97,9.8,5919,4.488,0.94
5935,6443093,K05284.01,389.316341,351.36049,1.202,5.49,2599.8,27.61,245,0.86,34.7,5731,4.44,0.958
5938,6509282,K05287.01,3.98916186,132.21377,0.08,1.913,318,28.1,3293,27838.74,16.3,4998,2.524,16.187
5939,8231667,K03494.01,42.8774169,156.06967,0.02,1.991,1068.8,2.67,451,9.8,14.8,5256,4.483,0.832
5940,6697817,K03508.01,190.800788,236.0389,0.066,8.082,287.6,1.67,321,2.51,13,5993,4.489,0.986
5946,4135912,K05040.01,29.6094263,141.2485,0.719,2.71,224.9,2.87,789,91.56,10.8,6079,4.059,1.783
5952,5436455,K05164.01,209.967521,241.95921,0.2723,2.585,120,1.16,344,3.29,7.1,6437,4.439,1.042
5956,5443320,K05169.01,21.3684341,143.72266,0.063,1.18,492.8,1.72,551,21.86,9.7,5204,4.515,0.786
5959,6511182,K05288.01,29.5632952,158.22504,0.154,1.562,532.8,1.9,527,18.23,10.4,5595,4.562,0.828
5961,6517200,K05290.01,435.50635,267.6857,0.1452,34.16,553.8,2.06,225,0.61,8.2,5750,4.538,0.882
5968,1429589,K04923.01,38.168652,144.4713,0.0283,5.086,90.6,1.4,696,55.36,8.3,6164,4.117,1.465
5971,1865864,K04926.01,69.089357,135.4461,0.051,6.207,475.1,1.47,332,2.87,8.6,4848,4.581,0.698
5973,4164511,K05046.01,40.9882124,152.2483,0.2697,3.599,145.8,1.44,657,43.98,11.3,6705,4.328,1.174
5974,4179201,K05047.01,326.70552,439.648,0.0826,3.36,794,2.83,287,1.61,9.1,6036,4.337,0.998
5975,4241238,K05048.01,138.333748,209.39452,0.4579,2.391,603.6,6.28,488,13.45,8.4,4948,3.588,2.547
5983,5524229,K05174.01,22.4932751,132.2511,0.1313,3.172,152,6.04,1183,463.56,11.2,5186,3.273,4.98
5985,5529385,K05176.01,215.732414,294.363,0.4046,1.915,208.2,1.26,292,1.72,7.3,5790,4.479,0.856
5989,6543192,K05297.01,8.0906952,136.7844,0.151,2.648,82.4,0.8,811,102.43,8.1,5374,4.495,0.902
6005,4346339,K05057.01,493.74242,149.1145,0.2377,5.685,506.1,7.15,358,3.9,12.4,5015,3.429,3.243
6009,5563057,K05179.01,1.049468616,132.26871,0.731,4.848,22,0.84,2808,14709.49,22.8,7479,4.162,1.667
6021,6675757,K05310.01,22.2903562,152.37929,0.028,1.623,130.4,1.13,632,37.67,8.1,5597,4.418,1
6024,2310993,K04938.01,55.180772,147.7141,0.306,9.791,474.6,2.37,531,18.79,11.5,6306,4.426,1.076
6034,4478142,K05067.01,219.931324,329.3836,0.307,4.818,641,2.3,279,1.43,7.1,5557,4.5,0.912
6035,4484179,K05068.01,385.29212,440.5319,0.0118,19.417,218.5,1.57,290,1.68,15.1,6440,4.355,1.053
6042,5697395,K05192.01,50.55398,160.0628,0.1379,6.159,199.7,0.94,367,4.29,7.9,4895,4.609,0.687
6045,6805414,K05329.01,200.2350497,305.44985,0.674,23.612,10812,10.99,325,2.63,220.6,6108,4.471,0.997
6047,6875342,K05332.01,22.2381062,148.3792,0.288,2.68,104.2,1.09,702,57.27,7.1,6192,4.433,1.055
6048,6879183,K05333.01,20.5477769,149.1769,0.028,4.634,253.8,1.67,690,53.65,12.1,5922,4.429,1.057
6060,4566848,K05071.01,180.4118581,142.86513,0.953,3.29,4268,8.86,329,2.77,33.2,6032,4.485,0.973
6085,2861298,K04958.01,581.729006,341.09187,0.2236,6.647,186.7,2.74,308,2.12,8.6,5765,3.837,2.005
6089,4737848,K05079.01,56.001782,144.09684,0.5045,1.706,125.2,1.54,584,27.51,7.2,6116,4.178,1.332
6092,4750962,K05083.01,69.932459,145.91179,0.0356,2.03,264.4,8.25,812,102.62,8.4,5207,3.298,5.183
6094,5793275,K05202.01,535.93723,135.5316,0.5968,11.85,337.2,1.83,227,0.63,8.8,6014,4.494,0.958
6097,5857656,K05205.01,313.051405,408.62595,0.2093,10.969,594.9,2.91,310,2.2,39.5,6218,4.322,1.185
6099,5859725,K05207.01,18.9828305,139.257,0.021,6.303,49.1,0.72,707,59.15,9.6,5962,4.443,1.035
6102,6721603,K05321.01,215.634356,230.7211,0.002,15.097,148,1.92,404,6.28,12.3,6163,4.06,1.568
6103,6756369,K05322.01,30.928898,153.90647,0.7846,3.436,203.3,8.1,1051,288.95,8.5,5029,3.237,5.127
