rowid,kepid,kepoi_name,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
8071,9026749,K02564.02,17.6637979,144.239,0.695,6.194,67.9,2.98,1178,455.65,9.7,5734,3.591,3.405
8072,6198182,K02636.02,5.1777226,133.5044,0.025,8.275,41.7,0.63,1050,287.44,6.1,5854,4.469,0.979
8073,5695396,K00283.03,9.48814747,139.17907,0.5693,1.163,47.9,0.73,856,126.75,11.1,5680,4.414,1.016
8079,3545626,K06341.01,9.78184193,132.3447759,,2.3,,,,,,,,
8080,3547178,K06342.01,8.1770751,136.8217,0.456,4.608,44.3,0.83,1115,365.09,10.6,6501,4.281,1.209
8085,4939265,K06475.01,4.84505985,134.94868,0.903,2.078,298.4,1.54,723,64.57,10.7,4337,4.581,0.714
8088,8308516,K07880.01,623.70774,303.3588,0.003,6.688,250.9,1.81,258,1.05,10.2,6626,4.347,1.132
8092,5552808,K06598.01,10.95210361,132.6922455,,1.5,,,,,,,,
8094,5564082,K06600.01,2.70581614,132.53726,0.6199,6.56,46.9,0.69,1356,799.75,41.8,5992,4.42,0.961
8099,6584278,K06733.01,1.28940823,132.0764,0.628,3.652,32.1,2.48,3112,22119.66,10.3,5826,3.465,4.189
8100,6590726,K06734.01,498.27269,146.1528,0.0481,8.92,534,2.12,214,0.5,6.6,5618,4.514,0.932
8102,7345335,K06862.01,11.0495766,138.535,0.218,2.13,102.8,0.83,738,70.24,5.7,5533,4.505,0.819
8107,8227086,K06993.01,13.8086331,141.604,0.029,3.613,207.1,1.09,659,44.5,9,5515,4.568,0.761
8113,9098590,K07131.01,2.243569483,133.7306188,0.381,4.14769,66328,21.11,1364,817.05,1107.7,6081,4.526,0.801
8114,9099773,K07133.01,82.78482,141.3871,0.682,7.52,190.4,2.16,501,14.88,8.4,5749,4.123,1.48
8116,9943009,K07258.01,2.4376438,132.1228,0.112,1.587,27.1,0.79,1686,1909.13,8.8,5927,4.117,1.53
8117,9944201,K07259.01,0.721522907,131.7091421,0.831,1.4521,22528,11.04,1475,1115.99,815.3,4893,4.634,0.625
8127,11019739,K07400.01,4.15736472,132.85855,0.226,2.217,200.7,1.09,931,178.03,11.2,5183,4.558,0.782
8134,8709688,K03019.02,2.012094,131.5688,0.066,2.157,74.8,0.99,1523,1274.27,9.1,5633,4.296,1.162
8136,2716801,K03053.02,9.4767057,134.7294,0.003,3.893,230.5,1.38,841,118.13,8.6,5911,4.519,0.914
8137,11810124,K03344.03,208.54335,230.9934,0.001,9.851,614.6,2.84,321,2.52,10.4,5533,4.275,1.166
8138,3219037,K03395.02,5.0395851,133.828,0.1968,4.556,70.1,0.78,1067,306.35,9.6,5912,4.453,0.924
8139,9117416,K03425.03,7.64370363,137.87526,0.785,2.738,70.9,1.85,1334,748.7,13.2,6120,3.934,2
8141,3634169,K06346.01,2.9590637,133.9227,0.2957,28.81,23.6,0.65,1564,1415.74,6.4,6192,4.195,1.322
8144,3663494,K06352.01,5.11683678,133.9134,0.286,3.119,161.4,1.16,1039,275.15,9.2,5955,4.52,0.91
8151,5597361,K06601.01,17.9925973,135.4545,0.678,2.762,198.5,1.62,748,73.97,8.7,5931,4.351,1.087
8154,5617510,K06605.01,74.371666,187.379,0.6894,12.59,102.8,2.39,767,81.88,12.1,6865,3.742,2.211
8158,6603765,K06739.01,19.164111,139.8244,0.805,2.773,215.9,1.11,519,17.12,8.1,5103,4.65,0.674
8164,7381580,K06872.01,13.5164708,144.0259,0.1593,2.628,140.1,0.88,645,40.81,7.1,5442,4.6,0.747
8169,8256882,K07003.01,2.41194057,133.01849,0.579,1.787,67.3,1.35,1654,1771.98,10.6,5598,4.045,1.594
8171,8283875,K07007.01,0.800263219,132.06684,0.16,0.729,170.5,0.77,1240,561.84,13.2,4336,4.656,0.59
8173,9150870,K07136.01,441.17369,374.0092,0.3151,14.82,702,2.27,217,0.52,11.5,5610,4.551,0.858
8181,10002049,K07270.01,19.2532128,144.8407,0.247,1.674,219.3,1.42,692,54.13,7.4,6060,4.495,0.953
8185,11068630,K07404.01,1.817079849,131.90509,0.276,0.889,204.6,1.39,1454,1056.39,10.8,5808,4.503,0.963
8188,12454800,K07534.01,23.3787733,143.2743,0.2093,6.76,76,0.92,694,54.98,8.1,6210,4.424,1.054
8189,12458817,K07535.01,15.09984259,140.82,0.9711,0.222,484.8,4.11,576,25.98,6.7,5191,4.615,0.65
8191,12519942,K07539.01,15.3416245,134.98686,0.0481,2.126,269.6,1.3,605,31.63,9.2,5061,4.504,0.814
8197,3937814,K04084.02,10.72900793,134.68026,0.2652,0.696,404.3,1.78,722,64.33,10.1,5375,4.541,0.876
8198,3937814,K04084.03,8.19619768,135.10435,0.781,2.109,197.4,1.55,851,123.81,9.3,5323,4.378,0.995
8200,3733638,K06353.01,10.0714369,140.0456,0.006,6.891,49.5,1.98,1362,814.46,10.8,5768,3.633,2.81
8202,3748855,K06355.02,6.72876606,134.0424,0.5757,2.277,117.4,1.03,940,184.66,7.8,5823,4.489,0.919
8206,5021432,K06489.01,14.05652256,136.7555724,,2.56,,,,,,,,
8211,5633259,K06610.01,315.07717192,286.7429498,,10.31,,,,,,,,
8217,6614748,K06745.01,383.85362,426.5941,0.5927,9.76,422.9,2.78,314,2.29,7.5,6675,4.341,1.293
8218,6628926,K06746.01,2.564012541,134.2733914,0.166,0.9433,2551.9,7.27,1720,2065.56,5.3,6274,4.139,1.428
8222,6670610,K06752.01,8.9429645,137.26373,0.088,1.803,233.5,0.89,536,19.51,7.2,4183,4.655,0.594
8223,7447895,K06878.01,2.405625303,133.14221,0.467,0.6283,163.5,1.11,1180,459.66,12,5450,4.573,0.83
8226,7461521,K06882.01,0.7735301,132.1961,0.336,1.335,185.4,1.87,2474,8868.22,14.2,6296,4.217,1.35
8227,7537660,K06884.01,2.42186898,132.7886605,,6.22,,,,,,,,
8234,9203154,K07144.01,0.839907158,131.69426,0.23,1.019,119.6,0.92,1640,1705.12,10.7,5120,4.478,0.853
8237,9221627,K07148.01,1.7613778,132.989,0.159,1.355,359.3,2.32,1824,2621.69,10.5,6544,4.349,1.207
8243,10070479,K07282.01,1.758599866,131.7968,0.035,0.2729,237.8,1.6,1101,347.1,11.9,4744,4.606,0.725
8244,11134079,K07410.01,1.260575815,132.0569049,0.58,2.36064,154280,29.91,1410,935.7,781.2,5388,4.576,0.715
8245,11137061,K07411.01,1.88912273,132.953,0.477,4.219,60.2,0.59,1248,573.44,15.5,5413,4.578,0.754
8247,7119481,K00566.02,14.1573717,135.5991,0.138,3.786,130,1.1,778,86.67,9.3,6122,4.487,0.964
8250,8773015,K04301.02,6.31915999,134.14866,0.575,3.465,34.4,1.04,1369,829.72,9.8,6254,4.019,1.706
8251,9883606,K04383.02,2.58393841,131.80729,0.229,2.169,49.4,0.77,1470,1103.3,8.5,6164,4.378,1.09
8253,9836563,K04421.02,6.5595368,132.0079,0.378,4.324,26.3,0.62,1079,320.09,10.1,5950,4.323,1.196
8254,6508221,K00416.04,31.5322987,160.3251,0.0671,3.49,106.4,0.74,461,10.65,7.8,5183,4.608,0.739
8256,3831523,K06361.01,1.529283907,131.4176092,0.981,14.0075,54.8,2.26,2550,9998.13,41.5,6438,3.829,2.266
8264,10079420,K07607.01,54.54312996,169.8591463,,7.03,,,,,,,,
8273,4735826,K03184.03,4.02018903,134.84387,0.505,3.616,18.5,0.6,1337,754.66,14.4,5788,4.178,1.376
8277,2861126,K04957.02,4.98792404,133.6552,0.069,1.618,346.2,0.73,485,13.07,9.7,3606,4.859,0.395
8284,4758350,K06447.02,91.649983,175.7156,0.2136,10.294,193.6,2.27,568,24.57,8.7,6705,4.145,1.608
8289,3965201,K07546.01,44.113873,164.8337,0.032,3.956,196.3,4.9,1158,424.45,6.6,7854,3.669,3.462
8295,4862924,K07554.01,482.62011,314.0653,0.1786,12.86,324,1.98,263,1.12,8.1,6315,4.389,1.095
8298,5271090,K07558.01,10.1551587,139.292,0.2256,1.802,141.6,0.94,721,63.73,6.8,5275,4.505,0.796
8299,5444276,K07559.01,0.708965461,132.20988,0.6201,3.946,87.2,1.13,2417,8061.29,13.1,6528,4.384,1.155
8302,5878506,K07562.01,11.76872507,137.1077498,,1.11,,,,,,,,
8307,6443274,K07567.01,608.20572,160.7147,0.0082,13.63,554.2,1.46,143,0.1,11.3,4486,4.642,0.646
8309,5602588,K02369.03,7.2274321,134.4726,0.003,4.967,173.3,1.28,967,206.77,9.2,6075,4.486,0.969
8311,6876575,K07572.01,91.069934,196.391,0.5939,17.33,12.7,1.59,1103,349.47,8.7,9051,3.623,4.232
8321,8096395,K07587.01,366.088938,165.426,0.89,11.887,537.9,2.57,257,1.03,29,5941,4.464,0.945
8322,8168509,K07589.01,414.45008,318.0665,0.9853,19.15,729.5,7.01,364,4.17,19,7037,4.136,1.683
8323,10397751,K02859.05,5.43103616,134.41711,0.816,2.469,66.8,0.66,873,137.1,10.8,5374,4.555,0.721
8324,8297319,K07591.01,328.32211,144.0773,0.1169,13.53,399,1.3,193,0.33,8.2,4906,4.648,0.668
8325,8423344,K07592.01,381.97977,163.1805,0.2178,15.7,900,1.55,132,0.07,10.4,3761,4.724,0.526
8326,8444868,K07593.01,67.412998,196.1263,0.5109,9.1,126.1,1.57,572,25.32,6.2,6525,4.248,1.359
8328,8682094,K07596.01,359.8249913,284.5268595,,5.22,,,,,,,,
8330,9025662,K07599.01,293.70696,350.5928,63.9417,11.03,1575,6140.44,274,1.34,11.2,6054,4.508,0.893
8338,8848104,K07100.01,0.824851807,131.6271509,1.185,1.93637,30099,78,2539,9801.46,642.2,5658,3.903,1.654
8341,9837013,K07236.01,14.461834,137.2566,0.065,7.156,80.2,1.05,785,89.86,9,5457,4.239,1.196
8342,8652997,K05554.01,362.22202,385.738,0.5664,14.29,52.5,0.96,312,2.25,14.6,6113,4.168,1.277
8346,10813078,K05831.01,10.552241908,132.652083,0.025,2.7355,954,1.75,485,13.12,12.3,4031,4.666,0.585
8348,5184911,K02719.02,106.25976,132.2417,0.209,6.101,354,1.5,303,1.99,7.7,4827,4.508,0.823
8351,8265520,K07005.01,6.2089181,136.6828,0.6977,2.292,1664,9.2,1378,853.5,8.4,5548,3.797,2.113
8355,8394475,K07032.01,3.64049242,134.96786,0.181,1.194,42.1,0.61,1136,393.32,9.5,5745,4.503,0.936
8360,8973285,K04782.02,4.29251656,134.4818,1.007,4.254,249.5,3.66,1144,403.88,11,6032,4.485,0.973
8361,5966732,K06641.01,1.400903699,131.84562,0.196,0.883,136.5,1.16,1764,2284.73,9.8,6375,4.474,0.975
8365,6265961,K06680.01,5.52507406,135.15435,0.152,2.565,61.5,0.8,1028,263.79,9.8,5600,4.378,1.037
8366,8677057,K07903.01,0.694611128,131.93244,0.176,1.115,98.8,0.64,1415,945.45,9.3,4612,4.646,0.662
8369,10471113,K07332.01,0.933728196,131.5336,0.015,3.441,67.7,0.85,2006,3826.49,13.3,6170,4.43,1.032
8370,10546063,K07339.01,10.6982275,140.6793,0.032,3.198,246,1.73,919,168.88,9.1,6277,4.417,1.097
8377,3765692,K06358.01,3.09383248,132.75691,0.356,1.576,373.7,1.32,998,233.91,9.7,5327,4.646,0.681
8378,8702537,K07905.01,7.4751841,137.1908,0.309,5.166,28.1,0.85,1168,439.51,9.2,5616,3.98,1.602
8388,6859546,K06777.01,13.4450174,137.24788,0.531,2.118,196.2,1.08,606,31.92,8.3,5003,4.553,0.759
8408,10665228,K07358.01,11.3251153,137.2423,0.352,2.126,297.2,1.26,674,48.78,7,5334,4.574,0.727
8411,6452742,K06715.01,0.687772143,131.8669185,1.166,2.56725,40368,46.27,2097,4569.67,679.8,5885,4.413,0.933
8419,6423922,K06705.01,0.9951412,131.5268,0.998,5.588,101.7,0.22,509,15.69,17.6,3325,5.364,0.109
8423,10586619,K07345.01,377.501257,278.8375,0.033,11.98,541.4,2.16,242,0.81,13.9,5751,4.508,0.94
8425,10680424,K07361.01,0.92623983,131.7203,0.058,1.267,411.4,1.16,1208,504.34,9.1,4494,4.692,0.591
8427,8105398,K05475.02,5.68325648,134.87698,0.844,1.778,44.6,0.97,1257,589.92,10,6072,4.133,1.286
8438,8216763,K04838.02,6.33342309,133.7198,1.101,3.46,123.3,7.62,625,36.11,7.5,4352,4.671,0.613
8445,7868967,K06925.01,12.9489256,142.445,0.0847,2.162,331,0.94,416,7.09,7.2,3867,4.734,0.525
8452,4274071,K06399.01,6.76890076,133.07724,0.15,3.616,123.1,1.24,1017,253.3,10.8,5737,4.327,1.125
8461,8845552,K07099.01,34.0357766,138.9291,0.6983,3.849,386.6,1.05,337,3.06,9.6,4367,4.739,0.501
8462,11904704,K07489.01,0.565713361,131.66357,0.23,0.954,86.4,0.81,1917,3197.67,11.6,5220,4.48,0.881
8465,6436505,K06707.01,43.535891,155.20055,0.258,4.712,576.6,1.86,444,9.19,13.9,5481,4.592,0.778
8475,6763884,K06763.01,2.44693823,133.00092,0.611,0.954,26.4,0.56,1379,855.53,9,5821,4.419,1.033
8485,4074736,K01328.01,80.9669561,160.97672,0.007,2.5276,4733,5.04,364,4.14,52,5611,4.61,0.737
8489,8814872,K05574.01,373.41509,346.9457,0.0532,6.617,1806,2.55,158,0.15,10,4236,4.642,0.612
8490,10685764,K05822.01,17.634272,133.29332,0.1876,1.387,76.7,1.69,842,118.84,9.7,4885,3.815,1.979
8493,9958962,K00593.04,240.192808,168.3047,0.814,9.72,605.8,2.68,298,1.86,12,6004,4.484,0.977
8497,4760959,K06449.01,29.9315174,135.0082,0.5986,2.53,353,1.58,517,16.9,5.6,5551,4.57,0.809
8500,8958939,K07117.01,8.2927558,135.0352,0.6346,4.784,103.3,1.01,927,174.36,8.4,6146,4.497,0.943
8506,10028792,K01574.04,8.9772888,133.44748,0.702,4.72,97.5,1.79,1113,362.75,10.3,5597,3.963,1.699
8508,6947623,K06793.01,3.62657392,133.57658,0.306,1.791,98.5,0.79,1014,250,10.7,5416,4.579,0.8
8513,11244571,K07427.01,7.8935324,133.8053,0.303,3.444,47.6,0.78,1052,289.79,8.3,6306,4.346,1.109
8514,11288772,K07435.01,1.36752316,131.77163,0.299,1.208,61,0.82,1684,1899.59,11.7,5836,4.417,1.048
8516,9043947,K07920.01,1.04347858,131.8424,0.497,2.012,22.5,1.09,2688,12313.82,8.6,6014,3.843,2.246
8522,8971044,K05592.01,482.51701,276.2043,0.0846,14.791,573,2.3,242,0.8,10.3,6168,4.488,0.96
8524,8105719,K05476.01,148.179343,202.2788,0.102,12.733,466.6,2.52,367,4.29,12.5,5635,4.278,1.183
8530,4995716,K06484.01,16.1191449,146.7978,0.6704,3.039,262.2,1.34,619,34.7,8.2,5319,4.514,0.783
8534,9340411,K07162.01,5.1581317,131.7314,0.032,7.773,37.9,2.02,1642,1720.62,13,5155,3.511,3.355
8536,9490342,K07180.01,487.83894,606.1226,0.1252,32.77,453.3,3.94,298,1.88,8.8,5421,3.882,1.877
8537,2854181,K02232.02,12.834857,134.37229,0.278,2.092,293.9,1.73,755,76.96,9.4,5492,4.389,1.016
8539,7217088,K06849.01,12.54474243,139.58304,0.185,1.24,263.1,1.88,840,117.9,10.8,5767,4.316,1.159
8544,11602794,K07460.01,5.70509519,136.20183,0.469,1.58,283.6,1.58,947,189.8,9.2,5455,4.448,0.927
8548,10647452,K04366.01,0.762950224,131.9157,0.197,1.133,187.3,1,1651,1763.73,15.8,5385,4.61,0.731
8549,8278685,K04435.01,10.8614163,136.8213,0.939,6.02,64.8,1.01,899,154.68,12.9,6339,4.454,1.017
8550,7777818,K04380.01,5.78159956,136.77178,0.66,2.222,72.8,1.7,1475,1117.19,16.4,6443,4.023,1.884
8551,5385410,K04323.01,11.49589567,139.38053,0.295,2.256,108.3,1.59,1057,295.46,13.2,6290,4.133,1.506
8556,8352009,K05506.01,641.60204,170.8404,0.3218,16.762,237.3,1.61,230,0.66,10.6,6277,4.449,1.031
8557,9166700,K05632.01,264.466625,134.96749,0.129,6.371,437.3,2.61,346,3.41,27,6551,4.337,1.236
8566,9640123,K07209.01,8.2553499,135.17,0.918,3.959,54.5,3.28,1462,1079.27,10,5403,3.559,3.6
8571,3230805,K03068.02,6.65171459,137.6781,0.408,2.325,151.5,0.84,713,61.01,10,4889,4.637,0.686
8572,7592529,K06889.01,75.906736,185.6963,0.0506,11.64,26.9,0.63,507,15.65,9.2,6140,4.248,1.206
8575,7755741,K06913.02,1.75173647,132.2995,0.6637,5.122,68.4,3.86,4900,136315.31,10.2,10894,3.667,4.378
8582,8937762,K04668.01,15.07277287,143.96955,0.891,0.7794,345,1.73,635,38.57,13,5521,4.594,0.771
8587,8474892,K05520.01,199.4424134,240.8521,1.1877,7.2533,32172,56.11,344,3.32,486.4,5869,4.288,1.17
8589,5466109,K06582.01,2.43135542,133.92077,0.12,1.401,123.6,1.07,1422,965.4,9.3,6231,4.488,0.955
8593,5702770,K06617.01,8.0018897,135.4193,0.442,3.425,102.7,0.9,864,131.75,9.8,5830,4.54,0.876
8594,9674320,K07223.01,317.062416,297.8371,0.673,7.438,442.9,1.59,218,0.54,9.8,5366,4.625,0.715
8601,7100673,K04032.05,7.23524221,135.23173,0.182,2.685,60,0.82,948,191.14,15.2,5574,4.354,1.065
8602,3765917,K04526.02,11.8187288,132.51,0.282,4.017,249,2.09,919,168.38,10.3,5803,4.211,1.328
8614,10140122,K04545.01,0.849362238,132.14191,0.453,1.36,114.9,0.85,1498,1190.04,11.9,4973,4.595,0.788
8617,5289857,K05150.01,26.524553,156.16784,0.218,2.359,174.5,2.19,695,55.06,10.2,4995,3.954,1.703
8623,11456256,K05901.01,61.611129,133.8909,0.364,14.96,82.9,1.29,597,30.02,22,6533,4.227,1.386
8625,5809372,K06630.01,34.6506368,143.0279,0.973,10.287,502.5,12.35,1191,476.15,21.6,6681,3.465,4.185
8630,10066755,K07281.01,2.46506501,132.8845,0.6323,6.218,39.8,1.14,1999,3777.82,10.3,6881,4.101,1.714
8641,2557350,K06276.01,3.09872834,134.39281,0.133,1.89,248,0.64,579,26.6,10.1,3628,4.842,0.41
8642,8120820,K06971.01,129.222771,255.1859,0.867,7.272,445.3,2.01,288,1.63,12,4934,4.515,0.809
8643,8145958,K06978.01,3.07551068,134.46857,0.005,1.683,46.1,0.84,1389,879.95,10.1,5763,4.256,1.242
8645,8227464,K06994.01,4.25907841,135.5815,0.362,4.513,28.1,0.7,1253,583.12,11.5,5560,4.173,1.316
8646,8248103,K07002.01,4.83014159,134.64407,0.034,0.957,192,1.3,1039,275.02,11.7,5693,4.467,0.939
8650,8579684,K07594.01,2.08802799,132.08475,0.9865,24.017,70.8,1.93,2003,3806.17,60.5,6593,4.117,1.67
8655,3849187,K04780.01,6.60180003,137.476,0.204,2.624,213.4,1.25,875,138.25,8.1,5591,4.559,0.86
8658,8880317,K07915.01,382.5891,372.8314,0.042,11.7,298.2,2.15,305,2.05,10.5,6337,4.261,1.239
8664,12170767,K05960.01,32.4185265,161.4252,0.7105,5.154,110.7,1.62,687,52.7,7.9,5622,4.044,1.441
8666,6128245,K06666.01,1.118510435,131.60882,0.251,1.111,72.7,0.75,1684,1898.51,9.9,5918,4.544,0.865
8667,6187508,K06672.01,2.28494301,132.92343,0.013,1.01,161.8,1,1180,458.39,10.6,5396,4.571,0.789
8668,6209225,K06676.01,439.21978,523.3139,0.2863,9.392,342.3,1.81,266,1.18,10.3,6553,4.479,0.962
8678,2716979,K06291.01,8.8324193,137.7004,0.185,2.252,74.1,0.98,999,234.99,8.1,6060,4.29,1.133
8686,8443812,K07041.01,8.3613732,139.2515,0.067,3.649,104.7,0.79,793,93.31,9.5,5470,4.509,0.777
8687,11559304,K07617.01,12.9284553,137.18564,0.2446,2.49,297.9,0.64,343,3.26,8.2,3578,4.893,0.375
8688,10118266,K04755.01,3.74318005,135.13816,0.952,1.111,237.5,1.75,999,235.28,10.5,5207,4.516,0.851
8690,6426592,K03554.01,394.67816267,346.1399939,0.708,6.05443,253380,52.16,235,0.72,1500.7,5780,4.505,0.83
8698,10991389,K05850.01,303.226376,344.05409,0.1097,1.802,1464,3.66,274,1.33,12.7,5952,4.469,0.955
8700,11080702,K05863.01,8.67237968,132.55073,0.1385,2.826,99.1,0.87,825,109.61,12.3,5620,4.498,0.882
8706,6551106,K06731.01,3.84615171,133.3817,0.153,2.24,137.1,1.14,1199,487.47,9.3,6106,4.487,0.966
8710,10812541,K07375.01,4.84847245,131.90954,0.191,0.874,554.7,1.51,667,46.85,11.4,4137,4.625,0.647
8714,12266636,K01522.02,12.654896,134.6826,0.009,4.325,100.6,1.02,801,97.41,10.4,5833,4.407,1.022
8716,3356193,K06331.01,5.8229815,133.999,0.395,2.8,281.6,1.36,914,165.12,8.1,5704,4.575,0.804
8718,3748855,K06355.01,4.37198905,131.90923,0.177,2.177,103.7,0.93,1085,327.65,9.9,5823,4.489,0.919
8720,8479107,K07045.01,0.76757669,131.819082,0.821,2.04757,157610,34.23,1530,1294.42,431.3,5182,4.635,0.627
8723,8625408,K07073.01,279.036565,246.6289,1.198,31.92,395.2,30.25,323,2.58,31.7,6072,4.285,1.273
8733,6762188,K05323.01,7.155547398,133.998101,0.883,4.5711,2568.8,48.93,2049,4166.27,124.6,4992,2.947,8.052
8735,4813750,K05088.01,49.1782244,165.7659,0.315,5.8,449,1.79,468,11.32,9.4,5674,4.473,0.839
8736,11098704,K05868.01,22.7783121,145.96798,0.3499,1.037,155.6,1.89,863,130.87,7.3,6538,4.162,1.477
8742,6842345,K06774.01,17.3816224,142.4067834,0.666,2.73456,59099,26.55,756,77.09,1149.7,6116,4.407,1.02
8745,11092783,K07408.01,5.15998178,132.69545,1.306,3.356,412.4,19.07,574,25.63,9.9,3900,4.727,0.534
8747,11282568,K07430.01,1.320499473,132.61488,0.15,1.184,204,18.94,4477,95168.65,12,5172,2.693,13.454
8751,10916600,K02623.02,4.02664625,134.3954,0.094,3.771,30,0.68,1318,715.51,8.9,6187,4.341,1.238
8752,3936061,K06372.01,71.008017,140.865,0.1788,5.395,170.2,1.11,419,7.27,6.6,5847,4.526,0.849
8757,8760760,K07088.01,2.68814059,132.66869,0.532,1.12,145.2,0.92,1135,392.64,9.1,5636,4.613,0.734
8766,4918303,K05104.01,21.1579573,150.5824,0.775,4.706,215.9,1.63,682,51.22,10.2,6063,4.476,1.012
8767,11340218,K05885.01,111.149082,193.6316,0.1665,2.911,394.2,1.87,364,4.16,5.9,5763,4.511,0.948
8768,11393248,K05892.01,37.959659,145.234,0.3842,2.793,287.9,1.41,484,12.93,6.9,5573,4.558,0.827
8769,10055126,K01608.03,232.040326,262.2531,0.61,12.235,290.8,2.05,327,2.71,15.2,5903,4.3,1.156
8771,6867219,K06783.01,11.8496351,140.3663,0.607,3.319,183.8,1.31,802,97.71,9.6,6032,4.508,0.929
8777,11411639,K07445.01,6.933574,134.558,0.05,2.43,276.7,1.3,829,111.53,8,5510,4.584,0.793
8779,11551652,K07455.01,3.773744,131.8309,0.9606,15.2,85.2,2.44,2001,3791.11,5.7,7302,3.965,2.069
8782,7174617,K06156.01,1.608363345,131.58432,0.608,2.1988,96134,19.36,1133,390.1,312.3,5022,4.668,0.589
8783,6606438,K02860.01,103.4269873,220.22869,0.013,5.03,950.1,3.16,416,7.08,17.8,6208,4.454,1.024
8787,9085039,K07129.01,64.1983721,147.98378,0.347,0.934,248.2,1.74,506,15.49,6.8,6088,4.329,1.077
8795,3548645,K04991.01,211.330867,244.953,0.055,4.66,531,2.09,300,1.92,7.5,5941,4.519,0.911
8798,5110453,K05126.01,418.04355,194.7139,0.8391,10.777,481.6,13.73,463,10.83,10.8,5110,3.184,5.469
8800,9145861,K06194.01,42.294739,133.8808,1.145,34.63,254.2,140.14,1083,324.71,25.2,4926,3.02,7.849
8801,3645438,K04385.03,17.3695112,136.6159,0.28,4.012,314,1.45,588,28.35,8.6,5119,4.508,0.834
8807,7335514,K06860.01,0.576732089,132.07378,0.518,1.856,35.4,0.43,1537,1316.33,9.1,4524,4.576,0.717
8808,11773625,K07479.01,7.1969168,133.4145,0.502,4.525,47.1,1.1,1132,388.54,10.4,5530,4.045,1.575
8816,4764969,K06450.01,0.602277579,131.5303,0.7502,2.38,34.6,0.78,2699,12545.82,26.7,6510,4.256,1.228
8838,7695445,K06906.01,1.74336627,132.8574,1.855,10.405,451,140.49,2029,4006.15,20.8,6640,4.208,1.478
8839,12067960,K07510.01,5.60682001,135.84466,0.156,2.714,150.7,1.04,942,186.43,9.9,5699,4.553,0.853
8854,5115688,K06526.01,486.77832,529.0865,0.1737,15.29,370.8,9.3,409,6.6,10.4,5039,3.295,4.95
8857,10199984,K05776.01,198.6004,163.566,0.648,3.53,300.8,4.6,458,10.45,9.8,5357,3.641,2.522
8861,5816144,K06137.01,12.4970599,140.8987,0.65,3.877,180,1.44,839,117.3,10.6,6174,4.445,1.021
8863,9008737,K02768.03,11.83271013,137.5928634,0.548,6.152,176.3,1.17,728,66.51,12.7,5639,4.551,0.859
8870,12555616,K07540.01,21.980467,150.728,0.417,4.78,96,0.92,625,36.07,10.1,5573,4.418,0.936
8873,5003670,K04524.03,3.33930957,134.15098,0.934,2.597,91.3,1.2,1205,498.37,10.7,5700,4.434,1.006
8882,5263167,K06546.01,3.39401963,134.37164,0.166,2.984,98.4,1.03,1306,689.16,10,6181,4.431,1.029
8883,5295206,K06557.01,6.63448023,137.0694,0.116,3.603,71.2,1.04,1177,453.27,10.3,6463,4.313,1.225
8885,10053138,K07279.01,11.7728146,138.78586,0.407,4.132,77.1,0.93,788,90.86,9.9,5410,4.333,1.056
8893,9391817,K05663.01,140.884533,243.1411,0.013,10.245,158,1.52,392,5.6,16.4,5960,4.306,1.213
8895,9456887,K05677.01,20.5142642,148.7293,0.256,3.524,153.2,1.14,598,30.28,9,5221,4.422,0.936
8899,11856178,K06246.01,9.13315062,139.9861,0.275,2.1557,231.2,1.48,900,155.42,23,6122,4.487,0.964
8902,8098960,K06966.01,8.47484677,138.47733,0.872,2.067,217.8,1.35,780,87.55,9.7,5564,4.587,0.785
8928,7103300,K06819.01,3.226232203,134.41924,0.145,0.4022,36.3,1.01,1620,1627.1,9.9,6534,4.203,1.437
8929,11672354,K07471.01,5.29655591,131.8704,0.37,3.93,135.4,1.3,1156,421.14,9.3,6268,4.429,1.1
8935,10253977,K08201.01,392.601892,496.9922,0.713,3.21,779,2.25,204,0.41,7.8,5307,4.605,0.753
8939,10351947,K08205.01,260.446151,235.469,0.896,9.314,713.9,25.39,608,32.37,16.8,4845,2.897,7.796
8942,2834463,K06293.01,5.88836941,136.02799,0.249,1.05,119.9,1.21,1125,379.27,8.3,6243,4.39,1.084
8945,12600735,K00548.02,6.0799457,136.444,0.097,2.706,55.1,0.86,1101,348.11,7.3,6008,4.35,1.168
8947,2299738,K07628.01,1.8134378,132.6703,0.418,7.776,97.4,0.69,1158,423.67,19.1,5094,4.618,0.7
8957,7137213,K03907.01,28.64338839,141.22933,0.968,1.2246,624.3,5.82,871,136.32,23.1,6507,4.002,1.767
8960,10352333,K03991.01,1.570592397,131.530377,0.031,0.623,214.4,1.37,1480,1135.98,29.7,5519,4.431,0.921
8962,10160922,K07990.01,87.487573,154.5163,0.127,5.881,528.7,1.87,377,4.79,8.4,5774,4.567,0.818
8963,10198225,K07991.01,11.9451376,142.3107,0.443,6.893,63.3,3.32,1337,755.16,12.4,5094,3.38,4.163
8964,10214341,K07992.01,277.13367,400.4719,0.662,9.67,321.2,1.84,307,2.09,8.7,6461,4.474,0.971
8984,2834805,K07638.01,25.0032023,140.90106,0.756,5.498,64.1,1.47,837,116.27,12.6,6148,4.055,1.685
