rowid,koi_disposition,isExoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
4113,FALSE POSITIVE,0,134.4665,265.424,0.2848,5.27,1032,2.48,280,1.45,6.7,,,4891,4.524,0.791,290.62686,41.4604,15.126
4114,FALSE POSITIVE,0,0.909314811,131.72281,0.722,2.2053,40.5,0.99,2503,9311.68,30.2,1,q1_q17_dr25_tce,6508,4.163,1.447,292.61426,41.437229,12.73
4115,CONFIRMED,1,207.24785,213.03458,0.21,6.159,809.2,1.56,189,0.3,13.2,1,q1_q17_dr25_tce,4339,4.711,0.553,284.56689,49.01255,15.142
4116,FALSE POSITIVE,0,186.55347,173.0531,0.2803,13.57,334.5,1.86,341,3.18,11,,,6187,4.446,1.006,287.56268,45.679008,14.905
4117,CANDIDATE,1,5.99078221,134.53899,0.944,1.699,69.9,1.03,987,223.93,8.6,1,q1_q17_dr25_tce,5721,4.442,0.972,299.3028,41.441017,10.884
4118,FALSE POSITIVE,0,14.0801852,137.3331,0.308,3.402,90.7,1.04,798,95.62,6.9,1,q1_q17_dr25_tce,5984,4.421,1.089,290.27658,41.269341,12.966
4119,FALSE POSITIVE,0,2.440839436,133.8407,1.253,0.968,509.5,21.29,986,223.8,14.4,1,q1_q17_dr25_tce,4803,4.623,0.698,297.05902,49.4785,15.877
4120,CANDIDATE,1,19.2527652,144.2659,0.028,4.862,138.5,1.24,740,71.04,10.8,1,q1_q17_dr25_tce,6258,4.442,1.046,288.70859,46.018188,14.851
4121,FALSE POSITIVE,0,3.28931936,133.90141,1.422,1.921,166,50.51,1364,818.01,11.1,1,q1_q17_dr25_tce,6335,4.427,1.072,296.06665,39.938011,14.806
4122,FALSE POSITIVE,0,1.08195208,131.5252,0.257,4.807,33.6,0.47,1526,1275.68,12.4,1,q1_q17_dr25_tce,5233,4.489,0.824,299.0098,46.684738,13.881
4123,FALSE POSITIVE,0,0.512583041,131.77571,0.116,1.498,114.3,1.07,2363,7320.09,17.1,1,q1_q17_dr25_tce,6077,4.471,0.999,295.46341,46.01123,15.484
4124,CANDIDATE,1,2.29794819,131.49826,0.108,2.84,83.2,0.98,1547,1352.14,12.2,1,q1_q17_dr25_tce,6371,4.426,1.072,294.69696,46.720188,15.079
4125,FALSE POSITIVE,0,368.11581,227.4962,0.0125,13.52,476.2,2.11,263,1.12,11.2,,,6122,4.487,0.964,286.78354,44.73737,15.125
4126,FALSE POSITIVE,0,368.52466,236.3783,0.5045,11.9,680.3,3.05,288,1.62,14,,,6343,4.411,1.137,286.58829,44.640411,15.484
4127,CONFIRMED,1,4.54586982,131.52442,0.563,1.756,76.5,0.65,868,134.21,24.4,4,q1_q17_dr25_tce,5051,4.562,0.721,289.75229,41.634605,8.717
4128,CANDIDATE,1,3.48754109,134.16018,0.32,1.811,85.1,0.72,988,224.74,7.3,1,q1_q17_dr25_tce,5252,4.593,0.783,292.02829,43.946362,14.371
4129,FALSE POSITIVE,0,0.542498653,132.0117,0.3422,4.257,54.9,2.25,5157,167191.11,19.8,,,8711,3.795,2.954,294.01822,38.226292,10.326
4130,CANDIDATE,1,8.0772455,132.649,0.984,7.272,79.2,2.61,1228,537.66,12.5,1,q1_q17_dr25_tce,5684,3.915,2.032,293.43478,41.716881,14.579
4131,FALSE POSITIVE,0,364.08733,287.6056,0.1702,14.09,372,1.39,211,0.47,8.8,1,q1_q16_tce,5376,4.601,0.727,291.22043,43.574268,14.816
4132,FALSE POSITIVE,0,21.5819776,146.0691,0.036,13.734,47.6,0.91,746,73.01,17.3,1,q1_q17_dr25_tce,5601,4.144,1.342,289.61856,47.557968,11.981
4133,CANDIDATE,1,5.75651958,136.97726,0.247,2.309,65.3,0.83,1089,332.97,11.2,1,q1_q17_dr25_tce,6208,4.454,1.024,283.70471,47.385288,13.666
4134,CANDIDATE,1,91.95723,183.0248,0.015,10.471,308.4,2.66,497,14.41,12.3,1,q1_q17_dr25_tce,5854,4.114,1.528,289.90417,38.651371,14.876
4135,CANDIDATE,1,7.51731745,137.59704,0.256,2.484,170.7,1.19,861,129.74,10.7,1,q1_q17_dr25_tce,5525,4.488,0.923,298.75836,41.631031,15.029
4136,FALSE POSITIVE,0,3.08723626,132.90519,0.2516,2.615,101.9,1.2,1451,1046.77,12.1,1,q1_q17_dr24_tce,6418,4.395,1.171,296.66855,43.540569,14.966
4137,FALSE POSITIVE,0,0.592562969,131.9017,1.252,3.0869,1546.4,25.97,1967,3520.7,100.4,1,q1_q17_dr25_tce,5728,4.575,0.804,291.91415,37.807819,15.784
4138,CANDIDATE,1,44.6966177,155.6611,0.373,10.532,257.3,2.46,637,38.95,15.3,1,q1_q17_dr25_tce,5929,4.123,1.518,295.59735,43.596401,14.875
4139,CANDIDATE,1,8.5275894,137.2755,0.311,2.959,112.5,1.28,1049,286.1,10.4,1,q1_q17_dr25_tce,6469,4.385,1.193,291.12744,47.938801,14.765
4140,CANDIDATE,1,3.07714195,133.4849,0.983,3.571,34.2,1.08,1493,1175,9.9,1,q1_q17_dr25_tce,6108,4.251,1.336,291.88797,43.649811,12.889
4141,CANDIDATE,1,3.83488354,135.08701,0.242,2.026,243,1.2,1003,239.15,10.9,1,q1_q17_dr25_tce,5515,4.592,0.775,295.36145,45.914841,15.972
4142,FALSE POSITIVE,0,5.81289843,131.5613,0.499,3.979,76.3,0.93,1102,348.61,9.5,1,q1_q17_dr25_tce,6175,4.41,1.041,285.56747,38.040691,14.51
4143,FALSE POSITIVE,0,6.44173995,136.77753,0.3252,1.635,107.7,1.41,1175,451.14,10.5,1,q1_q17_dr24_tce,6088,4.225,1.339,298.91083,42.18504,13.861
4144,FALSE POSITIVE,0,0.631106722,131.89801,0.194,0.9942,49.2,0.63,1945,3367.19,17.6,1,q1_q17_dr25_tce,5400,4.443,0.898,295.66672,43.37035,13.572
4145,FALSE POSITIVE,0,176.17377,144.8337,0.2545,14.58,349.9,1.76,323,2.57,8.2,,,5957,4.506,0.937,290.57632,41.546188,15.601
4146,CONFIRMED,1,114.336052,216.7966,0.529,14.077,239.8,2.09,429,8.02,13,1,q1_q17_dr25_tce,5802,4.218,1.316,290.14655,39.665821,15.015
4147,FALSE POSITIVE,0,0.63938062,131.894673,1.377,1.2067,308,51.53,2566,10289.98,97.5,1,q1_q17_dr25_tce,6607,4.363,1.204,293.52997,45.66433,13.725
4148,CANDIDATE,1,8.8233996,136.8921,0.022,6.735,104.6,1.13,929,176.13,13.3,1,q1_q17_dr25_tce,5602,4.269,1.121,285.59543,40.679722,14.598
4149,FALSE POSITIVE,0,0.566801045,131.79795,0.628,1.7499,188.3,1.42,2348,7209.06,34.9,1,q1_q17_dr25_tce,6106,4.405,0.982,292.93552,42.824871,14.498
4150,FALSE POSITIVE,0,0.992799002,131.70842,1.3295,3.4878,1653,40.12,1933,3302.31,97.8,,,6217,4.472,0.989,293.94012,40.447189,15.106
4151,CONFIRMED,1,1.5184181,132.138,0.561,2.842,196.8,1.85,1926,3261.65,15.9,1,q1_q17_dr25_tce,6302,4.259,1.269,289.87506,43.420959,14.118
4152,FALSE POSITIVE,0,0.96807117,132.44697,0.53,1.677,104.8,0.72,1487,1157.58,15.4,2,q1_q17_dr25_tce,5367,4.639,0.687,300.23587,44.76952,15.247
4153,FALSE POSITIVE,0,3.55661906,133.4975,0.384,5.396,23.3,0.72,1518,1254.47,11.4,1,q1_q17_dr25_tce,6018,4.081,1.458,297.09583,46.211021,12.84
4154,CANDIDATE,1,40.0691482,143.73713,1.125,2.928,784.1,13.25,458,10.42,10.5,1,q1_q17_dr25_tce,5485,4.575,0.762,299.01312,41.329311,15.618
4155,CANDIDATE,1,11.6933447,142.6574,0.353,6.551,66.9,1.12,950,192.95,12.7,1,q1_q17_dr25_tce,6049,4.248,1.354,289.77954,41.214409,13.848
4156,FALSE POSITIVE,0,0.56256804,131.72497,0.692,1.686,4.5,0.63,5127,164220.08,11.8,1,q1_q17_dr25_tce,9005,3.84,2.773,293.72,39.446449,9.121
4157,FALSE POSITIVE,0,8.79991878,132.88614,1.6053,41.564,869.1,224.56,1979,3624.62,236.1,,,8092,3.725,3.267,289.26575,40.255482,11.04
4158,CANDIDATE,1,4.02745396,133.12194,0.304,1.33,85.2,0.98,1250,577.46,10.8,1,q1_q17_dr25_tce,6174,4.398,1.041,300.6496,44.05574,13.685
4159,CANDIDATE,1,4.96061094,135.32139,0.058,2.864,20.4,0.59,1272,618.99,12.5,1,q1_q17_dr25_tce,6117,4.244,1.298,283.35046,45.339111,11.525
4160,FALSE POSITIVE,0,349.03703,331.8869,0.1215,4.76,777,2.27,231,0.67,11.6,,,5583,4.559,0.824,290.16418,41.782631,15.499
4161,FALSE POSITIVE,0,177.8135,205.1936,0.2043,9.76,417.7,1.83,310,2.17,8.8,,,5822,4.529,0.898,294.12762,43.975128,15.234
4162,CANDIDATE,1,1.4733245,132.85599,0.197,1.406,124,1.03,1576,1453.8,11.9,1,q1_q17_dr25_tce,5751,4.431,0.921,297.60236,40.803219,15.078
4163,CONFIRMED,1,101.952048,206.3499,0.084,5.991,152.5,1.31,428,7.92,10.3,1,q1_q17_dr25_tce,6210,4.407,1.054,297.27087,46.928421,13.658
4164,FALSE POSITIVE,0,2.41795911,132.5063,0.145,2.727,100.5,0.53,878,140.54,10.1,1,q1_q17_dr25_tce,4623,4.719,0.534,291.20007,39.053982,15.121
4165,FALSE POSITIVE,0,183.854867,211.4887,0.4202,14.996,520.6,2.4,345,3.36,10.8,,,6225,4.45,1.031,294.91486,43.862431,15.448
4166,CANDIDATE,1,5.93218209,135.63378,0.097,4.507,205.3,1.39,1000,235.68,14.9,1,q1_q17_dr25_tce,5843,4.474,0.977,296.77414,40.793282,15.466
4167,CANDIDATE,1,96.384483,144.86825,0.095,5.253,591,2.41,400,6.03,10.4,1,q1_q17_dr25_tce,5919,4.485,1,284.68292,41.592411,15.602
4168,CANDIDATE,1,6.05552018,131.59851,0.19,2.818,134.6,0.92,844,119.89,9.8,1,q1_q17_dr25_tce,5352,4.585,0.805,295.47382,39.124561,14.772
4169,CONFIRMED,1,12.4418003,134.6507,0.043,3.572,78.4,0.57,576,26.03,11.4,5,q1_q17_dr25_tce,4926,4.653,0.662,283.21274,45.349861,13.725
4170,CANDIDATE,1,54.333582,144.7536,0.823,10.545,152,1.7,513,16.37,10.5,1,q1_q17_dr25_tce,5500,4.228,1.221,285.15942,47.88274,14.487
4171,CANDIDATE,1,4.11754421,132.79189,0.312,4.362,34.3,1.02,1581,1477.06,22.1,1,q1_q17_dr25_tce,6263,4.024,1.726,287.6376,46.204411,10.335
4172,FALSE POSITIVE,0,293.60581,373.1896,0.0927,11.07,165.3,1.37,295,1.79,8.4,,,6167,4.444,1.064,290.0632,41.81522,14.279
4173,FALSE POSITIVE,0,2.78801663,132.5612,0.796,17.354,14,0.91,2287,6451.74,21.8,1,q1_q17_dr25_tce,7523,3.986,2.206,298.96481,44.45277,12.133
4174,CONFIRMED,1,3.94660745,132.24892,0.278,2.705,309.4,1.4,981,218.91,12.7,1,q1_q17_dr25_tce,5376,4.576,0.806,284.87134,49.775909,15.923
4175,FALSE POSITIVE,0,4.99473798,136.1785,0.46,3.05,99.5,0.82,917,167.06,17.5,1,q1_q17_dr25_tce,5406,4.569,0.819,282.61804,46.787521,13.819
4176,CANDIDATE,1,122.749053,170.9953,0.997,8.342,1041.2,6.13,348,3.48,15,1,q1_q17_dr25_tce,5619,4.488,0.976,292.98517,46.506569,15.511
4177,CANDIDATE,1,4.37992345,133.99121,0.728,4.949,15.5,0.81,1608,1579.65,13.9,1,q1_q17_dr25_tce,6311,3.993,1.918,288.59967,46.031712,10.438
4178,FALSE POSITIVE,0,368.48518,174.9473,0.5758,11.26,301.8,1.98,283,1.52,13.7,,,6140,4.354,1.096,287.08252,46.104069,14.178
4179,FALSE POSITIVE,0,169.894419,201.4552,0.3241,2.525,178.7,2.66,492,13.85,6.3,,,6382,3.94,1.961,288.84711,39.934311,11.998
4180,FALSE POSITIVE,0,26.190289,143.22089,0.109,2.148,51.8,1.05,793,93.35,9.3,1,q1_q17_dr25_tce,6434,4.208,1.441,297.77899,39.776001,11.66
4181,FALSE POSITIVE,0,203.511886,329.4945,0.3979,3.671,167.1,2.07,442,9.02,9.3,,,6967,4.193,1.565,296.17621,43.931751,12.341
4182,CANDIDATE,1,3.70858595,134.47308,0.115,1.94,305.4,1.33,995,231.84,11.3,1,q1_q17_dr25_tce,5420,4.596,0.771,291.64294,37.632408,15.947
4183,CANDIDATE,1,9.4527721,135.7805,0.746,3.817,197.3,1.3,832,113.38,11.3,1,q1_q17_dr25_tce,5973,4.547,0.857,290.7377,45.725368,15.58
4184,CANDIDATE,1,4.3638313,135.33772,0.39,1.457,194.1,1.08,976,214.31,10.3,1,q1_q17_dr25_tce,5623,4.596,0.763,287.50766,44.31424,15.642
4185,CONFIRMED,1,6.18943952,134.78,0.334,2.3316,83.2,0.65,783,88.79,26.8,3,q1_q17_dr25_tce,5051,4.562,0.721,289.75229,41.634605,8.717
4186,CANDIDATE,1,6.83006228,135.76099,0.006,3.315,187.4,1.09,882,142.95,12.1,1,q1_q17_dr25_tce,5807,4.576,0.8,289.26697,51.751221,15.17
4187,CANDIDATE,1,17.1622587,148.6441,1.201,4.668,312.2,22.42,674,48.86,11.7,1,q1_q17_dr25_tce,5729,4.509,0.939,294.22134,39.989521,14.841
4188,CANDIDATE,1,5.19898615,133.05317,0.428,2.359,136.8,1.04,1035,271.21,11.5,1,q1_q17_dr25_tce,6058,4.54,0.867,298.78278,48.312809,14.652
4189,CONFIRMED,1,8.70179611,138.24633,0.045,3.048,304.1,1.37,750,74.58,11.8,1,q1_q17_dr25_tce,5295,4.548,0.8,295.90503,45.40543,15.85
4190,CANDIDATE,1,14.74426,135.04,1.063,8.168,113.6,8.1,784,89.04,11.9,2,q1_q17_dr25_tce,6146,4.454,0.987,301.56284,44.240391,13.775
4191,FALSE POSITIVE,0,0.933747395,131.51671,0.541,4.798,30.9,1.24,2596,10738.05,26.7,1,q1_q17_dr25_tce,5574,3.818,2.174,292.79254,47.576721,12.877
4192,FALSE POSITIVE,0,14.1166583,136.3632,1.9614,9.12,449.3,238.66,1205,497.8,5.9,,,6526,3.883,2.238,297.85822,41.330231,13.572
4193,CANDIDATE,1,35.0175053,139.8496,0.809,3.608,292,2.13,617,34.32,12.8,1,q1_q17_dr25_tce,5944,4.293,1.123,292.35605,39.11945,14.638
4194,CONFIRMED,1,47.3128645,146.3073,0.967,11.444,217.4,3.71,658,44.26,17.6,1,q1_q17_dr25_tce,5749,4.002,1.876,286.35922,42.227482,14.553
4195,FALSE POSITIVE,0,29.6990126,135.6251,0.3636,1.849,93.3,1.93,880,141.6,7.4,,,6382,3.94,1.961,288.84711,39.934311,11.998
4196,CONFIRMED,1,6.1082945,131.8756,0.63,3.493,61.1,1.06,1267,608.39,10.8,1,q1_q17_dr25_tce,6720,4.316,1.289,295.17538,45.930908,13.606
