rowid,koi_disposition,isExoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
755,CONFIRMED,1,7.19304935,136.05065,0.017,3.407,255.3,1.59,995,232.36,19,1,q1_q17_dr25_tce,6185,4.472,0.991,293.08447,48.57539,15.451
756,CONFIRMED,1,86.64764448,173.794641,0,4.2326,7311.6,9.4,419,7.28,241.9,1,q1_q17_dr25_tce,5522,4.323,1.12,291.22519,44.92738,14.651
757,CONFIRMED,1,36.33750453,160.39806,0.825,7.06,2828.4,5.3,513,16.36,96.8,1,q1_q17_dr25_tce,5717,4.538,0.884,294.10818,44.770699,15.773
758,CONFIRMED,1,14.64613058,136.5227,0.561,5.688,593.5,2.22,694,54.95,30,2,q1_q17_dr25_tce,5717,4.538,0.884,294.10818,44.770699,15.773
759,CANDIDATE,1,148.272013,138.00557,0.883,4.192,1707.4,4.3,321,2.51,21.8,3,q1_q17_dr25_tce,5717,4.538,0.884,294.10818,44.770699,15.773
760,FALSE POSITIVE,0,1.506507172,178.18515,1.226,4.5346,880.9,13.4,801,97.56,86.7,1,q1_q17_dr25_tce,3755,4.774,0.473,293.61743,45.016701,15.591
761,FALSE POSITIVE,0,1.634614356,133.96855,1.229,3.4422,19762,44.22,1611,1597.73,376.5,1,q1_q17_dr25_tce,6121,4.468,0.97,294.88181,39.161072,15.31
762,FALSE POSITIVE,0,16.025018977,367.693328,13.239,3.8828,29090,1069.01,657,44.01,257.8,1,q1_q17_dr25_tce,5776,4.582,0.789,296.47937,39.127571,15.484
763,CONFIRMED,1,10.50682978,360.082152,0.407,3.7769,13356,9.01,668,47.21,343.4,1,q1_q17_dr25_tce,5127,4.589,0.782,293.36285,39.212448,15.95
764,FALSE POSITIVE,0,0.711966971,134.223486,1.268,2.0221,6227.5,33.34,1855,2808.98,392.2,1,q1_q17_dr25_tce,5486,4.47,0.83,295.73193,39.587521,15.469
765,FALSE POSITIVE,0,17.72724392,356.795528,0.825,4.1073,16878,14.77,741,71.06,109.7,1,q1_q17_dr25_tce,6181,4.464,1.006,296.73502,39.187801,15.073
766,CANDIDATE,1,321.2124365,206.930556,0.873,4.012,2358.6,7.25,310,2.17,81.7,1,q1_q17_dr25_tce,6018,4.257,1.286,288.32043,42.261414,13.709
767,FALSE POSITIVE,0,7.13895376,184.24569,1.199,4.568,254.2,49.96,1622,1635,32.9,1,q1_q17_dr25_tce,7131,3.913,2.145,291.01358,42.283134,13.997
768,FALSE POSITIVE,0,4.4645454,132.31538,0.808,2.8823,194.3,3.07,1601,1555.36,37.6,1,q1_q17_dr25_tce,6093,3.91,1.985,299.54376,40.86026,13.51
769,CONFIRMED,1,11.29689442,134.57233,0.634,4.623,198.5,1.74,907,160.18,20.9,1,q1_q17_dr25_tce,6096,4.358,1.176,295.05429,42.75684,14.788
770,FALSE POSITIVE,0,19.30112039,133.35614,0.862,6.0752,232.3,1.66,669,47.49,45,1,q1_q17_dr25_tce,5687,4.408,0.943,295.51068,42.930565,13.601
771,FALSE POSITIVE,0,1.20320092,133.929836,1.274,1.9197,2807.1,49.25,2124,4809.16,250.8,1,q1_q17_dr25_tce,6218,4.198,1.349,280.94385,42.839184,11.374
772,CONFIRMED,1,5.968724048,137.158607,0.166,3.651,510.6,3.26,1251,579.9,107.1,1,q1_q17_dr25_tce,6122,4.173,1.439,294.74207,43.536831,13.717
773,FALSE POSITIVE,0,10.980246199,137.1376073,0.733,3.74464,50078,21.94,821,107.47,1555.4,1,q1_q17_dr25_tce,5952,4.462,0.897,282.79764,43.578129,14.212
774,CONFIRMED,1,2.144632238,133.984128,1.228,6.2701,19837,59.19,1736,2146.82,334.8,1,q1_q17_dr25_tce,6296,4.24,1.305,293.35129,43.13464,13.48
775,FALSE POSITIVE,0,27.32204488,159.7472774,0.257,5.6716,77474,21.58,531,18.81,3622.7,1,q1_q17_dr25_tce,5620,4.592,0.772,283.2413,46.378471,13.552
776,FALSE POSITIVE,0,1.152216965,133.277861,0.811,2.2245,12072,187.73,5283,183811.71,104.5,1,q1_q17_dr25_tce,5560,2.619,15.113,293.28156,43.055809,13.63
777,FALSE POSITIVE,0,5.2972293,177.95111,0.022,3.799,1210.5,47.7,2867,15961.1,31.8,1,q1_q17_dr25_tce,4631,2.386,14.296,296.39639,44.963036,13.85
778,CONFIRMED,1,133.460999,216.04334,0.249,11.4997,5032.9,11.21,433,8.29,162.3,1,q1_q17_dr25_tce,5588,4.047,1.593,287.1749,44.878571,15.12
779,CONFIRMED,1,5.188563677,145.362252,0.179,2.3683,358.7,1,586,27.95,56.4,3,q1_q17_dr25_tce,3980,4.722,0.54,294.12143,48.349522,13.738
780,CANDIDATE,1,15.19423359,142.73422,0.906,3.106,367.8,3.69,893,150.25,18.1,2,q1_q17_dr25_tce,5588,4.047,1.593,287.1749,44.878571,15.12
781,FALSE POSITIVE,0,14.17098745,359.82956,0.041,3.4804,3070.8,4.19,608,32.22,93.6,1,q1_q17_dr25_tce,5107,4.565,0.777,296.93393,44.853642,15.379
782,FALSE POSITIVE,0,31.9734169,133.86598,1.24,13.262,1414.4,24.1,442,9.01,62.5,1,q1_q17_dr25_tce,4931,4.595,0.774,292.13437,44.65617,15.527
783,CONFIRMED,1,3.990105908,355.840837,0.582,2.4108,6154.9,7.45,1124,378.53,247.8,1,q1_q17_dr25_tce,5926,4.519,0.913,296.08185,39.161621,15.572
784,FALSE POSITIVE,0,0.52205862,133.138446,1.24,2.0847,1381.3,27.16,2022,3951.57,169,1,q1_q17_dr25_tce,5359,4.478,0.878,288.65359,39.66431,15.636
785,CONFIRMED,1,10.035381809,137.471481,0.079,3.4062,2829.7,4.42,786,90.33,150.9,1,q1_q17_dr25_tce,5813,4.561,0.833,296.23511,39.370338,15.062
786,FALSE POSITIVE,0,53.100942624,135.9717179,0.988,2.2868,19981,24.02,464,10.93,1108.5,1,q1_q17_dr25_tce,5465,4.396,0.973,286.83487,39.760849,12.907
787,FALSE POSITIVE,0,5.80181368,137.57807,0.967,4.119,269.6,4.52,1491,1168.82,35.3,1,q1_q17_dr25_tce,6020,3.86,2.097,298.77338,47.786469,13.752
788,FALSE POSITIVE,0,15.6402515,359.07991,1.167,6.222,800.3,18.11,640,39.55,19.3,1,q1_q17_dr25_tce,5346,4.491,0.826,293.61121,39.417519,15.908
789,FALSE POSITIVE,0,0.691666384,135.94927,0.552,1.9603,35.6,0.58,2031,4014.57,20.8,2,q1_q17_dr25_tce,5687,4.408,0.943,295.51068,42.930565,13.601
790,CONFIRMED,1,5.62154315,136.89013,0.742,2.4143,172.3,1.37,992,229.04,35.3,1,q1_q17_dr25_tce,5637,4.439,0.96,294.98547,42.727669,13.687
791,FALSE POSITIVE,0,1.074106954,133.84323,0.122,1.9797,64.5,0.52,1255,588.96,48.5,1,q1_q17_dr25_tce,4699,4.637,0.676,289.24817,42.565559,11.748
792,FALSE POSITIVE,0,5.117401517,134.586518,0.683,4.3056,62929,28.41,1130,385.51,456.6,1,q1_q17_dr25_tce,6161,4.454,1.053,284.82272,46.013721,15.764
793,FALSE POSITIVE,0,4.20233673,179.533899,0.004,3.6973,45982,23.53,1246,570.87,258.8,1,q1_q17_dr25_tce,6185,4.396,1.094,282.18439,46.006859,15.653
794,CONFIRMED,1,8.50698069,134.64421,0.816,2.938,295.5,1.9,900,155.42,20.7,1,q1_q17_dr25_tce,5822,4.428,0.986,294.68027,49.14016,15.135
795,FALSE POSITIVE,0,15.60865244,144.29934,0.985,6.26,311.4,6.17,1419,958.55,46.9,1,q1_q17_dr25_tce,8014,3.94,2.43,297.97922,48.553871,13.376
796,CONFIRMED,1,0.669310092,134.131388,0.157,1.6274,131.8,1.13,1983,3643.96,75.3,1,q1_q17_dr25_tce,5475,4.426,1.003,286.03635,49.61451,12.521
797,FALSE POSITIVE,0,4.494498254,134.77583,1.149,1.9742,248.2,62.11,1667,1824.84,39.3,1,q1_q17_dr25_tce,5117,3.578,3.403,295.03461,48.882172,12.786
798,CONFIRMED,1,44.9306706,140.2077,0.481,6.539,438.4,2.49,565,24.17,33.8,1,q1_q17_dr25_tce,6121,4.397,1.164,297.3916,48.560692,13.949
799,CONFIRMED,1,14.13175309,142.26044,0.848,4.0136,1033,3.02,675,49.18,40.1,1,q1_q17_dr25_tce,5616,4.564,0.822,286.57483,44.7952,15.762
800,FALSE POSITIVE,0,1.061934816,133.84801,1.25,3.2551,437.2,25.72,1660,1789.63,74.5,1,q1_q17_dr25_tce,5730,4.545,0.87,288.90857,44.64241,15.062
801,CONFIRMED,1,11.41926141,137.66894,0.242,3.9908,915.6,1.48,419,7.32,58,1,q1_q17_dr25_tce,3823,4.765,0.492,286.07523,44.664639,15.314
802,FALSE POSITIVE,0,5.93821065,136.52839,1.646,2.5128,522.5,61.63,996,231.93,33.6,1,q1_q17_dr25_tce,6123,4.545,0.85,299.2749,44.55349,14.423
803,CANDIDATE,1,268.9410974,360.070904,0.765,5.4434,9010.2,13.57,321,2.52,120.4,1,q1_q17_dr25_tce,5798,4.224,1.306,289.88962,45.005669,14.814
804,FALSE POSITIVE,0,0.655001616,133.176794,1.121,1.8136,271.2,31.77,3162,23595.49,104.5,1,q1_q17_dr25_tce,6426,3.965,2.089,293.53415,44.971111,13.371
805,CONFIRMED,1,33.1996355,153.66086,0.017,5.022,1112.5,2.85,485,13.09,32.6,1,q1_q17_dr25_tce,5102,4.463,0.88,295.37079,39.177212,15.03
806,FALSE POSITIVE,0,8.65306587,134.30886,1.222,4.486,1048.1,19.78,633,37.94,43,1,q1_q17_dr25_tce,4641,4.589,0.694,289.7261,39.272831,15.703
807,CANDIDATE,1,6.80082032,359.17999,0.597,1.9883,699.9,1.88,697,55.83,25.5,1,q1_q17_dr25_tce,4805,4.633,0.688,294.50842,39.398682,15.238
808,CONFIRMED,1,19.30581662,373.18998,0.001,4.2902,709.1,4,815,104.41,36.3,1,q1_q17_dr25_tce,5661,4.09,1.522,288.91644,39.594711,15.151
809,FALSE POSITIVE,0,3.221785738,136.141517,0.777,3.3411,46379,25.03,1357,800.37,336.4,1,q1_q17_dr25_tce,6250,4.411,1.041,291.92065,45.247028,14.601
810,FALSE POSITIVE,0,0.6243875,133.0436541,1.157,1.92102,36855,29.45,1639,1693.36,628.3,2,q1_q17_dr25_tce,5211,4.644,0.618,297.57349,45.233299,15.487
811,FALSE POSITIVE,0,18.610092584,139.0850449,1.258,4.98308,50834,55.23,686,52.24,1309.3,1,q1_q17_dr25_tce,6077,4.526,0.891,290.88354,45.765869,15.84
812,CONFIRMED,1,13.22175358,139.570627,0.451,2.7884,876.5,2.38,640,39.56,93.6,1,q1_q17_dr25_tce,5211,4.556,0.799,292.48694,46.196209,13.938
813,FALSE POSITIVE,0,1.137525054,133.805565,1.238,2.68228,18006,42.74,1746,2197.52,633.1,1,q1_q17_dr25_tce,5912,4.467,0.937,286.36188,45.555161,15.452
814,FALSE POSITIVE,0,23.799939273,152.5654761,1.137,5.02319,60186,51.74,637,38.92,2065.8,1,q1_q17_dr25_tce,5934,4.473,0.957,290.49307,45.205898,14.669
815,CONFIRMED,1,7.16893064,135.67854,0.573,4.6766,112.8,1.61,1187,469.56,36.3,1,q1_q17_dr25_tce,6221,4.198,1.458,283.9368,49.110329,12.32
816,CANDIDATE,1,54.325574,142.236,0.154,9.86,44.2,0.76,545,20.85,7.7,,,6343,4.411,1.137,283.9368,49.110329,12.32
817,CANDIDATE,1,20.01959599,150.8362184,,7,,,,,,,,,,,283.9368,49.110329,12.32
818,FALSE POSITIVE,0,1.22775877,133.78679,1.111,2.7545,46148,48.79,1859,2809.86,292.7,1,q1_q17_dr25_tce,6207,4.412,1.044,289.04999,51.418369,13.184
819,FALSE POSITIVE,0,40.24649897,161.306577,0.877,6.0203,159410,97.54,768,82.27,420.9,1,q1_q17_dr25_tce,6594,4.051,1.691,296.02509,43.234875,13.092
820,FALSE POSITIVE,0,2.27999662,133.640649,0.739,5.7777,12831,20.74,2000,3775.07,366.8,2,q1_q17_dr25_tce,6594,4.051,1.691,296.02509,43.234875,13.092
821,CANDIDATE,1,2.48658617,134.110364,0.079,2.7189,42122,24.39,1461,1077.69,91.6,1,q1_q17_dr25_tce,5892,4.35,1.198,289.80521,46.491711,15.418
822,CONFIRMED,1,5.729317577,138.559971,0.597,1.1816,865.4,2.41,850,123.03,59,1,q1_q17_dr25_tce,5320,4.589,0.786,293.6413,44.65704,14.809
823,CONFIRMED,1,11.776132317,142.705753,0.54,2.8971,1430.8,2.08,446,9.37,163.5,1,q1_q17_dr25_tce,3980,4.722,0.54,294.12143,48.349522,13.738
824,CONFIRMED,1,11.60908533,133.99324,0.03,2.2603,489.3,1.71,671,48.06,34.1,2,q1_q17_dr25_tce,5320,4.589,0.786,293.6413,44.65704,14.809
825,CANDIDATE,1,162.0479502,278.880573,0.663,9.8974,4840.5,11.52,437,8.65,370.2,1,q1_q17_dr25_tce,6309,4.16,1.567,294.2655,44.7943,13.632
826,FALSE POSITIVE,0,0.530967162,133.849416,1.167,3.3659,244.9,23.72,2704,12644.75,125.5,1,q1_q17_dr24_tce,6449,4.316,1.193,288.86734,44.61573,13.586
827,CONFIRMED,1,40.05881661,169.91063,0.819,5.595,1239.4,3.43,489,13.57,62.6,1,q1_q17_dr25_tce,5668,4.545,0.868,286.01587,45.007771,14.862
828,CONFIRMED,1,6.09747233,354.05919,0.012,3.431,217.6,2.22,1197,485.84,17.4,3,q1_q17_dr25_tce,5661,4.09,1.522,288.91644,39.594711,15.151
829,CONFIRMED,1,56.637918,135.51975,0.298,6.172,589.7,3.68,570,24.87,20.9,2,q1_q17_dr25_tce,5661,4.09,1.522,288.91644,39.594711,15.151
830,FALSE POSITIVE,0,2.243016513,133.45086,0.737,2.721,299.6,1.37,1167,438.46,59.1,1,q1_q17_dr25_tce,5462,4.614,0.732,296.65308,39.322689,13.98
831,FALSE POSITIVE,0,8.6531216,134.30147,1.214,4.39,654.8,22.58,772,84.05,35.7,1,q1_q17_dr25_tce,5421,4.564,0.852,289.7439,39.286301,15.454
832,CONFIRMED,1,8.99088621,136.73923,0.77,4.2447,469.7,2.78,960,200.35,93.6,1,q1_q17_dr25_tce,5881,4.315,1.171,297.71185,45.261921,13.431
833,FALSE POSITIVE,0,34.064566412,150.452048,0.524,9.6114,28450,15.57,570,25,1305.9,1,q1_q17_dr25_tce,6161,4.517,0.892,293.38663,45.87027,15.443
834,FALSE POSITIVE,0,4.350087749,134.800238,0.986,2.6428,23593,24.77,1136,393.2,192.2,1,q1_q17_dr25_tce,6060,4.495,0.953,283.18909,45.36417,14.855
835,FALSE POSITIVE,0,1.744101106,134.50867,0.618,1.5497,9681.4,7.21,1016,251.54,152.6,1,q1_q17_dr25_tce,4368,4.593,0.703,294.91586,45.783871,15.702
836,FALSE POSITIVE,0,7.981187121,133.802114,1.036,1.8071,7609.5,18.75,966,205.88,202.1,1,q1_q17_dr25_tce,6217,4.472,0.989,293.70905,45.286388,14.36
837,FALSE POSITIVE,0,4.118775582,357.261244,0.754,3.76,2647.7,4.48,1067,306.75,125.6,1,q1_q17_dr25_tce,5944,4.579,0.802,297.60529,45.36068,15.797
838,CANDIDATE,1,1.694740233,355.357543,0.671,1.6864,1446.8,2.12,797,95.14,92.3,1,q1_q17_dr25_tce,3764,4.739,0.527,283.55554,45.614262,15.804
839,FALSE POSITIVE,0,0.971933156,133.853925,1.42,1.9265,4786,50.75,1754,2240.48,223.1,1,q1_q17_dr25_tce,5592,4.445,0.931,297.89658,43.563889,15.289
840,FALSE POSITIVE,0,121.5991278,137.27469,5.011,15.1596,10537,379.63,358,3.87,297,1,q1_q17_dr25_tce,6036,4.551,0.847,294.54739,43.533691,14.6
841,FALSE POSITIVE,0,15.068060768,363.549714,0.88,3.3011,19387,16.43,742,71.78,282.8,1,q1_q17_dr25_tce,5982,4.493,0.96,295.4783,39.867722,15.95
842,CONFIRMED,1,7.886632468,360.514132,0.048,5.2147,6331.2,8.99,996,232.07,392.3,1,q1_q17_dr25_tce,5847,4.304,1.135,295.095,43.537579,15.014
843,CONFIRMED,1,8.027681123,360.171355,0.495,3.0942,8725.4,8.43,824,109.35,461.5,1,q1_q17_dr25_tce,5569,4.546,0.887,289.60382,46.314949,15.57
844,CONFIRMED,1,704.962626,492.77178,0.8495,18.003,2319.1,4.53,178,0.24,96.1,,,5305,4.489,0.818,283.25681,45.08778,13.354
845,CONFIRMED,1,50.28635977,167.63351,0.018,6.3212,1119.3,3.88,543,20.59,99.5,1,q1_q17_dr25_tce,5900,4.309,1.167,299.22162,44.693871,13.672
846,CANDIDATE,1,22.79020351,138.68515,0.036,5.0394,617.9,2.57,634,38.27,47.7,1,q1_q17_dr25_tce,5478,4.354,1.053,285.0361,45.07106,14.766
847,CANDIDATE,1,13.26079792,139.0988,0.22,3.912,199.4,1.47,760,78.79,17.6,2,q1_q17_dr25_tce,5478,4.354,1.053,285.0361,45.07106,14.766
848,FALSE POSITIVE,0,1.061932545,133.850441,0.713,2.1429,133.6,2.29,2508,9391.15,80.2,1,q1_q17_dr25_tce,6134,3.975,1.851,288.90253,44.632992,12.953
849,CONFIRMED,1,127.8334997,293.41845,0.416,10.914,1829.9,9.46,554,22.21,76.9,1,q1_q17_dr25_tce,6505,3.973,2.17,291.02014,39.22068,13.968
850,CONFIRMED,1,10.21864532,136.8622,0.416,3.802,445.3,2.33,920,169.13,26.6,1,q1_q17_dr25_tce,6100,4.376,1.083,296.35867,39.115189,14.82
851,CONFIRMED,1,15.573637,132.44282,0.946,5.326,468.1,2.94,799,96.38,24.7,2,q1_q17_dr25_tce,6100,4.376,1.083,296.35867,39.115189,14.82
852,CONFIRMED,1,40.1015561,132.71244,0.868,5.246,550,2.92,583,27.31,19,3,q1_q17_dr25_tce,6100,4.376,1.083,296.35867,39.115189,14.82
853,CANDIDATE,1,4.45814897,134.39743,0.754,2.867,188.1,1.61,1212,511.6,14.3,4,q1_q17_dr25_tce,6100,4.376,1.083,296.35867,39.115189,14.82
854,FALSE POSITIVE,0,5.663621501,133.89009,0.169,1.2968,1225,2.47,774,84.76,39.8,1,q1_q17_dr25_tce,4917,4.601,0.723,284.79102,45.228989,15.444
855,CANDIDATE,1,6.230335,181.29566,0.808,1.6493,1449.2,3.7,875,138.33,31.6,1,q1_q17_dr25_tce,5477,4.557,0.865,284.20966,45.25808,15.977
856,CONFIRMED,1,12.49340725,138.462232,0.594,2.2614,715.7,2.2,649,42.08,76.2,1,q1_q17_dr25_tce,5207,4.561,0.795,291.02185,37.769791,13.575
857,CONFIRMED,1,6.62643441,183.98789,0.111,3.1752,814.6,2.54,895,151.59,40.6,1,q1_q17_dr25_tce,5616,4.529,0.903,287.392,46.059311,15.843
858,CONFIRMED,1,3.70122061,180.27172,0.178,2.523,327.4,1.62,1087,330.02,19.6,2,q1_q17_dr25_tce,5616,4.529,0.903,287.392,46.059311,15.843
859,CANDIDATE,1,6.247030799,356.90972,0.039,1.4848,1496.6,1.89,512,16.23,44.8,1,q1_q17_dr25_tce,3821,4.764,0.487,299.6777,45.972328,15.369
860,CONFIRMED,1,13.73474071,142.32752,0.941,2.769,746.4,2.71,634,38.11,31,1,q1_q17_dr25_tce,5196,4.524,0.772,286.91711,38.872219,15.187
861,CANDIDATE,1,700.00298217,249.44205,0.143,7.6525,3245.9,6.43,238,0.76,60.3,,,6487,4.397,1.118,293.61877,39.022572,13.594
862,CANDIDATE,1,272.0868353,378.13721,0.3629,2.7145,5572,5.95,251,0.93,21.5,,,5587,4.548,0.791,288.31436,38.693291,15.166
863,CONFIRMED,1,14.55387488,134.11669,0.955,6.973,319.7,3.45,939,183.48,26.8,1,q1_q17_dr25_tce,6143,4.177,1.507,293.59583,39.02948,14.377
864,FALSE POSITIVE,0,0.895277575,133.411986,0.928,2.711,534.5,9.27,4253,77480.31,132.1,1,q1_q17_dr25_tce,8040,3.707,3.325,298.34421,45.40992,13.574
865,CONFIRMED,1,81.0637895,139.53492,0.584,3.001,476,3.01,511,16.12,19.4,4,q1_q17_dr25_tce,6198,4.237,1.324,300.51712,44.38158,13.914
866,CONFIRMED,1,24.8056775,145.07526,0.007,6.148,624.4,2.16,588,28.22,39.4,2,q1_q17_dr25_tce,5600,4.455,0.872,284.67728,44.79768,15.204
867,CONFIRMED,1,13.02493307,138.176157,0.004,4.5706,778.4,2.88,786,90.1,119.3,2,q1_q17_dr25_tce,5657,4.364,1.046,297.11511,41.909142,13.709
868,CONFIRMED,1,44.3471936,161.31738,0.273,6.43,791.7,2.45,484,13,40.5,1,q1_q17_dr25_tce,5600,4.455,0.872,284.67728,44.79768,15.204
869,CONFIRMED,1,9.2207691,138.0072,0.037,4.907,140,1.02,817,105.63,13.2,4,q1_q17_dr25_tce,5600,4.455,0.872,284.67728,44.79768,15.204
870,CONFIRMED,1,13.6396648,141.7301,0.105,5.425,162.7,1.1,717,62.6,13.3,3,q1_q17_dr25_tce,5600,4.455,0.872,284.67728,44.79768,15.204
871,CONFIRMED,1,1.922799706,134.50174,0.036,1.8604,259.7,1.28,1215,514.44,30.1,1,q1_q17_dr25_tce,5194,4.559,0.815,285.61746,39.379532,14.829
872,CONFIRMED,1,3.02168007,133.47243,0.349,2.8264,171.9,1.31,1332,744.35,32.9,1,q1_q17_dr25_tce,6201,4.472,0.989,288.82291,40.38905,14.429
873,CONFIRMED,1,3.222975318,178.0701,0.33,2.9247,232.7,1.47,1239,558.65,31.3,1,q1_q17_dr25_tce,5823,4.427,0.96,292.27612,39.550179,14.609
874,CANDIDATE,1,42.0370662,178.25006,0.672,6.282,266.8,1.66,527,18.16,14.7,2,q1_q17_dr25_tce,5823,4.427,0.96,292.27612,39.550179,14.609
875,CANDIDATE,1,21.0112068,132.6336,0.853,4.507,163.6,1.4,663,45.79,10.2,3,q1_q17_dr25_tce,5823,4.427,0.96,292.27612,39.550179,14.609
876,CONFIRMED,1,4.16811839,134.89621,0.709,2.8084,263,2.28,1277,628.73,26.7,1,q1_q17_dr25_tce,5689,4.202,1.313,284.58255,39.220211,14.801
877,CANDIDATE,1,5.82348911,354.99602,0.877,2.2441,888.7,3,955,196.33,38.1,1,q1_q17_dr25_tce,5774,4.526,0.864,285.96786,45.739071,15.898
878,CANDIDATE,1,8.75059775,358.24233,0.33,2.8288,881.9,2.27,682,51,28.3,1,q1_q17_dr25_tce,4942,4.599,0.779,295.76083,45.45739,15.92
879,FALSE POSITIVE,0,9.41475056,142.32936,1.148,4.736,483.4,19.33,962,202.58,55.2,1,q1_q17_dr25_tce,6406,4.436,1.033,293.17416,45.521229,13.66
880,FALSE POSITIVE,0,0.56669006,133.81294,0.7102,2.1674,104.6,1.52,2955,18023.71,53.8,,,6899,4.273,1.386,294.79001,45.391621,13.44
881,CONFIRMED,1,7.13969705,137.18652,0.027,3.981,512.9,2.24,965,205.23,27.8,1,q1_q17_dr25_tce,6014,4.486,0.993,295.92609,45.383862,15.906
882,CONFIRMED,1,18.75470238,141.7172,0.034,3.0331,995.3,1.67,382,5.03,33.2,1,q1_q17_dr25_tce,3976,4.721,0.54,290.47995,45.6007,15.473
883,FALSE POSITIVE,0,0.648868342,131.842892,1.172,2.82428,34770,72.32,2882,16368.52,477,1,q1_q17_dr25_tce,6531,4.12,1.524,286.84528,37.815891,11.471
884,FALSE POSITIVE,0,3.00363219,135.64129,0.727,3.732,101.2,1.43,1571,1441.44,38.5,1,q1_q17_dr25_tce,6309,4.217,1.32,293.64841,38.976021,12.476
885,CONFIRMED,1,11.30123036,134.91855,0.117,4.022,277.1,1.85,852,124.42,18.5,1,q1_q17_dr25_tce,5730,4.34,1.122,292.00681,38.820728,14.981
886,FALSE POSITIVE,0,0.796722833,133.07985,0.601,2.4551,107.1,1.44,2401,7844.64,43.9,1,q1_q17_dr25_tce,5959,4.121,1.334,294.35049,38.602131,13.379
887,CONFIRMED,1,4.24153629,133.45522,0.257,2.971,188.1,1.44,1177,452.95,18,1,q1_q17_dr25_tce,5776,4.34,1.047,295.21664,38.77433,14.621
888,CONFIRMED,1,17.32419108,142.09977,0.764,8.045,241.3,3.14,964,204.1,49.1,1,q1_q17_dr25_tce,5968,3.972,1.857,286.58316,39.077202,13.42
889,CONFIRMED,1,14.37457572,138.20189,0.035,4.7892,335.8,1.94,779,87.24,55.2,1,q1_q17_dr25_tce,5768,4.358,1.067,293.37225,44.785141,13.749
890,CONFIRMED,1,9.65188331,132.15947,0.122,4.296,103.2,1.08,890,148.32,19.8,2,q1_q17_dr25_tce,5768,4.358,1.067,293.37225,44.785141,13.749
891,FALSE POSITIVE,0,6.0990118,135.52357,0.688,3.6112,227.5,3.16,1374,842.53,39.3,1,q1_q17_dr25_tce,5743,3.881,1.971,296.71735,44.579659,13.951
892,CANDIDATE,1,49.4781446,141.82465,0.048,2.493,496.6,1.88,462,10.73,20.4,1,q1_q17_dr25_tce,5776,4.554,0.849,286.96683,44.992489,14.427
893,CONFIRMED,1,30.8639476,162.88077,0.907,8.864,256.5,3.01,743,72.05,63,1,q1_q17_dr25_tce,5977,4.08,1.571,293.22995,45.05331,12.547
894,CONFIRMED,1,2.403640701,134.73065,0.918,1.4012,74.9,1.24,1489,1164.85,16.3,2,q1_q17_dr25_tce,5881,4.315,1.171,297.71185,45.261921,13.431
895,FALSE POSITIVE,0,2.90060781,179.83386,0.47,2.563,124.8,1.58,1645,1727.31,20.6,1,q1_q17_dr25_tce,6547,4.241,1.371,296.43408,39.444069,13.887
896,CONFIRMED,1,4.51436096,134.0293,0.118,3.0083,230.7,1.84,1231,543.73,28.4,1,q1_q17_dr25_tce,5940,4.306,1.215,290.47742,39.73201,14.946
897,CONFIRMED,1,3.77359871,134.07013,0,2.7282,176,1.29,1270,614.52,25.6,1,q1_q17_dr25_tce,6224,4.404,0.969,294.7699,39.39851,14.207
898,CONFIRMED,1,8.18182189,134.81423,0.655,2.4566,299.6,1.77,981,218.9,27.4,2,q1_q17_dr25_tce,6224,4.404,0.969,294.7699,39.39851,14.207
899,CONFIRMED,1,13.32389352,135.24585,0.073,3.2208,781.3,1.26,378,4.83,25.9,1,q1_q17_dr25_tce,3751,4.813,0.45,287.05453,45.18037,15.931
900,CONFIRMED,1,4.919584997,134.602396,0.243,4.1988,425.7,2.86,1312,702.13,132,1,q1_q17_dr25_tce,6236,4.246,1.378,294.4639,49.765041,13.273
901,CONFIRMED,1,11.41911886,186.30498,0.947,5.135,509.2,3.32,921,170.33,23.7,1,q1_q17_dr25_tce,6311,4.398,1.172,283.57422,45.734798,15.965
902,CONFIRMED,1,11.36113254,136.92584,0.734,4.1886,569.5,2.6,869,134.97,57,1,q1_q17_dr25_tce,6244,4.46,1.009,287.45279,45.704399,14.63
903,FALSE POSITIVE,0,1.3866358,134.3472,0.3783,4.77,70.1,0.72,1503,1205.94,6.8,,,5693,4.551,0.856,285.98865,45.377811,15.755
904,CANDIDATE,1,14.53410833,145.42643,0.766,3.3094,510.6,1.36,420,7.34,32.5,1,q1_q17_dr25_tce,3957,4.693,0.553,290.29456,45.56461,14.688
905,CONFIRMED,1,33.0063185,145.38821,0.39,7.118,278.1,3.13,778,86.38,38.2,2,q1_q17_dr25_tce,5968,3.972,1.857,286.58316,39.077202,13.42
906,CONFIRMED,1,11.13127159,134.36341,0.01,4.2372,211.2,2.06,952,194.31,36.8,1,q1_q17_dr25_tce,5800,4.202,1.435,288.1337,38.99688,13.459
907,FALSE POSITIVE,0,3.47143963,133.74061,0.719,3.663,99.8,1.19,1358,805.05,27.5,1,q1_q17_dr25_tce,6341,4.409,1.111,290.86142,38.641129,13.599
