"rowid","kepid","koi_disposition","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_slogg","koi_srad","ra","dec","koi_kepmag","predict","p0","p1"
8191,12519942,"CANDIDATE",15.3416245,134.98686,0.048100000000000004,2.1260000000000003,269.6,1.3,605,31.63,9.200000000000001,1,"q1_q17_dr24_tce",5061,4.5040000000000004,0.8140000000000001,296.28311,51.404362,14.813,"0",0.8029516314439108,0.1970483685560892
8197,3937814,"CANDIDATE",10.72900793,134.68026,0.2652,0.6960000000000001,404.3,1.78,722,64.33,10.100000000000001,2,"q1_q17_dr24_tce",5375,4.541,0.876,286.05243,39.09605,15.188,"0",0.8191207973708623,0.18087920262913768
8198,3937814,"CANDIDATE",8.196197680000001,135.10434999999998,0.781,2.109,197.4,1.55,851,123.81,9.3,2,"q1_q17_dr25_tce",5323,4.378,0.995,286.05243,39.09605,15.188,"1",0.2190206828074872,0.7809793171925128
8200,3733638,"CANDIDATE",10.0714369,140.0456,0.006,6.891000000000001,49.5,1.98,1362,814.46,10.8,1,"q1_q17_dr25_tce",5768,3.633,2.81,287.22351000000003,38.817612,13.472,"1",0.31576474634362417,0.6842352536563758
8202,3748855,"CANDIDATE",6.72876606,134.0424,0.5757,2.277,117.4,1.03,940,184.66,7.800000000000001,2,"q1_q17_dr24_tce",5823,4.489,0.919,291.93356,38.827202,14.701,"0",0.95793339707138,0.04206660292861993
8206,5021432,"CANDIDATE",14.05652256,136.7555724,,2.56,,,,,,1,"q1_q17_dr24_tce",,,,294.65610000000004,40.13726,13.697000000000001,"0",0.9998704250542816,1.295749457184612E-4
8211,5633259,"CANDIDATE",315.07717192,286.74294979999996,,10.31,,,,,,1,"q1_q17_dr24_tce",,,,295.55298000000005,40.877991,15.341000000000001,"0",0.999999049581273,9.504187270767765E-7
8217,6614748,"CANDIDATE",383.85362000000003,426.59409999999997,0.5927,9.760000000000002,422.90000000000003,2.7800000000000002,314,2.29,7.5,1,"q1_q17_dr24_tce",6675,4.341,1.293,294.28693000000004,42.032790999999996,15.232000000000001,"0",0.9993585895442071,6.414104557929415E-4
8218,6628926,"CANDIDATE",2.5640125410000003,134.27339139999998,0.166,0.9433,2551.9,7.2700000000000005,1720,2065.56,5.300000000000001,1,"q1_q17_dr25_tce",6274,4.139,1.428,297.62299,42.098819999999996,14.121,"0",0.7730098687499877,0.22699013125001236
8222,6670610,"CANDIDATE",8.9429645,137.26372999999998,0.08800000000000001,1.8030000000000002,233.5,0.89,536,19.51,7.2,1,"q1_q17_dr25_tce",4183,4.655,0.594,284.27499,42.123779,15.537,"1",0.06652220914930673,0.9334777908506933
8223,7447895,"CANDIDATE",2.4056253030000003,133.14221,0.467,0.6283000000000001,163.5,1.11,1180,459.66,12.0,1,"q1_q17_dr25_tce",5450,4.573,0.8300000000000001,292.72079,43.076809,14.709,"1",0.5363248548266025,0.4636751451733975
8226,7461521,"CANDIDATE",0.7735301,132.1961,0.336,1.3350000000000002,185.4,1.87,2474,8868.22,14.200000000000001,1,"q1_q17_dr25_tce",6296,4.2170000000000005,1.35,296.28384,43.033981,14.752,"0",0.9688002864377985,0.03119971356220157
8227,7537660,"CANDIDATE",2.42186898,132.7886605,,6.220000000000001,,,,,,1,"q1_q17_dr24_tce",,,,294.60150000000004,43.159935,13.583,"0",0.9998753305396612,1.2466946033884034E-4
8234,9203154,"CANDIDATE",0.839907158,131.69425999999999,0.23,1.0190000000000001,119.60000000000001,0.92,1640,1705.1200000000001,10.700000000000001,1,"q1_q17_dr25_tce",5120,4.478,0.853,284.12521000000004,45.628052,15.695,"1",0.510605249590113,0.489394750409887
8237,9221627,"CANDIDATE",1.7613778,132.989,0.159,1.3550000000000002,359.3,2.32,1824,2621.69,10.5,1,"q1_q17_dr25_tce",6544,4.349,1.207,293.17194,45.677391,15.02,"0",0.7515846377128326,0.24841536228716737
8243,10070479,"CANDIDATE",1.7585998660000002,131.7968,0.035,0.27290000000000003,237.8,1.6,1101,347.1,11.9,1,"q1_q17_dr24_tce",4744,4.606,0.725,289.96161,47.08036,15.59,"0",0.9241456257306302,0.07585437426936978
8244,11134079,"CANDIDATE",1.2605758150000002,132.0569049,0.5800000000000001,2.36064,154280.0,29.91,1410,935.7,781.2,1,"q1_q17_dr25_tce",5388,4.5760000000000005,0.715,290.01401000000004,48.701831999999996,14.864,"0",0.9999999982326874,1.7673126005263307E-9
8245,11137061,"CANDIDATE",1.88912273,132.953,0.47700000000000004,4.219,60.2,0.59,1248,573.44,15.5,1,"q1_q17_dr25_tce",5413,4.578,0.754,291.61365,48.749451,14.606,"1",0.5503622452871622,0.4496377547128378
8247,7119481,"CANDIDATE",14.157371699999999,135.5991,0.138,3.7860000000000005,130.0,1.1,778,86.67,9.3,3,"q1_q17_dr25_tce",6122,4.487,0.964,292.31601,42.626250999999996,14.718,"1",0.08061144400247755,0.9193885559975224
8250,8773015,"CANDIDATE",6.31915999,134.14866,0.5750000000000001,3.4650000000000003,34.4,1.04,1369,829.72,9.8,3,"q1_q17_dr25_tce",6254,4.019,1.706,298.20261000000005,44.925830999999995,13.096,"1",0.3343813048231451,0.6656186951768549
8251,9883606,"CANDIDATE",2.58393841,131.80729,0.229,2.169,49.400000000000006,0.77,1470,1103.3,8.5,2,"q1_q17_dr25_tce",6164,4.378,1.09,288.46909000000005,46.78368,13.874,"1",0.2880593573351683,0.7119406426648317
8253,9836563,"CANDIDATE",6.5595368,132.0079,0.378,4.324000000000001,26.3,0.62,1079,320.09000000000003,10.100000000000001,2,"q1_q17_dr25_tce",5950,4.323,1.196,294.12488,46.672889999999995,12.788,"1",0.2361676425671262,0.7638323574328738
8254,6508221,"CANDIDATE",31.5322987,160.3251,0.0671,3.49,106.4,0.74,461,10.65,7.800000000000001,4,"q1_q17_dr24_tce",5183,4.6080000000000005,0.739,286.86548000000005,41.989079,14.290000000000001,"1",0.40247036787665147,0.5975296321233485
8256,3831523,"CANDIDATE",1.5292839070000002,131.4176092,0.9810000000000001,14.0075,54.800000000000004,2.2600000000000002,2550,9998.130000000001,41.5,1,"q1_q17_dr25_tce",6438,3.829,2.266,284.89017,38.991505,11.268,"0",0.9919941524812389,0.00800584751876112
8264,10079420,"CANDIDATE",54.54312996,169.8591463,,7.03,,,,,,4,"q1_q17_dr24_tce",,,,293.54141000000004,47.007912,11.642,"0",0.999388555277466,6.114447225339968E-4
8273,4735826,"CANDIDATE",4.02018903,134.84386999999998,0.505,3.616,18.5,0.6,1337,754.66,14.4,2,"q1_q17_dr25_tce",5788,4.178,1.3760000000000001,288.39529000000005,39.872627,11.158,"1",0.3281348953899774,0.6718651046100226
8277,2861126,"CANDIDATE",4.98792404,133.6552,0.069,1.618,346.20000000000005,0.73,485,13.07,9.700000000000001,1,"q1_q17_dr25_tce",3606,4.859,0.395,293.28110000000004,38.082240999999996,15.555,"1",0.19717444901347492,0.8028255509865251
8284,4758350,"CANDIDATE",91.64998299999999,175.7156,0.2136,10.294,193.60000000000002,2.27,568,24.57,8.700000000000001,2,"q1_q17_dr24_tce",6705,4.1450000000000005,1.608,294.93198,39.812419999999996,12.964,"0",0.9528217701800721,0.04717822981992796
8289,3965201,"CANDIDATE",44.113873,164.8337,0.032,3.9560000000000004,196.3,4.9,1158,424.45,6.6000000000000005,4,"q1_q17_dr24_tce",7854,3.669,3.462,294.31064000000003,39.049701999999996,12.667,"0",0.8557963828792032,0.14420361712079674
8295,4862924,"CANDIDATE",482.62011000000007,314.0653,0.1786,12.860000000000001,324.0,1.98,263,1.12,8.1,1,"q1_q17_dr24_tce",6315,4.389,1.095,298.27673000000004,39.903850999999996,14.519,"0",0.9998498130271948,1.5018697280526214E-4
8298,5271090,"CANDIDATE",10.1551587,139.292,0.22560000000000002,1.802,141.6,0.9400000000000001,721,63.730000000000004,6.800000000000001,1,"q1_q17_dr24_tce",5275,4.505,0.796,290.56674000000004,40.449902,15.413,"0",0.9063388004297896,0.0936611995702103
8299,5444276,"CANDIDATE",0.708965461,132.20988,0.6201,3.946,87.2,1.1300000000000001,2417,8061.29,13.100000000000001,1,"q1_q17_dr24_tce",6528,4.384,1.155,290.48553000000004,40.630699,12.798,"0",0.9995375184510845,4.624815489154464E-4
8302,5878506,"CANDIDATE",11.76872507,137.1077498,,1.11,,,,,,1,"q1_q17_dr24_tce",,,,292.5253,41.197230999999995,15.327,"0",0.9998210098685275,1.7899013147246485E-4
8307,6443274,"CANDIDATE",608.20572,160.7147,0.0082,13.63,554.2,1.46,143,0.1,11.3,1,"q1_q17_dr24_tce",4486,4.642,0.646,291.95438,41.826969,15.059000000000001,"0",0.9999560969546464,4.390304535360239E-5
8309,5602588,"CANDIDATE",7.2274321,134.4726,0.003,4.9670000000000005,173.3,1.28,967,206.77,9.200000000000001,2,"q1_q17_dr25_tce",6075,4.486,0.969,285.72079,40.85696,15.832,"1",0.14288930216092066,0.8571106978390793
8311,6876575,"CANDIDATE",91.06993399999999,196.391,0.5939,17.330000000000002,12.700000000000001,1.59,1103,349.47,8.700000000000001,3,"q1_q17_dr24_tce",9051,3.623,4.232,295.51334,42.31879,9.748,"0",0.9950340680042621,0.004965931995737893
8321,8096395,"CANDIDATE",366.088938,165.426,0.89,11.887,537.9,2.57,257,1.03,29.0,1,"q1_q17_dr25_tce",5941,4.464,0.9450000000000001,291.35892,43.93681,11.616,"0",0.977538721074783,0.022461278925216956
8322,8168509,"CANDIDATE",414.45008,318.06649999999996,0.9853000000000001,19.150000000000002,729.5,7.01,364,4.17,19.0,1,"q1_q17_dr24_tce",7037,4.136,1.683,292.82590000000005,44.098389,13.913,"0",0.9999005148310571,9.948516894291555E-5
8323,10397751,"CANDIDATE",5.431036160000001,134.41711,0.8160000000000001,2.4690000000000003,66.8,0.66,873,137.1,10.8,3,"q1_q17_dr25_tce",5374,4.555,0.721,288.83136,47.551991,13.851,"1",0.12339782796363863,0.8766021720363614
8324,8297319,"CANDIDATE",328.32211,144.07729999999998,0.1169,13.530000000000001,399.0,1.3,193,0.33,8.200000000000001,1,"q1_q17_dr24_tce",4906,4.648,0.668,290.90695000000005,44.291779,14.937000000000001,"0",0.9981477495618807,0.0018522504381193125
8325,8423344,"CANDIDATE",381.97977000000003,163.1805,0.21780000000000002,15.700000000000001,900.0,1.55,132,0.07,10.4,1,"q1_q17_dr24_tce",3761,4.724,0.526,288.96823,44.448341,15.494,"0",0.9993260506760195,6.739493239805014E-4
8326,8444868,"CANDIDATE",67.412998,196.1263,0.5109,9.100000000000001,126.10000000000001,1.57,572,25.32,6.2,4,"q1_q17_dr24_tce",6525,4.248,1.359,296.70224,44.449450999999996,13.667,"0",0.8571704368452363,0.14282956315476367
8328,8682094,"CANDIDATE",359.82499129999997,284.5268595,,5.220000000000001,,,,,,1,"q1_q17_dr24_tce",,,,289.01550000000003,44.88205,15.733,"0",0.9999979268108118,2.0731891881979788E-6
8330,9025662,"CANDIDATE",293.70696000000004,350.5928,63.941700000000004,11.030000000000001,1575.0,6140.4400000000005,274,1.34,11.200000000000001,1,"q1_q17_dr24_tce",6054,4.508,0.893,293.16879,45.38773,15.51,"0",1.0,1.41293530907238E-55
8338,8848104,"CANDIDATE",0.824851807,131.6271509,1.185,1.9363700000000001,30099.0,78.0,2539,9801.460000000001,642.2,1,"q1_q17_dr25_tce",5658,3.903,1.6540000000000001,300.99487000000005,45.078860999999996,12.372,"0",0.9996540416409945,3.4595835900549146E-4
8341,9837013,"CANDIDATE",14.461834,137.2566,0.065,7.156000000000001,80.2,1.05,785,89.86,9.0,1,"q1_q17_dr25_tce",5457,4.239,1.196,294.29364000000004,46.629501,14.75,"1",0.1715185746352974,0.8284814253647026
8342,8652997,"CANDIDATE",362.22202000000004,385.738,0.5664,14.290000000000001,52.5,0.96,312,2.25,14.600000000000001,1,"q1_q16_tce",6113,4.168,1.2770000000000001,300.39194000000003,44.78532,11.189,"0",0.9999055104829673,9.44895170327608E-5
8346,10813078,"CANDIDATE",10.552241908000001,132.652083,0.025,2.7355,954.0,1.75,485,13.120000000000001,12.3,1,"q1_q17_dr25_tce",4031,4.666,0.585,297.45166,48.156909999999996,15.712,"1",0.1229824246376976,0.8770175753623024
8348,5184911,"CANDIDATE",106.25976000000001,132.24169999999998,0.20900000000000002,6.101000000000001,354.0,1.5,303,1.99,7.7,2,"q1_q17_dr25_tce",4827,4.508,0.8230000000000001,291.18497,40.311211,15.141,"1",0.19103155550141793,0.8089684444985821
8351,8265520,"CANDIDATE",6.2089181,136.6828,0.6977,2.2920000000000003,1664.0,9.200000000000001,1378,853.5,8.4,1,"q1_q17_dr24_tce",5548,3.797,2.113,301.21725000000004,44.13343,16.984,"0",0.9928864102548087,0.0071135897451913
8355,8394475,"CANDIDATE",3.64049242,134.96786,0.18100000000000002,1.1940000000000002,42.1,0.61,1136,393.32,9.5,1,"q1_q17_dr25_tce",5745,4.503,0.936,300.42432,44.343601,12.646,"1",0.46356802061711466,0.5364319793828853
8360,8973285,"CANDIDATE",4.29251656,134.4818,1.0070000000000001,4.2540000000000004,249.5,3.66,1144,403.88,11.0,1,"q1_q17_dr25_tce",6032,4.485,0.973,297.94870000000003,45.255039,15.85,"0",0.8385757880208379,0.16142421197916215
8361,5966732,"CANDIDATE",1.4009036990000001,131.84562,0.196,0.8830000000000001,136.5,1.16,1764,2284.73,9.8,1,"q1_q17_dr25_tce",6375,4.474,0.975,293.7937,41.204491,15.514000000000001,"0",0.8187667141273487,0.18123328587265133
8365,6265961,"CANDIDATE",5.52507406,135.15435000000002,0.152,2.5650000000000004,61.5,0.8,1028,263.79,9.8,1,"q1_q17_dr25_tce",5600,4.378,1.037,284.12134000000003,41.633072,13.692,"1",0.15763483178746063,0.8423651682125394
8366,8677057,"CANDIDATE",0.694611128,131.93244,0.17600000000000002,1.115,98.80000000000001,0.64,1415,945.45,9.3,1,"q1_q17_dr25_tce",4612,4.646,0.662,286.31052,44.838187999999995,15.700000000000001,"1",0.468911199384214,0.531088800615786
8369,10471113,"CANDIDATE",0.933728196,131.5336,0.015000000000000001,3.4410000000000003,67.7,0.85,2006,3826.4900000000002,13.3,1,"q1_q17_dr25_tce",6170,4.43,1.032,292.16614000000004,47.612251,15.317,"0",0.8154858369063572,0.1845141630936428
8370,10546063,"CANDIDATE",10.6982275,140.6793,0.032,3.1980000000000004,246.0,1.73,919,168.88,9.1,1,"q1_q17_dr25_tce",6277,4.417,1.097,296.02774000000005,47.753550999999995,15.833,"1",0.23548800680536852,0.7645119931946315
8377,3765692,"CANDIDATE",3.09383248,132.75691,0.35600000000000004,1.576,373.70000000000005,1.32,998,233.91,9.700000000000001,1,"q1_q17_dr25_tce",5327,4.646,0.681,295.92456000000004,38.876968,15.896,"1",0.5845731400927187,0.41542685990728134
8378,8702537,"CANDIDATE",7.4751841,137.1908,0.309,5.166,28.1,0.85,1168,439.51,9.200000000000001,1,"q1_q17_dr25_tce",5616,3.98,1.602,296.5477,44.898041,13.075000000000001,"1",0.34920897631776415,0.6507910236822358
8388,6859546,"CANDIDATE",13.4450174,137.24788,0.531,2.1180000000000003,196.20000000000002,1.08,606,31.92,8.3,1,"q1_q17_dr25_tce",5003,4.553,0.759,290.72195000000005,42.391571,15.256,"1",0.21995944777765242,0.7800405522223476
8408,10665228,"CANDIDATE",11.3251153,137.2423,0.35200000000000004,2.1260000000000003,297.2,1.26,674,48.78,7.0,1,"q1_q17_dr25_tce",5334,4.574,0.727,291.70639,47.908581,15.995000000000001,"1",0.165884794601583,0.834115205398417
8411,6452742,"CANDIDATE",0.687772143,131.8669185,1.1660000000000001,2.56725,40368.0,46.27,2097,4569.67,679.8000000000001,1,"q1_q17_dr25_tce",5885,4.413,0.933,294.88351,41.800461,14.726,"0",0.9998480702110111,1.5192978898894802E-4
8419,6423922,"CANDIDATE",0.9951412,131.5268,0.998,5.588,101.7,0.22,509,15.69,17.6,1,"q1_q17_dr25_tce",3325,5.364,0.109,284.23990000000003,41.819041999999996,15.673,"0",0.6884565964635633,0.3115434035364367
8423,10586619,"CANDIDATE",377.501257,278.83750000000003,0.033,11.98,541.4,2.16,242,0.81,13.9,1,"q1_q17_dr25_tce",5751,4.508,0.9400000000000001,285.64090000000004,47.811049999999994,15.044,"0",0.8689212971960304,0.13107870280396958
8425,10680424,"CANDIDATE",0.92623983,131.7203,0.058,1.2670000000000001,411.40000000000003,1.16,1208,504.34000000000003,9.1,1,"q1_q17_dr25_tce",4494,4.692,0.591,297.20752000000005,47.972099,16.28,"1",0.4854594741226519,0.5145405258773481
8427,8105398,"CANDIDATE",5.68325648,134.87698,0.8440000000000001,1.7780000000000002,44.6,0.97,1257,589.92,10.0,2,"q1_q17_dr25_tce",6072,4.133,1.286,294.49487000000005,43.913619999999995,13.093,"1",0.40986599588370265,0.5901340041162974
8438,8216763,"CANDIDATE",6.33342309,133.7198,1.101,3.4600000000000004,123.30000000000001,7.62,625,36.11,7.5,3,"q1_q17_dr25_tce",4352,4.671,0.613,284.26859,44.19754,15.073,"1",0.13882178960687674,0.8611782103931233
8445,7868967,"CANDIDATE",12.948925599999999,142.445,0.0847,2.1620000000000004,331.0,0.9400000000000001,416,7.09,7.2,1,"q1_q17_dr24_tce",3867,4.734,0.525,281.35678,43.658352,15.663,"0",0.6713912090724907,0.3286087909275092
8452,4274071,"CANDIDATE",6.76890076,133.07724000000002,0.15,3.616,123.10000000000001,1.24,1017,253.3,10.8,1,"q1_q17_dr25_tce",5737,4.327,1.125,294.40472,39.351681,14.725,"1",0.36966865914351166,0.6303313408564883
8461,8845552,"CANDIDATE",34.0357766,138.9291,0.6983,3.849,386.6,1.05,337,3.06,9.600000000000001,1,"q1_q17_dr24_tce",4367,4.739,0.501,300.30533,45.093418,15.534,"0",0.9704028027943108,0.029597197205689218
8462,11904704,"CANDIDATE",0.565713361,131.66357000000002,0.23,0.9540000000000001,86.4,0.81,1917,3197.67,11.600000000000001,1,"q1_q17_dr25_tce",5220,4.48,0.881,286.03839000000005,50.294441,14.722,"0",0.6456496942435492,0.3543503057564508
8465,6436505,"CANDIDATE",43.535891,155.20055000000002,0.258,4.712000000000001,576.6,1.86,444,9.19,13.9,1,"q1_q17_dr25_tce",5481,4.5920000000000005,0.778,289.70703000000003,41.84354,15.857000000000001,"1",0.20329609529590142,0.7967039047040986
8475,6763884,"CANDIDATE",2.44693823,133.00092,0.611,0.9540000000000001,26.400000000000002,0.56,1379,855.53,9.0,1,"q1_q17_dr25_tce",5821,4.4190000000000005,1.033,287.23486,42.263309,12.16,"1",0.5259983986000145,0.47400160139998554
8485,4074736,"CANDIDATE",80.96695609999999,160.97672,0.007,2.5276,4733.0,5.04,364,4.14,52.0,1,"q1_q17_dr25_tce",5611,4.61,0.737,295.80585,39.17799,15.671000000000001,"1",0.363605899450977,0.636394100549023
8489,8814872,"CANDIDATE",373.41509,346.94570000000004,0.053200000000000004,6.617000000000001,1806.0,2.5500000000000003,158,0.15,10.0,1,"q1_q16_tce",4236,4.642,0.612,290.30774,45.01141,15.85,"0",0.9996257063959179,3.7429360408211114E-4
8490,10685764,"CANDIDATE",17.634272,133.29332000000002,0.18760000000000002,1.387,76.7,1.69,842,118.84,9.700000000000001,1,"q1_q16_tce",4885,3.815,1.979,298.74216,47.945277999999995,12.31,"0",0.9747624672621796,0.025237532737820343
8493,9958962,"CANDIDATE",240.19280799999999,168.3047,0.8140000000000001,9.72,605.8000000000001,2.68,298,1.86,12.0,4,"q1_q17_dr25_tce",6004,4.484,0.977,294.98914,46.838328999999995,14.957,"1",0.6090785852798288,0.3909214147201711
8497,4760959,"CANDIDATE",29.931517399999997,135.00820000000002,0.5986,2.5300000000000002,353.0,1.58,517,16.9,5.6000000000000005,1,"q1_q17_dr24_tce",5551,4.57,0.809,295.52618,39.806839,15.671000000000001,"0",0.9667272167131961,0.03327278328680393
8500,8958939,"CANDIDATE",8.2927558,135.0352,0.6346,4.784000000000001,103.30000000000001,1.01,927,174.36,8.4,1,"q1_q17_dr24_tce",6146,4.497,0.9430000000000001,294.00787,45.232689,15.382,"0",0.9800917271864922,0.019908272813507825
8506,10028792,"CANDIDATE",8.9772888,133.44748,0.7020000000000001,4.720000000000001,97.5,1.79,1113,362.75,10.3,4,"q1_q17_dr25_tce",5597,3.963,1.699,297.91687,46.965129999999995,14.6,"1",0.1386401600063093,0.8613598399936907
8508,6947623,"CANDIDATE",3.6265739200000002,133.57658,0.306,1.7910000000000001,98.5,0.79,1014,250.0,10.700000000000001,1,"q1_q17_dr25_tce",5416,4.579,0.8,291.49585,42.47813,14.835,"1",0.3716162039068803,0.6283837960931197
8513,11244571,"CANDIDATE",7.8935324,133.80530000000002,0.303,3.4440000000000004,47.6,0.78,1052,289.79,8.3,1,"q1_q17_dr25_tce",6306,4.346,1.109,292.08185000000003,48.96711,13.954,"1",0.24883939886554496,0.751160601134455
8514,11288772,"CANDIDATE",1.36752316,131.77163000000002,0.299,1.2080000000000002,61.0,0.8200000000000001,1684,1899.5900000000001,11.700000000000001,1,"q1_q17_dr25_tce",5836,4.417,1.048,287.22009,49.053501,13.861,"1",0.5315971151576031,0.46840288484239684
8516,9043947,"CANDIDATE",1.04347858,131.8424,0.497,2.012,22.5,1.09,2688,12313.82,8.6,1,"q1_q17_dr25_tce",6014,3.843,2.246,298.25204,45.396640999999995,13.292,"0",0.9796230281643551,0.02037697183564493
8522,8971044,"CANDIDATE",482.51701,276.2043,0.08460000000000001,14.791,573.0,2.3000000000000003,242,0.8,10.3,1,"q1_q16_tce",6168,4.488,0.96,297.48312000000004,45.291142,15.054,"0",0.9999812006228882,1.8799377111748385E-5
8524,8105719,"CANDIDATE",148.179343,202.27880000000002,0.10200000000000001,12.733,466.6,2.52,367,4.29,12.5,1,"q1_q17_dr25_tce",5635,4.2780000000000005,1.183,294.60629,43.937141,15.563,"1",0.5157669299482581,0.48423307005174193
8530,4995716,"CANDIDATE",16.1191449,146.7978,0.6704,3.039,262.2,1.34,619,34.7,8.200000000000001,1,"q1_q17_dr24_tce",5319,4.514,0.783,286.54742000000005,40.150538999999995,15.696,"0",0.9361739508990239,0.06382604910097615
8534,9340411,"CANDIDATE",5.1581317,131.7314,0.032,7.773000000000001,37.9,2.02,1642,1720.6200000000001,13.0,1,"q1_q17_dr25_tce",5155,3.511,3.355,291.0527,45.835128999999995,13.031,"1",0.4896497144792765,0.5103502855207235
8536,9490342,"CANDIDATE",487.83894000000004,606.1226,0.1252,32.77,453.3,3.94,298,1.8800000000000001,8.8,1,"q1_q17_dr24_tce",5421,3.882,1.877,300.13855,46.061690999999996,13.728,"0",0.9999280388169469,7.196118305311914E-5
8537,2854181,"CANDIDATE",12.834857,134.37229000000002,0.278,2.092,293.90000000000003,1.73,755,76.96000000000001,9.4,2,"q1_q17_dr25_tce",5492,4.389,1.016,291.81302000000005,38.088181,15.331,"1",0.1503930754316477,0.8496069245683523
8539,7217088,"CANDIDATE",12.54474243,139.58304,0.185,1.24,263.1,1.8800000000000001,840,117.9,10.8,1,"q1_q17_dr25_tce",5767,4.316,1.159,296.39548,42.780139999999996,15.082,"1",0.22466092401273363,0.7753390759872664
8544,11602794,"CANDIDATE",5.70509519,136.20183,0.46900000000000003,1.58,283.6,1.58,947,189.8,9.200000000000001,1,"q1_q17_dr25_tce",5455,4.448,0.927,287.31912,49.65699,15.597,"1",0.18348096162848893,0.8165190383715111
8548,10647452,"CANDIDATE",0.762950224,131.91570000000002,0.197,1.133,187.3,1.0,1651,1763.73,15.8,1,"q1_q17_dr25_tce",5385,4.61,0.731,282.91397,47.970299,15.556000000000001,"1",0.5056223976978597,0.49437760230214034
8549,8278685,"CANDIDATE",10.8614163,136.8213,0.9390000000000001,6.0200000000000005,64.8,1.01,899,154.68,12.9,1,"q1_q17_dr25_tce",6339,4.454,1.0170000000000001,281.95569,44.261531999999995,13.517,"1",0.3918486182095754,0.6081513817904246
8550,7777818,"CANDIDATE",5.78159956,136.77178,0.66,2.222,72.8,1.7,1475,1117.19,16.400000000000002,1,"q1_q17_dr25_tce",6443,4.023,1.8840000000000001,298.94901000000004,43.441714999999995,13.384,"0",0.7575763471989978,0.24242365280100214
8551,5385410,"CANDIDATE",11.49589567,139.38053000000002,0.29500000000000004,2.2560000000000002,108.30000000000001,1.59,1057,295.46,13.200000000000001,1,"q1_q17_dr25_tce",6290,4.133,1.506,297.58194000000003,40.5313,13.582,"1",0.3857887484279606,0.6142112515720394
8556,8352009,"CANDIDATE",641.6020400000001,170.84040000000002,0.32180000000000003,16.762,237.3,1.61,230,0.66,10.600000000000001,1,"q1_q16_tce",6277,4.449,1.031,285.79572,44.35051,14.152000000000001,"0",0.9999970749810025,2.925018997480833E-6
8557,9166700,"CANDIDATE",264.46662499999996,134.96749,0.129,6.371,437.3,2.61,346,3.41,27.0,1,"q1_q17_dr25_tce",6551,4.337,1.236,296.33813000000004,45.545109,11.154,"0",0.6995284030090538,0.3004715969909461
8566,9640123,"CANDIDATE",8.255349899999999,135.17000000000002,0.918,3.9590000000000005,54.5,3.2800000000000002,1462,1079.27,10.0,1,"q1_q17_dr25_tce",5403,3.559,3.6,287.51071,46.38995,13.816,"0",0.6402211220098153,0.35977887799018476
8571,3230805,"CANDIDATE",6.65171459,137.6781,0.40800000000000003,2.325,151.5,0.84,713,61.01,10.0,2,"q1_q17_dr25_tce",4889,4.6370000000000005,0.686,290.26028,38.354988,14.976,"1",0.19257043888709346,0.8074295611129065
8572,7592529,"CANDIDATE",75.906736,185.6963,0.0506,11.64,26.900000000000002,0.63,507,15.65,9.200000000000001,1,"q1_q17_dr24_tce",6140,4.248,1.206,286.14291000000003,43.236351,11.649000000000001,"0",0.8782245526227501,0.12177544737724993
8575,7755741,"CANDIDATE",1.75173647,132.2995,0.6637000000000001,5.122000000000001,68.4,3.86,4900,136315.31,10.200000000000001,3,"q1_q17_dr24_tce",10894,3.6670000000000003,4.378,292.78702000000004,43.416039,13.752,"0",0.9999992451986953,7.548013047299256E-7
8582,8937762,"CANDIDATE",15.07277287,143.96955,0.891,0.7794000000000001,345.0,1.73,635,38.57,13.0,1,"q1_q17_dr25_tce",5521,4.594,0.771,285.21283,45.2514,14.269,"1",0.20944256748716095,0.790557432512839
8587,8474892,"CANDIDATE",199.4424134,240.8521,1.1877,7.2533,32172.0,56.11,344,3.3200000000000003,486.40000000000003,1,"q1_q16_tce",5869,4.288,1.17,281.76312,44.577189999999995,14.372,"0",0.9999705090026235,2.9490997376437347E-5
8589,5466109,"CANDIDATE",2.43135542,133.92077,0.12000000000000001,1.401,123.60000000000001,1.07,1422,965.4,9.3,1,"q1_q17_dr25_tce",6231,4.488,0.9550000000000001,296.47180000000003,40.681622,15.225,"0",0.6712011252945158,0.3287988747054842
8593,5702770,"CANDIDATE",8.0018897,135.4193,0.442,3.4250000000000003,102.7,0.9,864,131.75,9.8,1,"q1_q17_dr25_tce",5830,4.54,0.876,290.91504000000003,40.988499,15.032,"1",0.38502395050119964,0.6149760494988004
8594,9674320,"CANDIDATE",317.062416,297.8371,0.673,7.438000000000001,442.90000000000003,1.59,218,0.54,9.8,1,"q1_q17_dr25_tce",5366,4.625,0.715,300.34525,46.339881999999996,14.634,"0",0.9526402383492292,0.047359761650770854
8601,7100673,"CANDIDATE",7.23524221,135.23173,0.182,2.685,60.0,0.8200000000000001,948,191.14000000000001,15.200000000000001,5,"q1_q17_dr25_tce",5574,4.354,1.065,285.72849,42.65453,12.639000000000001,"1",0.013230307140812858,0.9867696928591871
8602,3765917,"CANDIDATE",11.818728799999999,132.51,0.28200000000000003,4.017,249.0,2.09,919,168.38,10.3,2,"q1_q17_dr25_tce",5803,4.211,1.328,295.96893,38.867168,15.271,"1",0.26303739629513856,0.7369626037048614
